Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
THE RESERVE RESIDENCES,"5,514,140","2,185.09","2,524",Oct-23,JALAN ANAK BUKIT,New Sale,Strata,203,"27,163",-,Apartment,1,99 yrs lease commencing from 2021,21,Rest of Central Region,06 to 10
THE RESERVE RESIDENCES,"2,890,000","1,119.46","2,582",Oct-23,JALAN ANAK BUKIT,New Sale,Strata,104,"27,788",-,Apartment,1,99 yrs lease commencing from 2021,21,Rest of Central Region,11 to 15
UE SQUARE,"2,070,000","1,140.98","1,814",Oct-23,RIVER VALLEY ROAD,Resale,Strata,106,"19,528",-,Apartment,1,929 yrs lease commencing from 1953,09,Core Central Region,01 to 05
BLUE HORIZON,"1,830,000","1,227.1","1,491",Oct-23,WEST COAST CRESCENT,Resale,Strata,114,"16,053",-,Condominium,1,99 yrs lease commencing from 2000,05,Outside Central Region,21 to 25
RIVERFRONT RESIDENCES,"1,100,000",721.19,"1,525",Oct-23,HOUGANG AVENUE 7,Sub Sale,Strata,67,"16,418",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,01 to 05
DEVONSHIRE RESIDENCES,"1,120,000",505.91,"2,214",Oct-23,DEVONSHIRE ROAD,Resale,Strata,47,"23,830",-,Apartment,1,Freehold,09,Core Central Region,11 to 15
THE FLORENCE RESIDENCES,"1,280,000",753.48,"1,699",Oct-23,HOUGANG AVENUE 2,Sub Sale,Strata,70,"18,286",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,01 to 05
THE VISION,"2,085,000","1,313.21","1,588",Oct-23,WEST COAST CRESCENT,Resale,Strata,122,"17,090",-,Condominium,1,99 yrs lease commencing from 2008,05,Outside Central Region,26 to 30
LE CONNEY PARK,"1,610,000","1,237.86","1,301",Oct-23,LORONG L TELOK KURAU,Resale,Strata,115,"14,000",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
MYRA,"1,980,000",871.88,"2,271",Oct-23,MEYAPPA CHETTIAR ROAD,New Sale,Strata,81,"24,444",-,Apartment,1,Freehold,13,Rest of Central Region,01 to 05
PARC ESTA,"2,780,000","1,227.1","2,266",Oct-23,SIMS AVENUE,Sub Sale,Strata,114,"24,386",-,Apartment,1,99 yrs lease commencing from 2018,14,Rest of Central Region,11 to 15
PRINCIPAL GARDEN,"980,000",505.91,"1,937",Oct-23,PRINCE CHARLES CRESCENT,Resale,Strata,47,"20,851",-,Condominium,1,99 yrs lease commencing from 2014,03,Rest of Central Region,06 to 10
NV RESIDENCES,"1,450,000","1,184.04","1,225",Oct-23,PASIR RIS GROVE,Resale,Strata,110,"13,182",-,Condominium,1,99 yrs lease commencing from 2008,18,Outside Central Region,11 to 15
THE NEXUS,"3,300,000","1,506.96","2,190",Oct-23,BUKIT TIMAH ROAD,Resale,Strata,140,"23,571",-,Condominium,1,Freehold,21,Rest of Central Region,06 to 10
THE ALPS RESIDENCES,"1,520,000","1,087.16","1,398",Oct-23,TAMPINES STREET 86,Resale,Strata,101,"15,050",-,Condominium,1,99 yrs lease commencing from 2015,18,Outside Central Region,06 to 10
SUNGLADE,"1,688,000","1,162.51","1,452",Oct-23,SERANGOON AVENUE 2,Resale,Strata,108,"15,630",-,Condominium,1,99 yrs lease commencing from 2000,19,Outside Central Region,01 to 05
CITIGATE RESIDENCE,"830,000",570.49,"1,455",Oct-23,RANGOON ROAD,Resale,Strata,53,"15,660",-,Apartment,1,Freehold,08,Rest of Central Region,01 to 05
PARK PLACE RESIDENCES AT PLQ,"1,150,000",581.26,"1,978",Oct-23,PAYA LEBAR ROAD,Resale,Strata,54,"21,296",-,Apartment,1,99 yrs lease commencing from 2015,14,Rest of Central Region,01 to 05
THE HILLIER,"1,350,000",807.3,"1,672",Oct-23,HILLVIEW RISE,Resale,Strata,75,"18,000",-,Apartment,1,99 yrs lease commencing from 2011,23,Outside Central Region,21 to 25
THE INTERLACE,"1,430,000",807.3,"1,771",Oct-23,DEPOT ROAD,Resale,Strata,75,"19,067",-,Condominium,1,99 yrs lease commencing from 2009,04,Rest of Central Region,06 to 10
SAVANNAH CONDOPARK,"1,265,000","1,227.1","1,031",Oct-23,SIMEI RISE,Resale,Strata,114,"11,096",-,Condominium,1,99 yrs lease commencing from 2000,18,Outside Central Region,06 to 10
KOVAN REGENCY,"1,936,000","1,130.22","1,713",Oct-23,KOVAN RISE,Resale,Strata,105,"18,438",-,Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,06 to 10
RIVERFRONT RESIDENCES,"992,000",602.78,"1,646",Oct-23,HOUGANG AVENUE 7,Sub Sale,Strata,56,"17,714",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,11 to 15
MANDALE HEIGHTS,"2,100,000","1,205.57","1,742",Oct-23,MANDALAY ROAD,Resale,Strata,112,"18,750",-,Apartment,1,Freehold,11,Core Central Region,06 to 10
PARC VISTA,"1,150,000","1,076.4","1,068",Oct-23,CORPORATION ROAD,Resale,Strata,100,"11,500",-,Condominium,1,99 yrs lease commencing from 1995,22,Outside Central Region,01 to 05
SKY GREEN,"1,045,000",613.55,"1,703",Oct-23,MACPHERSON ROAD,Resale,Strata,57,"18,333",-,Condominium,1,Freehold,13,Rest of Central Region,01 to 05
THE TAPESTRY,"750,000",441.32,"1,699",Oct-23,TAMPINES STREET 86,Resale,Strata,41,"18,293",-,Condominium,1,99 yrs lease commencing from 2017,18,Outside Central Region,06 to 10
SUNNY PALMS,"3,200,000","3,110.8","1,029",Oct-23,LORONG G TELOK KURAU,Resale,Strata,289,"11,073",-,Condominium,1,Freehold,15,Outside Central Region,01 to 05
TRE RESIDENCES,"1,200,000",764.24,"1,570",Oct-23,GEYLANG EAST AVENUE 1,Resale,Strata,71,"16,901",-,Condominium,1,99 yrs lease commencing from 2014,14,Rest of Central Region,01 to 05
NV RESIDENCES,"1,350,000","1,108.69","1,218",Oct-23,PASIR RIS GROVE,Resale,Strata,103,"13,107",-,Condominium,1,99 yrs lease commencing from 2008,18,Outside Central Region,06 to 10
ARTHUR 118,"1,950,000","1,001.05","1,948",Oct-23,ARTHUR ROAD,Resale,Strata,93,"20,968",-,Apartment,1,Freehold,15,Rest of Central Region,06 to 10
UE SQUARE,"6,275,000","3,089.27","2,031",Oct-23,RIVER VALLEY ROAD,Resale,Strata,287,"21,864",-,Apartment,1,929 yrs lease commencing from 1953,09,Core Central Region,16 to 20
BEDOK COURT,"1,700,000","1,733",981,Oct-23,BEDOK SOUTH AVENUE 3,Resale,Strata,161,"10,559",-,Condominium,1,99 yrs lease commencing from 1982,16,Outside Central Region,06 to 10
HAIG COURT,"2,835,000","1,442.38","1,966",Oct-23,HAIG ROAD,Resale,Strata,134,"21,157",-,Condominium,1,Freehold,15,Rest of Central Region,01 to 05
SPOTTISWOODE 18,"1,438,888",656.6,"2,191",Oct-23,SPOTTISWOODE PARK ROAD,Resale,Strata,61,"23,588",-,Apartment,1,Freehold,02,Rest of Central Region,06 to 10
76 SHENTON,"1,238,000",592.02,"2,091",Oct-23,SHENTON WAY,Resale,Strata,55,"22,509",-,Apartment,1,99 yrs lease commencing from 2007,02,Core Central Region,36 to 40
LAKE GRANDE,"825,000",505.91,"1,631",Oct-23,JURONG LAKE LINK,Resale,Strata,47,"17,553",-,Condominium,1,99 yrs lease commencing from 2015,22,Outside Central Region,01 to 05
WATERFRONT @ FABER,"1,120,000",764.24,"1,466",Oct-23,FABER WALK,Resale,Strata,71,"15,775",-,Apartment,1,99 yrs lease commencing from 2013,05,Outside Central Region,01 to 05
VIIO @ BALESTIER,"868,000",473.62,"1,833",Oct-23,BALESTIER ROAD,Resale,Strata,44,"19,727",-,Apartment,1,Freehold,12,Rest of Central Region,06 to 10
STRATFORD COURT,"1,080,000","1,044.11","1,034",Oct-23,BEDOK RIA CRESCENT,Resale,Strata,97,"11,134",-,Condominium,1,99 yrs lease commencing from 1995,16,Outside Central Region,01 to 05
KINGSFORD WATERBAY,"727,000",484.38,"1,501",Oct-23,UPPER SERANGOON VIEW,Resale,Strata,45,"16,156",-,Apartment,1,99 yrs lease commencing from 2014,19,Outside Central Region,11 to 15
PARC VERA,"1,645,000","1,140.98","1,442",Oct-23,HOUGANG STREET 32,Resale,Strata,106,"15,519",-,Condominium,1,99 yrs lease commencing from 2010,19,Outside Central Region,11 to 15
STIRLING RESIDENCES,"1,593,000",678.13,"2,349",Oct-23,STIRLING ROAD,Resale,Strata,63,"25,286",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,06 to 10
THE INFINITI,"2,128,000","1,485.43","1,433",Oct-23,WEST COAST PARK,Resale,Strata,138,"15,420",-,Condominium,1,Freehold,05,Outside Central Region,01 to 05
CENTRO RESIDENCES,"1,450,000",818.06,"1,772",Oct-23,ANG MO KIO AVENUE 8,Resale,Strata,76,"19,079",-,Condominium,1,99 yrs lease commencing from 2007,20,Outside Central Region,11 to 15
CASCATA,"1,350,000","1,001.05","1,349",Oct-23,TEO KIM ENG ROAD,Resale,Strata,93,"14,516",-,Apartment,1,Freehold,14,Outside Central Region,01 to 05
VERSILIA ON HAIG,"1,800,000","1,022.58","1,760",Oct-23,IPOH LANE,Resale,Strata,95,"18,947",-,Condominium,1,Freehold,15,Rest of Central Region,11 to 15
TREASURE AT TAMPINES,"1,175,000",678.13,"1,733",Oct-23,TAMPINES LANE,Sub Sale,Strata,63,"18,651",-,Condominium,1,99 yrs lease commencing from 2018,18,Outside Central Region,11 to 15
THE YARDLEY,"2,100,000","1,270.15","1,653",Oct-23,UPPER SERANGOON ROAD,Resale,Strata,118,"17,797",-,Apartment,1,Freehold,19,Outside Central Region,06 to 10
APOLLO GARDENS,"2,338,000","1,840.64","1,270",Oct-23,UPPER CHANGI ROAD,Resale,Strata,171,"13,673",-,Apartment,1,Freehold,16,Outside Central Region,01 to 05
SOLEIL @ SINARAN,"1,910,000",936.47,"2,040",Oct-23,SINARAN DRIVE,Resale,Strata,87,"21,954",-,Condominium,1,99 yrs lease commencing from 2006,11,Core Central Region,31 to 35
THE NAVIAN,"1,120,000",645.84,"1,734",Oct-23,JALAN EUNOS,Resale,Strata,60,"18,667",-,Apartment,1,Freehold,14,Outside Central Region,01 to 05
FLORAVILLE,"640,000",376.74,"1,699",Oct-23,CACTUS ROAD,Resale,Strata,35,"18,286",-,Apartment,1,Freehold,28,Outside Central Region,01 to 05
THE ARMADALE,"1,900,000","1,033.34","1,839",Oct-23,GILSTEAD ROAD,Resale,Strata,96,"19,792",-,Apartment,1,Freehold,11,Core Central Region,01 to 05
PRINCIPAL GARDEN,"2,790,000","1,237.86","2,254",Oct-23,PRINCE CHARLES CRESCENT,Resale,Strata,115,"24,261",-,Condominium,1,99 yrs lease commencing from 2014,03,Rest of Central Region,06 to 10
28 IMPERIAL RESIDENCES,"720,000",441.32,"1,631",Oct-23,LORONG 26 GEYLANG,Resale,Strata,41,"17,561",-,Apartment,1,Freehold,14,Rest of Central Region,01 to 05
HILLTOP GROVE,"1,328,888","1,248.62","1,064",Oct-23,HILLVIEW AVENUE,Resale,Strata,116,"11,456",-,Condominium,1,99 yrs lease commencing from 1996,23,Outside Central Region,01 to 05
AVILA GARDENS,"1,100,000",893.41,"1,231",Oct-23,FLORA ROAD,Resale,Strata,83,"13,253",-,Condominium,1,Freehold,17,Outside Central Region,01 to 05
KINGSFORD WATERBAY,"1,328,000",914.94,"1,451",Oct-23,UPPER SERANGOON VIEW,Resale,Strata,85,"15,624",-,Apartment,1,99 yrs lease commencing from 2014,19,Outside Central Region,11 to 15
AMBER PARK,"2,105,000",742.72,"2,834",Oct-23,AMBER GARDENS,Sub Sale,Strata,69,"30,507",-,Condominium,1,Freehold,15,Rest of Central Region,11 to 15
TREASURE AT TAMPINES,"1,190,000",678.13,"1,755",Oct-23,TAMPINES LANE,Sub Sale,Strata,63,"18,889",-,Condominium,1,99 yrs lease commencing from 2018,18,Outside Central Region,01 to 05
THE COSMOPOLITAN,"3,700,000","1,323.97","2,795",Oct-23,KIM SENG ROAD,Resale,Strata,123,"30,081",-,Condominium,1,Freehold,09,Core Central Region,16 to 20
THE TRE VER,"1,345,000",688.9,"1,952",Oct-23,POTONG PASIR AVENUE 1,Sub Sale,Strata,64,"21,016",-,Condominium,1,99 yrs lease commencing from 2018,13,Rest of Central Region,11 to 15
SEASIDE RESIDENCES,"1,240,000",592.02,"2,095",Oct-23,SIGLAP LINK,Resale,Strata,55,"22,545",-,Apartment,1,99 yrs lease commencing from 2016,15,Outside Central Region,11 to 15
EMERALD GARDEN,"2,100,000",936.47,"2,242",Oct-23,CLUB STREET,Resale,Strata,87,"24,138",-,Condominium,1,999 yrs lease commencing from 1827,01,Rest of Central Region,06 to 10
DUO RESIDENCES,"1,308,888",688.9,"1,900",Oct-23,FRASER STREET,Resale,Strata,64,"20,451",-,Apartment,1,99 yrs lease commencing from 2011,07,Core Central Region,01 to 05
WHISTLER GRAND,"1,135,000",613.55,"1,850",Oct-23,WEST COAST VALE,Resale,Strata,57,"19,912",-,Apartment,1,99 yrs lease commencing from 2018,05,Outside Central Region,06 to 10
THE RESERVE RESIDENCES,"3,074,022","1,323.97","2,322",Oct-23,JALAN ANAK BUKIT,New Sale,Strata,123,"24,992",-,Apartment,1,99 yrs lease commencing from 2021,21,Rest of Central Region,11 to 15
LIV @ MB,"3,893,000","1,517.72","2,565",Oct-23,ARTHUR ROAD,New Sale,Strata,141,"27,610",-,Condominium,1,99 yrs lease commencing from 2021,15,Rest of Central Region,16 to 20
WESTCOVE CONDOMINIUM,"1,300,000","1,216.33","1,069",Oct-23,WEST COAST CRESCENT,Resale,Strata,113,"11,504",-,Condominium,1,99 yrs lease commencing from 1995,05,Outside Central Region,06 to 10
VIVA,"3,400,000","1,345.5","2,527",Oct-23,SUFFOLK WALK,Resale,Strata,125,"27,200",-,Condominium,1,Freehold,11,Core Central Region,21 to 25
THE LINCOLN MODERN,"1,980,000","1,108.69","1,786",Oct-23,LINCOLN ROAD,Resale,Strata,103,"19,223",-,Apartment,1,Freehold,11,Core Central Region,06 to 10
KI RESIDENCES AT BROOKVALE,"2,380,000","1,377.79","1,727",Oct-23,BROOKVALE DRIVE,Sub Sale,Strata,128,"18,594",-,Condominium,1,999 yrs lease commencing from 1885,21,Outside Central Region,11 to 15
STIRLING RESIDENCES,"1,445,000",635.08,"2,275",Oct-23,STIRLING ROAD,Resale,Strata,59,"24,492",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,11 to 15
RIVERSAILS,"1,150,000",882.65,"1,303",Oct-23,UPPER SERANGOON CRESCENT,Resale,Strata,82,"14,024",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,06 to 10
LENTOR HILLS RESIDENCES,"2,840,000","1,356.26","2,094",Oct-23,LENTOR HILLS ROAD,New Sale,Strata,126,"22,540",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,06 to 10
PINETREE HILL,"1,972,000",796.54,"2,476",Oct-23,PINE GROVE,New Sale,Strata,74,"26,649",-,Condominium,1,99 yrs lease commencing from 2022,21,Rest of Central Region,06 to 10
TREASURE AT TAMPINES,"1,415,000",914.94,"1,547",Oct-23,TAMPINES LANE,Sub Sale,Strata,85,"16,647",-,Condominium,1,99 yrs lease commencing from 2018,18,Outside Central Region,06 to 10
THE INFLORA,"1,275,000","1,033.34","1,234",Oct-23,FLORA DRIVE,Resale,Strata,96,"13,281",-,Condominium,1,99 yrs lease commencing from 2012,17,Outside Central Region,01 to 05
THE TAPESTRY,"723,000",473.62,"1,527",Oct-23,TAMPINES STREET 86,Resale,Strata,44,"16,432",-,Condominium,1,99 yrs lease commencing from 2017,18,Outside Central Region,01 to 05
TREASURE AT TAMPINES,"1,165,000",678.13,"1,718",Oct-23,TAMPINES LANE,Sub Sale,Strata,63,"18,492",-,Condominium,1,99 yrs lease commencing from 2018,18,Outside Central Region,06 to 10
NV RESIDENCES,"1,399,888","1,184.04","1,182",Oct-23,PASIR RIS GROVE,Resale,Strata,110,"12,726",-,Condominium,1,99 yrs lease commencing from 2008,18,Outside Central Region,11 to 15
FAR HORIZON GARDENS,"2,288,000","2,002.1","1,143",Oct-23,ANG MO KIO AVENUE 9,Resale,Strata,186,"12,301",-,Condominium,1,99 yrs lease commencing from 1982,20,Outside Central Region,06 to 10
TREASURE AT TAMPINES,"1,700,000","1,033.34","1,645",Oct-23,TAMPINES LANE,Sub Sale,Strata,96,"17,708",-,Condominium,1,99 yrs lease commencing from 2018,18,Outside Central Region,01 to 05
THE INFLORA,"1,278,000","1,033.34","1,237",Oct-23,FLORA DRIVE,Resale,Strata,96,"13,313",-,Condominium,1,99 yrs lease commencing from 2012,17,Outside Central Region,01 to 05
KINGSFORD . HILLVIEW PEAK,"1,240,000",828.83,"1,496",Oct-23,HILLVIEW RISE,Resale,Strata,77,"16,104",-,Condominium,1,99 yrs lease commencing from 2012,23,Outside Central Region,06 to 10
WHITEHAVEN,"950,000",538.2,"1,765",Oct-23,PASIR PANJANG ROAD,Resale,Strata,50,"19,000",-,Apartment,1,Freehold,05,Rest of Central Region,01 to 05
PANDAN VALLEY,"2,230,000","1,334.74","1,671",Oct-23,PANDAN VALLEY,Resale,Strata,124,"17,984",-,Condominium,1,Freehold,21,Rest of Central Region,01 to 05
RESIDENTIAL APARTMENTS,"1,850,000","1,550.02","1,194",Oct-23,MACKENZIE ROAD,Resale,Strata,144,"12,847",-,Apartment,1,Freehold,09,Core Central Region,01 to 05
THE FLORENCE RESIDENCES,"1,310,000",753.48,"1,739",Oct-23,HOUGANG AVENUE 2,Sub Sale,Strata,70,"18,714",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,06 to 10
ONE JERVOIS,"2,307,000","1,065.64","2,165",Oct-23,JERVOIS CLOSE,Resale,Strata,99,"23,303",-,Condominium,1,Freehold,10,Core Central Region,01 to 05
AFFINITY AT SERANGOON,"1,300,000",731.95,"1,776",Oct-23,SERANGOON NORTH AVENUE 1,Sub Sale,Strata,68,"19,118",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,06 to 10
LE LOYANG,"1,290,000","1,334.74",966,Oct-23,JALAN LOYANG BESAR,Resale,Strata,124,"10,403",-,Apartment,1,999 yrs lease commencing from 1885,17,Outside Central Region,01 to 05
FLAME TREE PARK,"3,228,000","1,829.88","1,764",Oct-23,SIN MING AVENUE,Resale,Strata,170,"18,988",-,Condominium,1,Freehold,20,Rest of Central Region,16 to 20
MARINA BAY RESIDENCES,"2,360,000","1,054.87","2,237",Oct-23,MARINA BOULEVARD,Resale,Strata,98,"24,082",-,Condominium,1,99 yrs lease commencing from 2005,01,Core Central Region,26 to 30
HILLSTA,"750,000",570.49,"1,315",Oct-23,PHOENIX ROAD,Resale,Strata,53,"14,151",-,Condominium,1,99 yrs lease commencing from 2011,23,Outside Central Region,06 to 10
BAYSHORE PARK,"1,590,000","1,173.28","1,355",Oct-23,BAYSHORE ROAD,Resale,Strata,109,"14,587",-,Condominium,1,99 yrs lease commencing from 1982,16,Outside Central Region,21 to 25
MAPLE WOODS,"2,780,000","1,377.79","2,018",Oct-23,BUKIT TIMAH ROAD,Resale,Strata,128,"21,719",-,Condominium,1,Freehold,21,Rest of Central Region,01 to 05
STIRLING RESIDENCES,"1,038,000",441.32,"2,352",Oct-23,STIRLING ROAD,Resale,Strata,41,"25,317",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,11 to 15
NORTH PARK RESIDENCES,"960,000",559.73,"1,715",Oct-23,YISHUN CENTRAL 1,Resale,Strata,52,"18,462",-,Apartment,1,99 yrs lease commencing from 2015,27,Outside Central Region,01 to 05
BARTLEY RIDGE,"2,390,000","1,302.44","1,835",Oct-23,MOUNT VERNON ROAD,Resale,Strata,121,"19,752",-,Condominium,1,99 yrs lease commencing from 2012,13,Rest of Central Region,06 to 10
RIVERFRONT RESIDENCES,"2,030,000","1,108.69","1,831",Oct-23,HOUGANG AVENUE 7,Sub Sale,Strata,103,"19,709",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,11 to 15
MAYSPRINGS,"1,600,000","1,550.02","1,032",Oct-23,PETIR ROAD,Resale,Strata,144,"11,111",-,Apartment,1,99 yrs lease commencing from 1994,23,Outside Central Region,16 to 20
ONE AMBER,"3,530,000","1,657.66","2,130",Oct-23,AMBER GARDENS,Resale,Strata,154,"22,922",-,Condominium,1,Freehold,15,Rest of Central Region,01 to 05
ONE BERNAM,"1,898,000",699.66,"2,713",Oct-23,BERNAM STREET,New Sale,Strata,65,"29,200",-,Apartment,1,99 yrs lease commencing from 2019,02,Core Central Region,16 to 20
10 SHELFORD,"840,450",430.56,"1,952",Oct-23,SHELFORD ROAD,Resale,Strata,40,"21,011",-,Apartment,1,Freehold,11,Core Central Region,01 to 05
KENSINGTON PARK CONDOMINIUM,"2,530,000","1,668.42","1,516",Oct-23,KENSINGTON PARK DRIVE,Resale,Strata,155,"16,323",-,Condominium,1,999 yrs lease commencing from 1878,19,Outside Central Region,11 to 15
THE PANORAMA,"2,550,000","1,334.74","1,910",Oct-23,ANG MO KIO AVENUE 2,Resale,Strata,124,"20,565",-,Condominium,1,99 yrs lease commencing from 2013,20,Outside Central Region,16 to 20
CAMELOT BY-THE-WATER,"6,710,000","3,035.45","2,211",Oct-23,TANJONG RHU ROAD,Resale,Strata,282,"23,794",-,Condominium,1,99 yrs lease commencing from 1996,15,Rest of Central Region,16 to 20
BLOSSOMS @ WOODLEIGH,"2,250,000","2,195.86","1,025",Oct-23,WOODLEIGH CLOSE,Resale,Strata,204,"11,029",-,Condominium,1,Freehold,13,Rest of Central Region,11 to 15
THE RESERVE RESIDENCES,"3,583,826","1,474.67","2,430",Oct-23,JALAN ANAK BUKIT,New Sale,Strata,137,"26,159",-,Apartment,1,99 yrs lease commencing from 2021,21,Rest of Central Region,21 to 25
MIDTOWN MODERN,"5,939,000","1,808.35","3,284",Oct-23,TAN QUEE LAN STREET,New Sale,Strata,168,"35,351",-,Apartment,1,99 yrs lease commencing from 2019,07,Core Central Region,21 to 25
PULLMAN RESIDENCES NEWTON,"4,245,000","1,280.92","3,314",Oct-23,DUNEARN ROAD,New Sale,Strata,119,"35,672",-,Apartment,1,Freehold,11,Core Central Region,26 to 30
AFFINITY AT SERANGOON,"1,380,000",753.48,"1,832",Oct-23,SERANGOON NORTH AVENUE 1,Sub Sale,Strata,70,"19,714",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,11 to 15
AFFINITY AT SERANGOON,"1,400,000",731.95,"1,913",Oct-23,SERANGOON NORTH AVENUE 1,Sub Sale,Strata,68,"20,588",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,11 to 15
THE ARDEN,"1,214,000",656.6,"1,849",Oct-23,PHOENIX ROAD,New Sale,Strata,61,"19,902",-,Apartment,1,99 yrs lease commencing from 2023,23,Outside Central Region,01 to 05
THE WARREN,"1,250,000","1,227.1","1,019",Oct-23,CHOA CHU KANG LOOP,Resale,Strata,114,"10,965",-,Condominium,1,99 yrs lease commencing from 2001,23,Outside Central Region,01 to 05
SEASONS PARK,"1,280,000","1,108.69","1,155",Oct-23,YIO CHU KANG ROAD,Resale,Strata,103,"12,427",-,Condominium,1,99 yrs lease commencing from 1995,26,Outside Central Region,06 to 10
OCEAN PARK,"5,270,000","3,261.49","1,616",Oct-23,EAST COAST ROAD,Resale,Strata,303,"17,393",-,Condominium,1,Freehold,15,Outside Central Region,16 to 20
SAVANNAH CONDOPARK,"2,220,000","2,292.73",968,Oct-23,SIMEI RISE,Resale,Strata,213,"10,423",-,Condominium,1,99 yrs lease commencing from 2000,18,Outside Central Region,06 to 10
MAYSPRINGS,"930,000",914.94,"1,016",Oct-23,PETIR ROAD,Resale,Strata,85,"10,941",-,Apartment,1,99 yrs lease commencing from 1994,23,Outside Central Region,01 to 05
KLIMT CAIRNHILL,"5,750,000","1,496.2","3,843",Oct-23,CAIRNHILL ROAD,New Sale,Strata,139,"41,367",-,Apartment,1,Freehold,09,Core Central Region,26 to 30
JEWEL @ BUANGKOK,"1,180,000",731.95,"1,612",Oct-23,COMPASSVALE BOW,Resale,Strata,68,"17,353",-,Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,11 to 15
