Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level,Latitude,Longitude,Full Address,Nearest MRT Stations,Nearby Hawker Centers,Shopping Malls Within Radius of 1km
THE CONTINUUM,"2,049,000",721.19,"2,841",Jul-24,THIAM SIEW AVENUE,New Sale,Strata,67,"30,582",-,Apartment,1,Freehold,15,Rest of Central Region,11 to 15,1.31099710605752,103.895720193717,3 THIAM SIEW AVENUE THE CONTINUUM (U/C) SINGAPORE 436841,PAYA LEBAR MRT STATION; DAKOTA MRT STATION; PAYA LEBAR MRT STATION,Haig Road Blk 13/14 (Haig Road Market and Cooked Food Centre); Geylang Serai Market; Dunman Food Centre,Katong Shopping Centre; Paya Lebar Square; Singpost Centre; City Plaza
SEASIDE RESIDENCES,"1,118,000",559.73,"1,997",Jul-24,SIGLAP LINK,Resale,Strata,52,"21,500",-,Apartment,1,99 yrs lease commencing from 2016,15,Outside Central Region,01 to 05,1.30741289729613,103.926676412664,18 SIGLAP LINK SEASIDE RESIDENCES SINGAPORE 448873,SIGLAP MRT STATION,East Coast Lagoon Food Village,
THE MAKENA,"3,220,000","1,636.13","1,968",Jul-24,MEYER ROAD,Resale,Strata,152,"21,184",-,Condominium,1,Freehold,15,Rest of Central Region,16 to 20,1.2976926630287,103.89444607007,121 MEYER ROAD THE MAKENA SINGAPORE 437932,TANJONG KATONG MRT STATION; KATONG PARK MRT STATION,,
EAST PALM,"1,900,000","1,216.33","1,562",Jul-24,PALM ROAD,Resale,Strata,113,"16,814",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05,1.31346564994475,103.93142655093,1 PALM ROAD EAST PALM SINGAPORE 456448,SIGLAP MRT STATION,East Coast Lagoon Food Village; Bedok South Road Blk 16,
GRAND DUNMAN,"2,738,000","1,097.93","2,494",Jul-24,DUNMAN ROAD,New Sale,Strata,102,"26,843",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,11 to 15,1.30793011957246,103.890384748086,2 DUNMAN ROAD GRAND DUNMAN (U/C) SINGAPORE 439188,DAKOTA MRT STATION; MOUNTBATTEN MRT STATION,Old Airport Road Blk 51 (51 Old Airport Road Food Centre and Shopping Mall); Jalan Batu Blk 4A (Blk 4A Jalan Batu Hawker Centre/Market); Haig Road Blk 13/14 (Haig Road Market and Cooked Food Centre); Kallang Estate Fresh Market and Food Centre,City Plaza
SYCAMORE TREE,"1,150,000",721.19,"1,595",Jul-24,FOWLIE ROAD,Sub Sale,Strata,67,"17,164",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05,1.30756108101684,103.903479641307,2 FOWLIE ROAD SYCAMORE TREE SINGAPORE 428505,MARINE PARADE MRT STATION,Marine Parade Central Blk 84 (84 Marine Parade Central Market and Food Centre); Dunman Food Centre,Katong Shopping Centre; Katong Square; i12 Katong; Parkway Parade; Roxy Square
THE CONTINUUM,"1,795,000",667.37,"2,690",Jul-24,THIAM SIEW AVENUE,New Sale,Strata,62,"28,952",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05,1.31099710605752,103.895720193717,3 THIAM SIEW AVENUE THE CONTINUUM (U/C) SINGAPORE 436841,PAYA LEBAR MRT STATION; DAKOTA MRT STATION; PAYA LEBAR MRT STATION,Haig Road Blk 13/14 (Haig Road Market and Cooked Food Centre); Geylang Serai Market; Dunman Food Centre,Katong Shopping Centre; Paya Lebar Square; Singpost Centre; City Plaza
THE SEAFRONT ON MEYER,"3,770,000","1,603.84","2,351",Jul-24,MEYER ROAD,Resale,Strata,149,"25,302",-,Condominium,1,Freehold,15,Rest of Central Region,06 to 10,1.29688446089582,103.888584074842,57 MEYER ROAD THE SEAFRONT ON MEYER SINGAPORE 437878,KATONG PARK MRT STATION,Jalan Batu Blk 4A (Blk 4A Jalan Batu Hawker Centre/Market),
TEMBUSU GRAND,"1,376,000",527.44,"2,609",Jul-24,JALAN TEMBUSU,New Sale,Strata,49,"28,082",-,Condominium,1,99 yrs lease commencing from 2022,15,Rest of Central Region,11 to 15,1.30564484991169,103.896865551663,92 JALAN TEMBUSU TEMBUSU GRAND (U/C) SINGAPORE 439142,TANJONG KATONG MRT STATION; DAKOTA MRT STATION,Dunman Food Centre,Katong Shopping Centre; Katong Square; i12 Katong; Roxy Square
PALM OASIS,"1,965,000","1,463.9","1,342",Jul-24,LORONG H TELOK KURAU,Resale,Strata,136,"14,449",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05,1.31608505316302,103.90880066375,51A LORONG H TELOK KURAU PALM OASIS SINGAPORE 426154,KEMBANGAN MRT STATION; EUNOS MRT STATION,Eunos Crescent Blk 4A,
LE MERRITT,"1,708,000",990.29,"1,725",Jul-24,LORONG M TELOK KURAU,Resale,Strata,92,"18,565",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05,1.31085326886181,103.913484889321,64 LORONG M TELOK KURAU LE MERRITT SINGAPORE 425365,MARINE TERRACE MRT STATION,Marine Terrace Blk 50A (50A Marine Terrace),
38 I SUITES,"1,250,000",667.37,"1,873",Jul-24,IPOH LANE,Resale,Strata,62,"20,161",-,Apartment,1,Freehold,15,Rest of Central Region,11 to 15,1.31169308156397,103.896306665361,38 IPOH LANE 38 I SUITES SINGAPORE 438646,PAYA LEBAR MRT STATION; PAYA LEBAR MRT STATION; DAKOTA MRT STATION,Haig Road Blk 13/14 (Haig Road Market and Cooked Food Centre); Geylang Serai Market; Dunman Food Centre,Paya Lebar Square; Singpost Centre; City Plaza
GRAND DUNMAN,"2,756,000","1,097.93","2,510",Jul-24,DUNMAN ROAD,New Sale,Strata,102,"27,020",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,11 to 15,1.30793011957246,103.890384748086,2 DUNMAN ROAD GRAND DUNMAN (U/C) SINGAPORE 439188,DAKOTA MRT STATION; MOUNTBATTEN MRT STATION,Old Airport Road Blk 51 (51 Old Airport Road Food Centre and Shopping Mall); Jalan Batu Blk 4A (Blk 4A Jalan Batu Hawker Centre/Market); Haig Road Blk 13/14 (Haig Road Market and Cooked Food Centre); Kallang Estate Fresh Market and Food Centre,City Plaza
GRAND DUNMAN,"1,937,000",667.37,"2,902",Jul-24,DUNMAN ROAD,New Sale,Strata,62,"31,242",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,11 to 15,1.30793011957246,103.890384748086,2 DUNMAN ROAD GRAND DUNMAN (U/C) SINGAPORE 439188,DAKOTA MRT STATION; MOUNTBATTEN MRT STATION,Old Airport Road Blk 51 (51 Old Airport Road Food Centre and Shopping Mall); Jalan Batu Blk 4A (Blk 4A Jalan Batu Hawker Centre/Market); Haig Road Blk 13/14 (Haig Road Market and Cooked Food Centre); Kallang Estate Fresh Market and Food Centre,City Plaza
TEMBUSU GRAND,"3,451,000","1,431.61","2,411",Jul-24,JALAN TEMBUSU,New Sale,Strata,133,"25,947",-,Condominium,1,99 yrs lease commencing from 2022,15,Rest of Central Region,06 to 10,1.30564484991169,103.896865551663,92 JALAN TEMBUSU TEMBUSU GRAND (U/C) SINGAPORE 439142,TANJONG KATONG MRT STATION; DAKOTA MRT STATION,Dunman Food Centre,Katong Shopping Centre; Katong Square; i12 Katong; Roxy Square
TEMBUSU GRAND,"3,413,000","1,431.61","2,384",Jul-24,JALAN TEMBUSU,New Sale,Strata,133,"25,662",-,Condominium,1,99 yrs lease commencing from 2022,15,Rest of Central Region,11 to 15,1.30564484991169,103.896865551663,92 JALAN TEMBUSU TEMBUSU GRAND (U/C) SINGAPORE 439142,TANJONG KATONG MRT STATION; DAKOTA MRT STATION,Dunman Food Centre,Katong Shopping Centre; Katong Square; i12 Katong; Roxy Square
TEMBUSU GRAND,"3,440,000","1,431.61","2,403",Jul-24,JALAN TEMBUSU,New Sale,Strata,133,"25,865",-,Condominium,1,99 yrs lease commencing from 2022,15,Rest of Central Region,06 to 10,1.30564484991169,103.896865551663,92 JALAN TEMBUSU TEMBUSU GRAND (U/C) SINGAPORE 439142,TANJONG KATONG MRT STATION; DAKOTA MRT STATION,Dunman Food Centre,Katong Shopping Centre; Katong Square; i12 Katong; Roxy Square
TEMBUSU GRAND,"3,506,000","1,431.61","2,449",Jul-24,JALAN TEMBUSU,New Sale,Strata,133,"26,361",-,Condominium,1,99 yrs lease commencing from 2022,15,Rest of Central Region,11 to 15,1.30564484991169,103.896865551663,92 JALAN TEMBUSU TEMBUSU GRAND (U/C) SINGAPORE 439142,TANJONG KATONG MRT STATION; DAKOTA MRT STATION,Dunman Food Centre,Katong Shopping Centre; Katong Square; i12 Katong; Roxy Square
TEMBUSU GRAND,"3,501,000","1,431.61","2,445",Jul-24,JALAN TEMBUSU,New Sale,Strata,133,"26,323",-,Condominium,1,99 yrs lease commencing from 2022,15,Rest of Central Region,16 to 20,1.30564484991169,103.896865551663,92 JALAN TEMBUSU TEMBUSU GRAND (U/C) SINGAPORE 439142,TANJONG KATONG MRT STATION; DAKOTA MRT STATION,Dunman Food Centre,Katong Shopping Centre; Katong Square; i12 Katong; Roxy Square
GRAND DUNMAN,"1,952,000",721.19,"2,707",Jul-24,DUNMAN ROAD,New Sale,Strata,67,"29,134",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,11 to 15,1.30793011957246,103.890384748086,2 DUNMAN ROAD GRAND DUNMAN (U/C) SINGAPORE 439188,DAKOTA MRT STATION; MOUNTBATTEN MRT STATION,Old Airport Road Blk 51 (51 Old Airport Road Food Centre and Shopping Mall); Jalan Batu Blk 4A (Blk 4A Jalan Batu Hawker Centre/Market); Haig Road Blk 13/14 (Haig Road Market and Cooked Food Centre); Kallang Estate Fresh Market and Food Centre,City Plaza
GRAND DUNMAN,"4,359,000","1,689.95","2,579",Jul-24,DUNMAN ROAD,New Sale,Strata,157,"27,764",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,11 to 15,1.30793011957246,103.890384748086,2 DUNMAN ROAD GRAND DUNMAN (U/C) SINGAPORE 439188,DAKOTA MRT STATION; MOUNTBATTEN MRT STATION,Old Airport Road Blk 51 (51 Old Airport Road Food Centre and Shopping Mall); Jalan Batu Blk 4A (Blk 4A Jalan Batu Hawker Centre/Market); Haig Road Blk 13/14 (Haig Road Market and Cooked Food Centre); Kallang Estate Fresh Market and Food Centre,City Plaza
GRAND DUNMAN,"3,128,000","1,119.46","2,794",Jul-24,DUNMAN ROAD,New Sale,Strata,104,"30,077",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,11 to 15,1.30793011957246,103.890384748086,2 DUNMAN ROAD GRAND DUNMAN (U/C) SINGAPORE 439188,DAKOTA MRT STATION; MOUNTBATTEN MRT STATION,Old Airport Road Blk 51 (51 Old Airport Road Food Centre and Shopping Mall); Jalan Batu Blk 4A (Blk 4A Jalan Batu Hawker Centre/Market); Haig Road Blk 13/14 (Haig Road Market and Cooked Food Centre); Kallang Estate Fresh Market and Food Centre,City Plaza
GRAND DUNMAN,"4,477,000","1,786.82","2,506",Jul-24,DUNMAN ROAD,New Sale,Strata,166,"26,970",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,11 to 15,1.30793011957246,103.890384748086,2 DUNMAN ROAD GRAND DUNMAN (U/C) SINGAPORE 439188,DAKOTA MRT STATION; MOUNTBATTEN MRT STATION,Old Airport Road Blk 51 (51 Old Airport Road Food Centre and Shopping Mall); Jalan Batu Blk 4A (Blk 4A Jalan Batu Hawker Centre/Market); Haig Road Blk 13/14 (Haig Road Market and Cooked Food Centre); Kallang Estate Fresh Market and Food Centre,City Plaza
ISUITES @ MARSHALL,"1,570,000","1,097.93","1,430",Jul-24,MARSHALL ROAD,Resale,Strata,102,"15,392",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05,1.30706456216463,103.900744955945,99 MARSHALL ROAD ISUITES @ MARSHALL SINGAPORE 424894,MARINE PARADE MRT STATION; TANJONG KATONG MRT STATION,Marine Parade Central Blk 84 (84 Marine Parade Central Market and Food Centre); Dunman Food Centre,Katong Shopping Centre; Katong Square; i12 Katong; Parkway Parade; Roxy Square
CRYSTAL RHU,"1,960,000","1,054.87","1,858",Jul-24,TANJONG RHU ROAD,Resale,Strata,98,"20,000",-,Apartment,1,Freehold,15,Rest of Central Region,06 to 10,1.29884376283001,103.883834793855,8A TANJONG RHU ROAD CRYSTAL RHU SINGAPORE 436889,KATONG PARK MRT STATION; MOUNTBATTEN MRT STATION,Jalan Batu Blk 4A (Blk 4A Jalan Batu Hawker Centre/Market); Kallang Estate Fresh Market and Food Centre,Leisure Park Kallang
OCEAN PARK,"5,680,000","3,261.49","1,742",Jul-24,EAST COAST ROAD,Resale,Strata,303,"18,746",-,Condominium,1,Freehold,15,Outside Central Region,16 to 20,1.30909125282934,103.918606259016,526 EAST COAST ROAD OCEAN PARK SINGAPORE 458968,MARINE TERRACE MRT STATION,Marine Terrace Blk 50A (50A Marine Terrace),
STILLZ RESIDENCE,"2,088,000","1,528.49","1,366",Jul-24,LORONG 108 CHANGI,Resale,Strata,142,"14,704",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05,1.31627726515293,103.904948742515,21 LORONG 108 CHANGI STILLZ RESIDENCE SINGAPORE 426411,EUNOS MRT STATION,Eunos Crescent Blk 4A; Geylang Serai Market; Dunman Food Centre,
CHELSEA LODGE,"1,768,000","1,227.1","1,441",Jul-24,TANJONG KATONG ROAD,Resale,Strata,114,"15,509",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05,1.30531449478909,103.895938058127,300 TANJONG KATONG ROAD CHELSEA LODGE SINGAPORE 437083,TANJONG KATONG MRT STATION; DAKOTA MRT STATION,Dunman Food Centre,Katong Shopping Centre; Katong Square; Roxy Square
ST PATRICK'S RESIDENCES,"3,100,000","1,517.72","2,043",Jul-24,ST. PATRICK'S ROAD,Resale,Strata,141,"21,986",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05,1.30752252614417,103.914925218482,56 SAINT PATRICK'S ROAD SAINT PATRICK'S RESIDENCES SINGAPORE 424171,MARINE TERRACE MRT STATION,Marine Terrace Blk 50A (50A Marine Terrace),
GRAND DUNMAN,"2,214,000",775.01,"2,857",Jul-24,DUNMAN ROAD,New Sale,Strata,72,"30,750",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,11 to 15,1.30793011957246,103.890384748086,2 DUNMAN ROAD GRAND DUNMAN (U/C) SINGAPORE 439188,DAKOTA MRT STATION; MOUNTBATTEN MRT STATION,Old Airport Road Blk 51 (51 Old Airport Road Food Centre and Shopping Mall); Jalan Batu Blk 4A (Blk 4A Jalan Batu Hawker Centre/Market); Haig Road Blk 13/14 (Haig Road Market and Cooked Food Centre); Kallang Estate Fresh Market and Food Centre,City Plaza
GRAND DUNMAN,"4,403,000","1,926.76","2,285",Jul-24,DUNMAN ROAD,New Sale,Strata,179,"24,598",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,16 to 20,1.30793011957246,103.890384748086,2 DUNMAN ROAD GRAND DUNMAN (U/C) SINGAPORE 439188,DAKOTA MRT STATION; MOUNTBATTEN MRT STATION,Old Airport Road Blk 51 (51 Old Airport Road Food Centre and Shopping Mall); Jalan Batu Blk 4A (Blk 4A Jalan Batu Hawker Centre/Market); Haig Road Blk 13/14 (Haig Road Market and Cooked Food Centre); Kallang Estate Fresh Market and Food Centre,City Plaza
EAST GROVE,"1,500,000","1,054.87","1,422",Jul-24,EAST COAST ROAD,Resale,Strata,98,"15,306",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05,1.30873451499735,103.912769087092,416 EAST COAST ROAD EAST GROVE SINGAPORE 429003,MARINE TERRACE MRT STATION; MARINE PARADE MRT STATION,Marine Terrace Blk 50A (50A Marine Terrace),i12 Katong
SUITES @ EASTCOAST,"642,000",365.98,"1,754",Jul-24,UPPER EAST COAST ROAD,Resale,Strata,34,"18,882",-,Condominium,1,Freehold,15,Outside Central Region,01 to 05,1.3146196512206,103.932237491582,173 UPPER EAST COAST ROAD SUITES @ EASTCOAST SINGAPORE 455275,SIGLAP MRT STATION,East Coast Lagoon Food Village; Bedok South Road Blk 16,
WATER PLACE,"2,720,000","1,560.78","1,743",Jul-24,TANJONG RHU ROAD,Resale,Strata,145,"18,759",-,Condominium,1,99 yrs lease commencing from 1998,15,Rest of Central Region,16 to 20,1.29599038601325,103.872366565317,177 TANJONG RHU ROAD WATER PLACE SINGAPORE 436607,TANJONG RHU MRT STATION; STADIUM MRT STATION,,Kallang Wave Mall; Leisure Park Kallang
THE PALLADIUM,"1,965,000",882.65,"2,226",Jul-24,BROOKE ROAD,Resale,Strata,82,"23,963",-,Apartment,1,Freehold,15,Rest of Central Region,11 to 15,1.30335962300903,103.903885730249,20 BROOKE ROAD THE PALLADIUM SINGAPORE 429984,MARINE PARADE MRT STATION; TANJONG KATONG MRT STATION,Marine Parade Central Blk 84 (84 Marine Parade Central Market and Food Centre); Dunman Food Centre,Katong Shopping Centre; Katong Square; i12 Katong; Parkway Parade; Roxy Square
AMBER POINT,"3,880,000","1,689.95","2,296",Jul-24,AMBER ROAD,Resale,Strata,157,"24,713",-,Condominium,1,Freehold,15,Rest of Central Region,26 to 30,1.29886131925695,103.898522862752,1 AMBER ROAD AMBER POINT SINGAPORE 439845,TANJONG KATONG MRT STATION; MARINE PARADE MRT STATION,Marine Parade Central Blk 84 (84 Marine Parade Central Market and Food Centre),Katong Shopping Centre; Katong Square; Parkway Parade; Roxy Square
HERITAGE RESIDENCES,"1,600,000","1,108.69","1,443",Jul-24,LORONG L TELOK KURAU,Resale,Strata,103,"15,534",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05,1.31255760997324,103.912955503031,101 LORONG L TELOK KURAU HERITAGE RESIDENCES SINGAPORE 425537,MARINE TERRACE MRT STATION; KEMBANGAN MRT STATION,Marine Terrace Blk 50A (50A Marine Terrace),
GRAND DUNMAN,"1,494,000",548.96,"2,721",Jul-24,DUNMAN ROAD,New Sale,Strata,51,"29,294",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,06 to 10,1.30793011957246,103.890384748086,2 DUNMAN ROAD GRAND DUNMAN (U/C) SINGAPORE 439188,DAKOTA MRT STATION; MOUNTBATTEN MRT STATION,Old Airport Road Blk 51 (51 Old Airport Road Food Centre and Shopping Mall); Jalan Batu Blk 4A (Blk 4A Jalan Batu Hawker Centre/Market); Haig Road Blk 13/14 (Haig Road Market and Cooked Food Centre); Kallang Estate Fresh Market and Food Centre,City Plaza
TEMBUSU GRAND,"1,974,000",742.72,"2,658",Jul-24,JALAN TEMBUSU,New Sale,Strata,69,"28,609",-,Condominium,1,99 yrs lease commencing from 2022,15,Rest of Central Region,11 to 15,1.30564484991169,103.896865551663,92 JALAN TEMBUSU TEMBUSU GRAND (U/C) SINGAPORE 439142,TANJONG KATONG MRT STATION; DAKOTA MRT STATION,Dunman Food Centre,Katong Shopping Centre; Katong Square; i12 Katong; Roxy Square
OLA RESIDENCES,"2,960,000","1,550.02","1,910",Jul-24,MOUNTBATTEN ROAD,Resale,Strata,144,"20,556",-,Condominium,1,Freehold,15,Rest of Central Region,01 to 05,1.30303635048621,103.898813054006,839 MOUNTBATTEN ROAD OLA RESIDENCES SINGAPORE 437831,TANJONG KATONG MRT STATION; MARINE PARADE MRT STATION,Marine Parade Central Blk 84 (84 Marine Parade Central Market and Food Centre); Dunman Food Centre,Katong Shopping Centre; Katong Square; i12 Katong; Parkway Parade; Roxy Square
GRAND DUNMAN,"3,596,000","1,431.61","2,512",Jul-24,DUNMAN ROAD,New Sale,Strata,133,"27,038",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,01 to 05,1.30793011957246,103.890384748086,2 DUNMAN ROAD GRAND DUNMAN (U/C) SINGAPORE 439188,DAKOTA MRT STATION; MOUNTBATTEN MRT STATION,Old Airport Road Blk 51 (51 Old Airport Road Food Centre and Shopping Mall); Jalan Batu Blk 4A (Blk 4A Jalan Batu Hawker Centre/Market); Haig Road Blk 13/14 (Haig Road Market and Cooked Food Centre); Kallang Estate Fresh Market and Food Centre,City Plaza
WATER PLACE,"2,540,000","1,280.92","1,983",Jul-24,TANJONG RHU ROAD,Resale,Strata,119,"21,345",-,Condominium,1,99 yrs lease commencing from 1998,15,Rest of Central Region,16 to 20,1.29599038601325,103.872366565317,177 TANJONG RHU ROAD WATER PLACE SINGAPORE 436607,TANJONG RHU MRT STATION; STADIUM MRT STATION,,Kallang Wave Mall; Leisure Park Kallang
STRAITS AT JOO CHIAT,"2,588,160","1,227.1","2,109",Jul-24,JOO CHIAT PLACE,New Sale,Strata,114,"22,703",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05,1.31508334829522,103.908384589447,303 JOO CHIAT PLACE STRAITS AT JOO CHIAT (U/C) SINGAPORE 427983,EUNOS MRT STATION; KEMBANGAN MRT STATION,Eunos Crescent Blk 4A; Dunman Food Centre,
SILVERSEA,"3,250,000","1,485.43","2,188",Jul-24,MARINE PARADE ROAD,Resale,Strata,138,"23,551",-,Condominium,1,99 yrs lease commencing from 2007,15,Rest of Central Region,01 to 05,1.2999959193995,103.903100616491,50 MARINE PARADE ROAD SILVERSEA SINGAPORE 449307,MARINE PARADE MRT STATION; TANJONG KATONG MRT STATION,Marine Parade Central Blk 84 (84 Marine Parade Central Market and Food Centre),Katong Shopping Centre; Katong Square; i12 Katong; Parkway Parade; Roxy Square
TEMBUSU GRAND,"2,958,000","1,173.28","2,521",Jul-24,JALAN TEMBUSU,New Sale,Strata,109,"27,138",-,Condominium,1,99 yrs lease commencing from 2022,15,Rest of Central Region,16 to 20,1.30564484991169,103.896865551663,92 JALAN TEMBUSU TEMBUSU GRAND (U/C) SINGAPORE 439142,TANJONG KATONG MRT STATION; DAKOTA MRT STATION,Dunman Food Centre,Katong Shopping Centre; Katong Square; i12 Katong; Roxy Square
VILLA MARINA,"1,888,000","1,248.62","1,512",Jul-24,JALAN SEMPADAN,Resale,Strata,116,"16,276",-,Condominium,1,99 yrs lease commencing from 1995,15,Outside Central Region,01 to 05,1.3110605533014,103.9279625451,21 JALAN SEMPADAN VILLA MARINA SINGAPORE 457398,SIGLAP MRT STATION,East Coast Lagoon Food Village,
DUNMAN VIEW,"2,180,000","1,334.74","1,633",Jul-24,HAIG ROAD,Resale,Strata,124,"17,581",-,Condominium,1,99 yrs lease commencing from 1997,15,Rest of Central Region,06 to 10,1.30995369949672,103.897073886398,100 HAIG ROAD DUNMAN VIEW SINGAPORE 438797,DAKOTA MRT STATION; PAYA LEBAR MRT STATION,Haig Road Blk 13/14 (Haig Road Market and Cooked Food Centre); Geylang Serai Market; Dunman Food Centre,Katong Shopping Centre; Roxy Square; City Plaza
VENTURA VIEW,"1,500,000","1,205.57","1,244",Jul-24,RAMBUTAN ROAD,Resale,Strata,112,"13,393",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05,1.31346334251531,103.904858125607,16 RAMBUTAN ROAD VENTURA VIEW SINGAPORE 424292,EUNOS MRT STATION,Eunos Crescent Blk 4A; Geylang Serai Market; Dunman Food Centre,Katong Square; i12 Katong
SILVERSEA,"3,380,000","1,485.43","2,275",Jul-24,MARINE PARADE ROAD,Resale,Strata,138,"24,493",-,Condominium,1,99 yrs lease commencing from 2007,15,Rest of Central Region,06 to 10,1.2999959193995,103.903100616491,50 MARINE PARADE ROAD SILVERSEA SINGAPORE 449307,MARINE PARADE MRT STATION; TANJONG KATONG MRT STATION,Marine Parade Central Blk 84 (84 Marine Parade Central Market and Food Centre),Katong Shopping Centre; Katong Square; i12 Katong; Parkway Parade; Roxy Square
COTE D'AZUR,"2,720,000","1,313.21","2,071",Jul-24,MARINE PARADE ROAD,Resale,Strata,122,"22,295",-,Condominium,1,99 yrs lease commencing from 2001,15,Rest of Central Region,16 to 20,1.30020054263455,103.903969872762,68 MARINE PARADE ROAD COTE D'AZUR SINGAPORE 449301,MARINE PARADE MRT STATION; TANJONG KATONG MRT STATION,Marine Parade Central Blk 84 (84 Marine Parade Central Market and Food Centre),Katong Shopping Centre; Katong Square; i12 Katong; Parkway Parade; Roxy Square
