Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level,Latitude,Longitude,Full Address,Nearest MRT Stations,Nearby Hawker Centers,Shopping Malls Within Radius of 1km
WATER PLACE,"2,538,000","1,356.26","1,871",Aug-24,TANJONG RHU ROAD,Resale,Strata,126,"20,143",-,Condominium,1,99 yrs lease commencing from 1998,15,Rest of Central Region,11 to 15,1.29599038601325,103.872366565317,177 TANJONG RHU ROAD WATER PLACE SINGAPORE 436607,TANJONG RHU MRT STATION; STADIUM MRT STATION,,Kallang Wave Mall; Leisure Park Kallang
SYCAMORE TREE,"760,000",398.27,"1,908",Aug-24,FOWLIE ROAD,Resale,Strata,37,"20,541",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05,1.30756108101684,103.903479641307,2 FOWLIE ROAD SYCAMORE TREE SINGAPORE 428505,MARINE PARADE MRT STATION,Marine Parade Central Blk 84 (84 Marine Parade Central Market and Food Centre); Dunman Food Centre,Katong Shopping Centre; Katong Square; i12 Katong; Parkway Parade; Roxy Square
TEMBUSU GRAND,"3,550,000","1,431.61","2,480",Aug-24,JALAN TEMBUSU,New Sale,Strata,133,"26,692",-,Condominium,1,99 yrs lease commencing from 2022,15,Rest of Central Region,16 to 20,1.30564484991169,103.896865551663,92 JALAN TEMBUSU TEMBUSU GRAND (U/C) SINGAPORE 439142,TANJONG KATONG MRT STATION; DAKOTA MRT STATION,Dunman Food Centre,Katong Shopping Centre; Katong Square; i12 Katong; Roxy Square
TEMBUSU GRAND,"3,561,000","1,431.61","2,487",Aug-24,JALAN TEMBUSU,New Sale,Strata,133,"26,774",-,Condominium,1,99 yrs lease commencing from 2022,15,Rest of Central Region,16 to 20,1.30564484991169,103.896865551663,92 JALAN TEMBUSU TEMBUSU GRAND (U/C) SINGAPORE 439142,TANJONG KATONG MRT STATION; DAKOTA MRT STATION,Dunman Food Centre,Katong Shopping Centre; Katong Square; i12 Katong; Roxy Square
TEMBUSU GRAND,"2,878,000","1,173.28","2,453",Aug-24,JALAN TEMBUSU,New Sale,Strata,109,"26,404",-,Condominium,1,99 yrs lease commencing from 2022,15,Rest of Central Region,16 to 20,1.30564484991169,103.896865551663,92 JALAN TEMBUSU TEMBUSU GRAND (U/C) SINGAPORE 439142,TANJONG KATONG MRT STATION; DAKOTA MRT STATION,Dunman Food Centre,Katong Shopping Centre; Katong Square; i12 Katong; Roxy Square
TEMBUSU GRAND,"2,920,000","1,173.28","2,489",Aug-24,JALAN TEMBUSU,New Sale,Strata,109,"26,789",-,Condominium,1,99 yrs lease commencing from 2022,15,Rest of Central Region,16 to 20,1.30564484991169,103.896865551663,92 JALAN TEMBUSU TEMBUSU GRAND (U/C) SINGAPORE 439142,TANJONG KATONG MRT STATION; DAKOTA MRT STATION,Dunman Food Centre,Katong Shopping Centre; Katong Square; i12 Katong; Roxy Square
TEMBUSU GRAND,"3,539,000","1,431.61","2,472",Aug-24,JALAN TEMBUSU,New Sale,Strata,133,"26,609",-,Condominium,1,99 yrs lease commencing from 2022,15,Rest of Central Region,11 to 15,1.30564484991169,103.896865551663,92 JALAN TEMBUSU TEMBUSU GRAND (U/C) SINGAPORE 439142,TANJONG KATONG MRT STATION; DAKOTA MRT STATION,Dunman Food Centre,Katong Shopping Centre; Katong Square; i12 Katong; Roxy Square
TEMBUSU GRAND,"1,975,000",742.72,"2,659",Aug-24,JALAN TEMBUSU,New Sale,Strata,69,"28,623",-,Condominium,1,99 yrs lease commencing from 2022,15,Rest of Central Region,16 to 20,1.30564484991169,103.896865551663,92 JALAN TEMBUSU TEMBUSU GRAND (U/C) SINGAPORE 439142,TANJONG KATONG MRT STATION; DAKOTA MRT STATION,Dunman Food Centre,Katong Shopping Centre; Katong Square; i12 Katong; Roxy Square
TEMBUSU GRAND,"2,893,000","1,173.28","2,466",Aug-24,JALAN TEMBUSU,New Sale,Strata,109,"26,541",-,Condominium,1,99 yrs lease commencing from 2022,15,Rest of Central Region,11 to 15,1.30564484991169,103.896865551663,92 JALAN TEMBUSU TEMBUSU GRAND (U/C) SINGAPORE 439142,TANJONG KATONG MRT STATION; DAKOTA MRT STATION,Dunman Food Centre,Katong Shopping Centre; Katong Square; i12 Katong; Roxy Square
THE BALE,"1,565,000","1,065.64","1,469",Aug-24,LORONG H TELOK KURAU,Resale,Strata,99,"15,808",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05,1.31482005929389,103.906626777435,10 LORONG H TELOK KURAU THE BALE SINGAPORE 425993,EUNOS MRT STATION; KEMBANGAN MRT STATION,Eunos Crescent Blk 4A; Geylang Serai Market; Dunman Food Centre,
SUITES @ GUILLEMARD,"635,000",322.92,"1,966",Aug-24,LIM AH WOO ROAD,Resale,Strata,30,"21,167",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05,1.31251969868081,103.891760188852,70 LIM AH WOO ROAD SUITES @ GUILLEMARD SINGAPORE 438133,PAYA LEBAR MRT STATION; DAKOTA MRT STATION; PAYA LEBAR MRT STATION,Old Airport Road Blk 51 (51 Old Airport Road Food Centre and Shopping Mall); Haig Road Blk 13/14 (Haig Road Market and Cooked Food Centre); Geylang Serai Market,Paya Lebar Square; Singpost Centre; City Plaza
KINGS APARTMENTS,"1,620,000","1,173.28","1,381",Aug-24,LORONG K TELOK KURAU,Resale,Strata,109,"14,862",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05,1.31191104025683,103.907721196836,4B LORONG K TELOK KURAU KINGS APARTMENTS SINGAPORE 425606,MARINE TERRACE MRT STATION; MARINE PARADE MRT STATION,Dunman Food Centre,Katong Square; i12 Katong; Roxy Square
PARK EAST,"2,188,000","1,345.5","1,626",Aug-24,JALAN TUA KONG,Resale,Strata,125,"17,504",-,Condominium,1,Freehold,15,Outside Central Region,01 to 05,1.34903800663995,103.851998020641,BISHAN EAST NEIGHBOURHOOD PARK,BISHAN MRT STATION; BISHAN MRT STATION,,Junction 8; Junction 8
SILAHIS APARTMENTS,"1,800,000","1,291.68","1,394",Aug-24,LORONG K TELOK KURAU,Resale,Strata,120,"15,000",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05,1.31389250792833,103.914260843359,121 LORONG K TELOK KURAU SILAHIS APARTMENTS SINGAPORE 425762,KEMBANGAN MRT STATION; MARINE TERRACE MRT STATION,Marine Terrace Blk 50A (50A Marine Terrace),
LAGOON VIEW,"2,000,000","1,646.89","1,214",Aug-24,MARINE PARADE ROAD,Resale,Strata,153,"13,072",-,Apartment,1,99 yrs lease commencing from 1977,15,Outside Central Region,16 to 20,1.31071549002397,103.933972129966,5000N MARINE PARADE ROAD LAGOON VIEW SINGAPORE 449295,SIGLAP MRT STATION; BAYSHORE MRT STATION,East Coast Lagoon Food Village,
BUTTERWORTH VIEW,"1,920,000","1,216.33","1,579",Aug-24,BUTTERWORTH LANE,Resale,Strata,113,"16,991",-,Apartment,1,Freehold,15,Rest of Central Region,11 to 15,1.31271777977328,103.895271676171,21 BUTTERWORTH LANE BUTTERWORTH VIEW SINGAPORE 439431,PAYA LEBAR MRT STATION; PAYA LEBAR MRT STATION; DAKOTA MRT STATION,Haig Road Blk 13/14 (Haig Road Market and Cooked Food Centre); Geylang Serai Market; Dunman Food Centre,Paya Lebar Square; Singpost Centre; City Plaza
AMBER PARK,"1,875,000",678.13,"2,765",Aug-24,AMBER GARDENS,Sub Sale,Strata,63,"29,762",-,Condominium,1,Freehold,15,Rest of Central Region,06 to 10,1.30037788595042,103.899209385533,16 AMBER GARDENS AMBER PARK SINGAPORE 439961,TANJONG KATONG MRT STATION; MARINE PARADE MRT STATION,Marine Parade Central Blk 84 (84 Marine Parade Central Market and Food Centre),Katong Shopping Centre; Katong Square; i12 Katong; Parkway Parade; Roxy Square
EAST PALM,"1,900,000","1,184.04","1,605",Aug-24,PALM ROAD,Resale,Strata,110,"17,273",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05,1.31346564994475,103.93142655093,1 PALM ROAD EAST PALM SINGAPORE 456448,SIGLAP MRT STATION,East Coast Lagoon Food Village; Bedok South Road Blk 16,
LAGUNA PARK,"1,950,000","1,614.6","1,208",Aug-24,MARINE PARADE ROAD,Resale,Strata,150,"13,000",-,Apartment,1,99 yrs lease commencing from 1977,15,Outside Central Region,21 to 25,1.30909263484316,103.929289218137,5000A MARINE PARADE ROAD LAGUNA PARK SINGAPORE 449284,SIGLAP MRT STATION,East Coast Lagoon Food Village,
SEASIDE RESIDENCES,"2,012,000",785.77,"2,561",Aug-24,SIGLAP LINK,Resale,Strata,73,"27,562",-,Apartment,1,99 yrs lease commencing from 2016,15,Outside Central Region,21 to 25,1.30741289729613,103.926676412664,18 SIGLAP LINK SEASIDE RESIDENCES SINGAPORE 448873,SIGLAP MRT STATION,East Coast Lagoon Food Village,
WATER PLACE,"2,450,000","1,280.92","1,913",Aug-24,TANJONG RHU ROAD,Resale,Strata,119,"20,588",-,Condominium,1,99 yrs lease commencing from 1998,15,Rest of Central Region,06 to 10,1.29599038601325,103.872366565317,177 TANJONG RHU ROAD WATER PLACE SINGAPORE 436607,TANJONG RHU MRT STATION; STADIUM MRT STATION,,Kallang Wave Mall; Leisure Park Kallang
MODA,"2,090,000",968.76,"2,157",Aug-24,EAST COAST ROAD,Resale,Strata,90,"23,222",-,Apartment,1,Freehold,15,Rest of Central Region,11 to 15,1.30414392147877,103.903040922862,42 EAST COAST ROAD MODA SINGAPORE 428762,MARINE PARADE MRT STATION; TANJONG KATONG MRT STATION,Marine Parade Central Blk 84 (84 Marine Parade Central Market and Food Centre); Dunman Food Centre,Katong Shopping Centre; Katong Square; i12 Katong; Parkway Parade; Roxy Square
THE SOUND,"1,680,000",828.83,"2,027",Aug-24,EAST COAST ROAD,Resale,Strata,77,"21,818",-,Condominium,1,Freehold,15,Outside Central Region,01 to 05,1.31020604772432,103.914763365301,539 EAST COAST ROAD THE SOUND SINGAPORE 429069,MARINE TERRACE MRT STATION,Marine Terrace Blk 50A (50A Marine Terrace),
TEMBUSU GRAND,"3,495,000","1,431.61","2,441",Aug-24,JALAN TEMBUSU,New Sale,Strata,133,"26,278",-,Condominium,1,99 yrs lease commencing from 2022,15,Rest of Central Region,11 to 15,1.30564484991169,103.896865551663,92 JALAN TEMBUSU TEMBUSU GRAND (U/C) SINGAPORE 439142,TANJONG KATONG MRT STATION; DAKOTA MRT STATION,Dunman Food Centre,Katong Shopping Centre; Katong Square; i12 Katong; Roxy Square
THE MEYERISE,"3,400,000","1,270.15","2,677",Aug-24,MEYER ROAD,Resale,Strata,118,"28,814",-,Condominium,1,Freehold,15,Rest of Central Region,26 to 30,1.29693793396578,103.892708682576,97 MEYER ROAD THE MEYERISE SINGAPORE 437918,TANJONG KATONG MRT STATION; KATONG PARK MRT STATION,,
SEASIDE RESIDENCES,"1,050,000",505.91,"2,075",Aug-24,SIGLAP LINK,Resale,Strata,47,"22,340",-,Apartment,1,99 yrs lease commencing from 2016,15,Outside Central Region,06 to 10,1.30741289729613,103.926676412664,18 SIGLAP LINK SEASIDE RESIDENCES SINGAPORE 448873,SIGLAP MRT STATION,East Coast Lagoon Food Village,
TEMBUSU GRAND,"2,858,000","1,173.28","2,436",Aug-24,JALAN TEMBUSU,New Sale,Strata,109,"26,220",-,Condominium,1,99 yrs lease commencing from 2022,15,Rest of Central Region,11 to 15,1.30564484991169,103.896865551663,92 JALAN TEMBUSU TEMBUSU GRAND (U/C) SINGAPORE 439142,TANJONG KATONG MRT STATION; DAKOTA MRT STATION,Dunman Food Centre,Katong Shopping Centre; Katong Square; i12 Katong; Roxy Square
TEMBUSU GRAND,"2,708,000","1,173.28","2,308",Aug-24,JALAN TEMBUSU,New Sale,Strata,109,"24,844",-,Condominium,1,99 yrs lease commencing from 2022,15,Rest of Central Region,01 to 05,1.30564484991169,103.896865551663,92 JALAN TEMBUSU TEMBUSU GRAND (U/C) SINGAPORE 439142,TANJONG KATONG MRT STATION; DAKOTA MRT STATION,Dunman Food Centre,Katong Shopping Centre; Katong Square; i12 Katong; Roxy Square
TEMBUSU GRAND,"1,412,000",527.44,"2,677",Aug-24,JALAN TEMBUSU,New Sale,Strata,49,"28,816",-,Condominium,1,99 yrs lease commencing from 2022,15,Rest of Central Region,16 to 20,1.30564484991169,103.896865551663,92 JALAN TEMBUSU TEMBUSU GRAND (U/C) SINGAPORE 439142,TANJONG KATONG MRT STATION; DAKOTA MRT STATION,Dunman Food Centre,Katong Shopping Centre; Katong Square; i12 Katong; Roxy Square
TEMBUSU GRAND,"3,457,000","1,431.61","2,415",Aug-24,JALAN TEMBUSU,New Sale,Strata,133,"25,992",-,Condominium,1,99 yrs lease commencing from 2022,15,Rest of Central Region,11 to 15,1.30564484991169,103.896865551663,92 JALAN TEMBUSU TEMBUSU GRAND (U/C) SINGAPORE 439142,TANJONG KATONG MRT STATION; DAKOTA MRT STATION,Dunman Food Centre,Katong Shopping Centre; Katong Square; i12 Katong; Roxy Square
PARK EAST,"3,400,000","2,023.63","1,680",Aug-24,JALAN TUA KONG,Resale,Strata,188,"18,085",-,Condominium,1,Freehold,15,Outside Central Region,06 to 10,1.34903800663995,103.851998020641,BISHAN EAST NEIGHBOURHOOD PARK,BISHAN MRT STATION; BISHAN MRT STATION,,Junction 8; Junction 8
SIGLAP V,"800,000",516.67,"1,548",Aug-24,FIRST STREET,Resale,Strata,48,"16,667",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05,1.31284706410149,103.923788580901,2 FIRST STREET SIGLAP V SINGAPORE 458278,SIGLAP MRT STATION,,
HAIG COURT,"3,000,000","1,442.38","2,080",Aug-24,HAIG ROAD,Resale,Strata,134,"22,388",-,Condominium,1,Freehold,15,Rest of Central Region,06 to 10,1.30634911317443,103.897807932637,160 HAIG ROAD HAIG COURT SINGAPORE 438795,TANJONG KATONG MRT STATION; MARINE PARADE MRT STATION,Dunman Food Centre,Katong Shopping Centre; Katong Square; i12 Katong; Roxy Square
SILVERSEA,"2,100,000",968.76,"2,168",Aug-24,MARINE PARADE ROAD,Resale,Strata,90,"23,333",-,Condominium,1,99 yrs lease commencing from 2007,15,Rest of Central Region,01 to 05,1.2999959193995,103.903100616491,50 MARINE PARADE ROAD SILVERSEA SINGAPORE 449307,MARINE PARADE MRT STATION; TANJONG KATONG MRT STATION,Marine Parade Central Blk 84 (84 Marine Parade Central Market and Food Centre),Katong Shopping Centre; Katong Square; i12 Katong; Parkway Parade; Roxy Square
EASTERN LAGOON,"2,200,000","1,377.79","1,597",Aug-24,UPPER EAST COAST ROAD,Resale,Strata,128,"17,188",-,Condominium,1,Freehold,15,Outside Central Region,11 to 15,1.31225194390795,103.933389672786,208 UPPER EAST COAST ROAD EASTERN LAGOON SINGAPORE 455287,SIGLAP MRT STATION; BAYSHORE MRT STATION,East Coast Lagoon Food Village; Bedok South Road Blk 16,
NYON,"1,850,000",721.19,"2,565",Aug-24,AMBER ROAD,Resale,Strata,67,"27,612",-,Apartment,1,Freehold,15,Rest of Central Region,06 to 10,1.29980838493639,103.898492758597,12 AMBER ROAD NYON SINGAPORE 439858,TANJONG KATONG MRT STATION; MARINE PARADE MRT STATION,Marine Parade Central Blk 84 (84 Marine Parade Central Market and Food Centre),Katong Shopping Centre; Katong Square; i12 Katong; Parkway Parade; Roxy Square
J@63,"2,360,000","1,270.15","1,858",Aug-24,LORONG J TELOK KURAU,Sub Sale,Strata,118,"20,000",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05,1.31413266537459,103.909109988244,63 LORONG J TELOK KURAU J@63 SINGAPORE 425861,KEMBANGAN MRT STATION; EUNOS MRT STATION,Eunos Crescent Blk 4A; Dunman Food Centre,
TEMBUSU GRAND,"3,358,000","1,431.61","2,346",Aug-24,JALAN TEMBUSU,New Sale,Strata,133,"25,248",-,Condominium,1,99 yrs lease commencing from 2022,15,Rest of Central Region,06 to 10,1.30564484991169,103.896865551663,92 JALAN TEMBUSU TEMBUSU GRAND (U/C) SINGAPORE 439142,TANJONG KATONG MRT STATION; DAKOTA MRT STATION,Dunman Food Centre,Katong Shopping Centre; Katong Square; i12 Katong; Roxy Square
TEMBUSU GRAND,"3,391,000","1,431.61","2,369",Aug-24,JALAN TEMBUSU,New Sale,Strata,133,"25,496",-,Condominium,1,99 yrs lease commencing from 2022,15,Rest of Central Region,06 to 10,1.30564484991169,103.896865551663,92 JALAN TEMBUSU TEMBUSU GRAND (U/C) SINGAPORE 439142,TANJONG KATONG MRT STATION; DAKOTA MRT STATION,Dunman Food Centre,Katong Shopping Centre; Katong Square; i12 Katong; Roxy Square
NEPTUNE COURT,"1,650,000","1,636.13","1,008",Aug-24,MARINE VISTA,Resale,Strata,152,"10,855",-,Apartment,1,99 yrs lease commencing from 1975,15,Outside Central Region,01 to 05,1.30583366077819,103.92143810385,1 MARINE VISTA NEPTUNE COURT SINGAPORE 449025,MARINE TERRACE MRT STATION,Marine Terrace Blk 50A (50A Marine Terrace),
THE ATRIA AT MEYER,"3,380,000","1,474.67","2,292",Aug-24,MEYER ROAD,Resale,Strata,137,"24,672",-,Condominium,1,Freehold,15,Rest of Central Region,11 to 15,1.29668185515836,103.889100113074,61 MEYER ROAD THE ATRIA AT MEYER SINGAPORE 437885,KATONG PARK MRT STATION; TANJONG KATONG MRT STATION,Jalan Batu Blk 4A (Blk 4A Jalan Batu Hawker Centre/Market),
LAGUNA PARK,"1,850,000","1,614.6","1,146",Aug-24,MARINE PARADE ROAD,Resale,Strata,150,"12,333",-,Apartment,1,99 yrs lease commencing from 1977,15,Outside Central Region,01 to 05,1.30909263484316,103.929289218137,5000A MARINE PARADE ROAD LAGUNA PARK SINGAPORE 449284,SIGLAP MRT STATION,East Coast Lagoon Food Village,
SERAYA 9,"1,240,000",796.54,"1,557",Aug-24,SERAYA LANE,Resale,Strata,74,"16,757",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05,1.30718630225683,103.899665947642,9 SERAYA LANE SERAYA 9 SINGAPORE 437276,MARINE PARADE MRT STATION; TANJONG KATONG MRT STATION,Marine Parade Central Blk 84 (84 Marine Parade Central Market and Food Centre); Haig Road Blk 13/14 (Haig Road Market and Cooked Food Centre); Dunman Food Centre,Katong Shopping Centre; Katong Square; i12 Katong; Parkway Parade; Roxy Square
MANDARIN GARDENS,"2,060,000","1,786.82","1,153",Jul-24,SIGLAP ROAD,Resale,Strata,166,"12,410",-,Condominium,1,99 yrs lease commencing from 1982,15,Outside Central Region,01 to 05,1.3074064044012,103.923481752402,5 SIGLAP ROAD MANDARIN GARDENS SINGAPORE 448908,SIGLAP MRT STATION; MARINE TERRACE MRT STATION,Marine Terrace Blk 50A (50A Marine Terrace),
GRAND DUNMAN,"2,899,000","1,119.46","2,590",Jul-24,DUNMAN ROAD,New Sale,Strata,104,"27,875",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,01 to 05,1.30793011957246,103.890384748086,2 DUNMAN ROAD GRAND DUNMAN (U/C) SINGAPORE 439188,DAKOTA MRT STATION; MOUNTBATTEN MRT STATION,Old Airport Road Blk 51 (51 Old Airport Road Food Centre and Shopping Mall); Jalan Batu Blk 4A (Blk 4A Jalan Batu Hawker Centre/Market); Haig Road Blk 13/14 (Haig Road Market and Cooked Food Centre); Kallang Estate Fresh Market and Food Centre,City Plaza
GRAND DUNMAN,"2,744,000","1,097.93","2,499",Jul-24,DUNMAN ROAD,New Sale,Strata,102,"26,902",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,11 to 15,1.30793011957246,103.890384748086,2 DUNMAN ROAD GRAND DUNMAN (U/C) SINGAPORE 439188,DAKOTA MRT STATION; MOUNTBATTEN MRT STATION,Old Airport Road Blk 51 (51 Old Airport Road Food Centre and Shopping Mall); Jalan Batu Blk 4A (Blk 4A Jalan Batu Hawker Centre/Market); Haig Road Blk 13/14 (Haig Road Market and Cooked Food Centre); Kallang Estate Fresh Market and Food Centre,City Plaza
GRAND DUNMAN,"1,959,000",721.19,"2,716",Jul-24,DUNMAN ROAD,New Sale,Strata,67,"29,239",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,16 to 20,1.30793011957246,103.890384748086,2 DUNMAN ROAD GRAND DUNMAN (U/C) SINGAPORE 439188,DAKOTA MRT STATION; MOUNTBATTEN MRT STATION,Old Airport Road Blk 51 (51 Old Airport Road Food Centre and Shopping Mall); Jalan Batu Blk 4A (Blk 4A Jalan Batu Hawker Centre/Market); Haig Road Blk 13/14 (Haig Road Market and Cooked Food Centre); Kallang Estate Fresh Market and Food Centre,City Plaza
GRAND DUNMAN,"2,762,000","1,097.93","2,516",Jul-24,DUNMAN ROAD,New Sale,Strata,102,"27,078",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,16 to 20,1.30793011957246,103.890384748086,2 DUNMAN ROAD GRAND DUNMAN (U/C) SINGAPORE 439188,DAKOTA MRT STATION; MOUNTBATTEN MRT STATION,Old Airport Road Blk 51 (51 Old Airport Road Food Centre and Shopping Mall); Jalan Batu Blk 4A (Blk 4A Jalan Batu Hawker Centre/Market); Haig Road Blk 13/14 (Haig Road Market and Cooked Food Centre); Kallang Estate Fresh Market and Food Centre,City Plaza
GRAND DUNMAN,"2,768,000","1,097.93","2,521",Jul-24,DUNMAN ROAD,New Sale,Strata,102,"27,137",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,16 to 20,1.30793011957246,103.890384748086,2 DUNMAN ROAD GRAND DUNMAN (U/C) SINGAPORE 439188,DAKOTA MRT STATION; MOUNTBATTEN MRT STATION,Old Airport Road Blk 51 (51 Old Airport Road Food Centre and Shopping Mall); Jalan Batu Blk 4A (Blk 4A Jalan Batu Hawker Centre/Market); Haig Road Blk 13/14 (Haig Road Market and Cooked Food Centre); Kallang Estate Fresh Market and Food Centre,City Plaza
GRAND DUNMAN,"3,523,000","1,431.61","2,461",Jul-24,DUNMAN ROAD,New Sale,Strata,133,"26,489",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,01 to 05,1.30793011957246,103.890384748086,2 DUNMAN ROAD GRAND DUNMAN (U/C) SINGAPORE 439188,DAKOTA MRT STATION; MOUNTBATTEN MRT STATION,Old Airport Road Blk 51 (51 Old Airport Road Food Centre and Shopping Mall); Jalan Batu Blk 4A (Blk 4A Jalan Batu Hawker Centre/Market); Haig Road Blk 13/14 (Haig Road Market and Cooked Food Centre); Kallang Estate Fresh Market and Food Centre,City Plaza
GRAND DUNMAN,"3,742,000","1,431.61","2,614",Jul-24,DUNMAN ROAD,New Sale,Strata,133,"28,135",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,06 to 10,1.30793011957246,103.890384748086,2 DUNMAN ROAD GRAND DUNMAN (U/C) SINGAPORE 439188,DAKOTA MRT STATION; MOUNTBATTEN MRT STATION,Old Airport Road Blk 51 (51 Old Airport Road Food Centre and Shopping Mall); Jalan Batu Blk 4A (Blk 4A Jalan Batu Hawker Centre/Market); Haig Road Blk 13/14 (Haig Road Market and Cooked Food Centre); Kallang Estate Fresh Market and Food Centre,City Plaza
GRAND DUNMAN,"3,128,000","1,119.46","2,794",Jul-24,DUNMAN ROAD,New Sale,Strata,104,"30,077",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,11 to 15,1.30793011957246,103.890384748086,2 DUNMAN ROAD GRAND DUNMAN (U/C) SINGAPORE 439188,DAKOTA MRT STATION; MOUNTBATTEN MRT STATION,Old Airport Road Blk 51 (51 Old Airport Road Food Centre and Shopping Mall); Jalan Batu Blk 4A (Blk 4A Jalan Batu Hawker Centre/Market); Haig Road Blk 13/14 (Haig Road Market and Cooked Food Centre); Kallang Estate Fresh Market and Food Centre,City Plaza
THE MINT RESIDENCES,"1,460,000",990.29,"1,474",Jul-24,JOO CHIAT TERRACE,Resale,Strata,92,"15,870",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05,1.31497453024316,103.904958377267,178 JOO CHIAT TERRACE THE MINT RESIDENCES SINGAPORE 427324,EUNOS MRT STATION,Eunos Crescent Blk 4A; Geylang Serai Market; Dunman Food Centre,
GRAND DUNMAN,"3,516,000","1,474.67","2,384",Jul-24,DUNMAN ROAD,New Sale,Strata,137,"25,664",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,16 to 20,1.30793011957246,103.890384748086,2 DUNMAN ROAD GRAND DUNMAN (U/C) SINGAPORE 439188,DAKOTA MRT STATION; MOUNTBATTEN MRT STATION,Old Airport Road Blk 51 (51 Old Airport Road Food Centre and Shopping Mall); Jalan Batu Blk 4A (Blk 4A Jalan Batu Hawker Centre/Market); Haig Road Blk 13/14 (Haig Road Market and Cooked Food Centre); Kallang Estate Fresh Market and Food Centre,City Plaza
THE CONTINUUM,"2,132,000",721.19,"2,956",Jul-24,THIAM SIEW AVENUE,New Sale,Strata,67,"31,821",-,Apartment,1,Freehold,15,Rest of Central Region,16 to 20,1.31099710605752,103.895720193717,3 THIAM SIEW AVENUE THE CONTINUUM (U/C) SINGAPORE 436841,PAYA LEBAR MRT STATION; DAKOTA MRT STATION; PAYA LEBAR MRT STATION,Haig Road Blk 13/14 (Haig Road Market and Cooked Food Centre); Geylang Serai Market; Dunman Food Centre,Katong Shopping Centre; Paya Lebar Square; Singpost Centre; City Plaza
D' CASTILIA,"972,000",613.55,"1,584",Jul-24,JOO CHIAT LANE,Resale,Strata,57,"17,053",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05,1.31297420916757,103.903253194597,45 JOO CHIAT LANE D' CASTILIA SINGAPORE 428104,EUNOS MRT STATION,Eunos Crescent Blk 4A; Haig Road Blk 13/14 (Haig Road Market and Cooked Food Centre); Geylang Serai Market; Dunman Food Centre,Katong Square; i12 Katong; Roxy Square
LA MEYER,"2,080,000","1,151.75","1,806",Jul-24,MEYER ROAD,Resale,Strata,107,"19,439",-,Condominium,1,Freehold,15,Rest of Central Region,01 to 05,1.29768110596317,103.889729287279,66 MEYER ROAD LA MEYER SINGAPORE 437894,KATONG PARK MRT STATION; TANJONG KATONG MRT STATION,Jalan Batu Blk 4A (Blk 4A Jalan Batu Hawker Centre/Market),
COASTLINE RESIDENCES,"3,420,000","1,130.22","3,026",Jul-24,AMBER ROAD,Sub Sale,Strata,105,"32,571",-,Apartment,1,Freehold,15,Rest of Central Region,16 to 20,1.29919099987699,103.898928828188,7 AMBER ROAD COASTLINE RESIDENCES SINGAPORE 439953,TANJONG KATONG MRT STATION; MARINE PARADE MRT STATION,Marine Parade Central Blk 84 (84 Marine Parade Central Market and Food Centre),Katong Shopping Centre; Katong Square; i12 Katong; Parkway Parade; Roxy Square
SANCTUARY GREEN,"1,460,000",828.83,"1,762",Jul-24,TANJONG RHU ROAD,Resale,Strata,77,"18,961",-,Condominium,1,99 yrs lease commencing from 1997,15,Rest of Central Region,06 to 10,1.29599148822782,103.870659351612,187 TANJONG RHU ROAD SANCTUARY GREEN SINGAPORE 436925,TANJONG RHU MRT STATION; NICOLL HIGHWAY MRT STATION; STADIUM MRT STATION,,Kallang Wave Mall; Leisure Park Kallang
AMBER PARK,"1,950,000",699.66,"2,787",Jul-24,AMBER GARDENS,Sub Sale,Strata,65,"30,000",-,Condominium,1,Freehold,15,Rest of Central Region,01 to 05,1.30037788595042,103.899209385533,16 AMBER GARDENS AMBER PARK SINGAPORE 439961,TANJONG KATONG MRT STATION; MARINE PARADE MRT STATION,Marine Parade Central Blk 84 (84 Marine Parade Central Market and Food Centre),Katong Shopping Centre; Katong Square; i12 Katong; Parkway Parade; Roxy Square
