Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level,Latitude,Longitude,Full Address,Nearest MRT Stations,Nearby Hawker Centers,Shopping Malls Within Radius of 1km
RIVERFRONT RESIDENCES,"1,928,000","1,065.64","1,809",Sep-25,HOUGANG AVENUE 7,Resale,Strata,99,"19,475",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,01 to 05,1.37017075252236,103.899998611766,41 HOUGANG AVENUE 7 RIVERFRONT RESIDENCES SINGAPORE 533813,HOUGANG MRT STATION,,Hougang Mall
PRESTO@UPPER SERANGOON,"1,128,000",914.94,"1,233",Sep-25,UPPER SERANGOON ROAD,Resale,Strata,85,"13,271",-,Apartment,1,Freehold,19,Outside Central Region,01 to 05,1.34571688225607,103.871555363353,528 UPPER SERANGOON ROAD PRESTO@UPPER SERANGOON SINGAPORE 534543,SERANGOON MRT STATION; SERANGOON MRT STATION; WOODLEIGH MRT STATION; BARTLEY MRT STATION,Woodleigh Village Hawker Centre,NEX
CASA CAMBIO,"850,000",495.14,"1,717",Sep-25,LIM TUA TOW ROAD,Resale,Strata,46,"18,478",-,Condominium,1,Freehold,19,Outside Central Region,01 to 05,1.35411619554543,103.876179713501,11 LIM TUA TOW ROAD CASA CAMBIO SINGAPORE 547803,SERANGOON MRT STATION; SERANGOON MRT STATION,,NEX; Upper Serangoon Shopping Centre
BARTLEY RESIDENCES,"1,620,000",871.88,"1,858",Sep-25,LORONG HOW SUN,Resale,Strata,81,"20,000",-,Apartment,1,99 yrs lease commencing from 2011,19,Outside Central Region,11 to 15,1.34313292040619,103.881774325529,3 LORONG HOW SUN BARTLEY RESIDENCES SINGAPORE 536560,BARTLEY MRT STATION,,
THE FLORENCE RESIDENCES,"1,930,000","1,119.46","1,724",Sep-25,HOUGANG AVENUE 2,Resale,Strata,104,"18,558",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,16 to 20,1.36752903669964,103.885891297269,95 HOUGANG AVENUE 2 THE FLORENCE RESIDENCES SINGAPORE 533754,KOVAN MRT STATION; HOUGANG MRT STATION,Hougang Street 21 Blk 209 (Kovan Hougang Market and Food Centre); Ci Yuan Hawker Centre,Heartland Mall
CHILTERN PARK,"1,960,000","1,302.44","1,505",Sep-25,SERANGOON AVENUE 3,Resale,Strata,121,"16,198",-,Condominium,1,99 yrs lease commencing from 1991,19,Outside Central Region,01 to 05,1.34856782264649,103.862002447664,CHILTERN DRIVE INTERIM PARK,LORONG CHUAN MRT STATION,,
THE GARDEN RESIDENCES,"1,470,000",861.12,"1,707",Sep-25,SERANGOON NORTH VIEW,Resale,Strata,80,"18,375",-,Apartment,1,99 yrs lease commencing from 2017,19,Outside Central Region,01 to 05,1.36620695987025,103.870405307735,1 SERANGOON NORTH VIEW THE GARDEN RESIDENCES SINGAPORE 554343,,Serangoon Garden Market; Chomp Chomp Food Centre,myVillage At Serangoon Garden
RIVERSOUND RESIDENCE,"1,660,000","1,162.51","1,428",Sep-25,SENGKANG EAST AVENUE,Resale,Strata,108,"15,370",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,06 to 10,1.38118486664752,103.902575398366,3 SENGKANG EAST AVENUE RIVERSOUND RESIDENCE SINGAPORE 544813,KANGKAR LRT STATION; RANGGUNG LRT STATION; BAKAU LRT STATION,,Rivervale Plaza
RIVER ISLES,"1,268,888",893.41,"1,420",Sep-25,EDGEDALE PLAINS,Resale,Strata,83,"15,288",-,Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,01 to 05,1.39754493978614,103.912949838487,52 EDGEDALE PLAINS RIVER ISLES SINGAPORE 828820,CORAL EDGE LRT STATION; KADALOOR LRT STATION; MERIDIAN LRT STATION; RIVIERA LRT STATION; OASIS LRT STATION; COVE LRT STATION; DAMAI LRT STATION,,Oasis Terraces; Punggol Plaza
RIVERSOUND RESIDENCE,"665,000",473.62,"1,404",Sep-25,SENGKANG EAST AVENUE,Resale,Strata,44,"15,114",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,01 to 05,1.38118486664752,103.902575398366,3 SENGKANG EAST AVENUE RIVERSOUND RESIDENCE SINGAPORE 544813,KANGKAR LRT STATION; RANGGUNG LRT STATION; BAKAU LRT STATION,,Rivervale Plaza
RIVERSOUND RESIDENCE,"1,668,000","1,259.39","1,324",Sep-25,SENGKANG EAST AVENUE,Resale,Strata,117,"14,256",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,01 to 05,1.38118486664752,103.902575398366,3 SENGKANG EAST AVENUE RIVERSOUND RESIDENCE SINGAPORE 544813,KANGKAR LRT STATION; RANGGUNG LRT STATION; BAKAU LRT STATION,,Rivervale Plaza
AFFINITY AT SERANGOON,"1,738,000",904.18,"1,922",Sep-25,SERANGOON NORTH AVENUE 1,Resale,Strata,84,"20,690",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,06 to 10,1.36618702976306,103.873674807486,26 SERANGOON NORTH AVENUE 1 AFFINITY AT SERANGOON SINGAPORE 554340,,Serangoon Garden Market; Chomp Chomp Food Centre,myVillage At Serangoon Garden
21 RICHARDS,"1,560,000","1,054.87","1,479",Sep-25,RICHARDS AVENUE,Resale,Strata,98,"15,918",-,Apartment,1,Freehold,19,Outside Central Region,01 to 05,1.36188087378278,103.881398348867,21 RICHARDS AVENUE 21 RICHARDS SINGAPORE 546430,KOVAN MRT STATION,Hougang Street 21 Blk 209 (Kovan Hougang Market and Food Centre),Heartland Mall; Upper Serangoon Shopping Centre
EDEN VIEW,"2,170,000","1,872.94","1,159",Sep-25,EDEN GROVE,Resale,Strata,174,"12,471",-,Apartment,1,Freehold,19,Outside Central Region,01 to 05,1.34424277054184,103.872562841478,6 EDEN GROVE EDEN VIEW SINGAPORE 539102,WOODLEIGH MRT STATION; SERANGOON MRT STATION; SERANGOON MRT STATION; BARTLEY MRT STATION,Woodleigh Village Hawker Centre,NEX
THE FLORENCE RESIDENCES,"1,820,000","1,022.58","1,780",Sep-25,HOUGANG AVENUE 2,Resale,Strata,95,"19,158",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,01 to 05,1.36752903669964,103.885891297269,95 HOUGANG AVENUE 2 THE FLORENCE RESIDENCES SINGAPORE 533754,KOVAN MRT STATION; HOUGANG MRT STATION,Hougang Street 21 Blk 209 (Kovan Hougang Market and Food Centre); Ci Yuan Hawker Centre,Heartland Mall
REGENTVILLE,"1,080,000",979.52,"1,103",Sep-25,HOUGANG STREET 92,Resale,Strata,91,"11,868",-,Apartment,1,99 yrs lease commencing from 1996,19,Outside Central Region,01 to 05,1.37459250181609,103.877986399913,6 HOUGANG STREET 92 REGENT VILLE SINGAPORE 538685,,Ci Yuan Hawker Centre,
KOVAN REGENCY,"1,550,000",775.01,"2,000",Sep-25,KOVAN RISE,Resale,Strata,72,"21,528",-,Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,06 to 10,1.36333136264402,103.885624114451,4 KOVAN RISE KOVAN REGENCY SINGAPORE 544735,KOVAN MRT STATION,Hougang Street 21 Blk 209 (Kovan Hougang Market and Food Centre),Heartland Mall; Hougang 1
CHUAN PARK,"2,651,400","1,022.58","2,593",Aug-25,LORONG CHUAN,New Sale,Strata,95,"27,909",-,Condominium,1,99 yrs lease commencing from 2024,19,Outside Central Region,01 to 05,1.35175388172711,103.858086195677,CHUAN LANE PARK,LORONG CHUAN MRT STATION; BISHAN MRT STATION,,
HILLSIDE MANSIONS,"1,888,555","1,259.39","1,500",Aug-25,HILLSIDE DRIVE,Resale,Strata,117,"16,141",-,Apartment,1,Freehold,19,Outside Central Region,01 to 05,1.35827540489293,103.877119519016,24 HILLSIDE DRIVE HILLSIDE MANSIONS SINGAPORE 548943,KOVAN MRT STATION; SERANGOON MRT STATION,Hougang Street 21 Blk 209 (Kovan Hougang Market and Food Centre),Heartland Mall; NEX; Upper Serangoon Shopping Centre
RIVERSOUND RESIDENCE,"1,419,888",904.18,"1,570",Aug-25,SENGKANG EAST AVENUE,Resale,Strata,84,"16,903",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,11 to 15,1.38118486664752,103.902575398366,3 SENGKANG EAST AVENUE RIVERSOUND RESIDENCE SINGAPORE 544813,KANGKAR LRT STATION; RANGGUNG LRT STATION; BAKAU LRT STATION,,Rivervale Plaza
RIVERSOUND RESIDENCE,"2,250,000","2,195.86","1,025",Aug-25,SENGKANG EAST AVENUE,Resale,Strata,204,"11,029",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,16 to 20,1.38118486664752,103.902575398366,3 SENGKANG EAST AVENUE RIVERSOUND RESIDENCE SINGAPORE 544813,KANGKAR LRT STATION; RANGGUNG LRT STATION; BAKAU LRT STATION,,Rivervale Plaza
BARTLEY RESIDENCES,"1,910,000","1,065.64","1,792",Aug-25,LORONG HOW SUN,Resale,Strata,99,"19,293",-,Apartment,1,99 yrs lease commencing from 2011,19,Outside Central Region,01 to 05,1.34313292040619,103.881774325529,3 LORONG HOW SUN BARTLEY RESIDENCES SINGAPORE 536560,BARTLEY MRT STATION,,
REGENTVILLE,"1,328,000","1,151.75","1,153",Aug-25,HOUGANG STREET 92,Resale,Strata,107,"12,411",-,Apartment,1,99 yrs lease commencing from 1996,19,Outside Central Region,01 to 05,1.37459250181609,103.877986399913,6 HOUGANG STREET 92 REGENT VILLE SINGAPORE 538685,,Ci Yuan Hawker Centre,
THE GARDEN RESIDENCES,"1,498,000",785.77,"1,906",Aug-25,SERANGOON NORTH VIEW,Resale,Strata,73,"20,521",-,Apartment,1,99 yrs lease commencing from 2017,19,Outside Central Region,06 to 10,1.36620695987025,103.870405307735,1 SERANGOON NORTH VIEW THE GARDEN RESIDENCES SINGAPORE 554343,,Serangoon Garden Market; Chomp Chomp Food Centre,myVillage At Serangoon Garden
THE FLORENCE RESIDENCES,"1,760,000",979.52,"1,797",Aug-25,HOUGANG AVENUE 2,Resale,Strata,91,"19,341",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,01 to 05,1.36752903669964,103.885891297269,95 HOUGANG AVENUE 2 THE FLORENCE RESIDENCES SINGAPORE 533754,KOVAN MRT STATION; HOUGANG MRT STATION,Hougang Street 21 Blk 209 (Kovan Hougang Market and Food Centre); Ci Yuan Hawker Centre,Heartland Mall
THE GAZANIA,"2,380,000",990.29,"2,403",Aug-25,HOW SUN DRIVE,Resale,Strata,92,"25,870",-,Condominium,1,Freehold,19,Outside Central Region,01 to 05,1.34523800771608,103.878557201884,9 HOW SUN DRIVE THE GAZANIA SINGAPORE 538533,BARTLEY MRT STATION; SERANGOON MRT STATION; SERANGOON MRT STATION,Woodleigh Village Hawker Centre,NEX; Upper Serangoon Shopping Centre
WATERTOWN,"2,150,000","1,108.69","1,939",Aug-25,PUNGGOL CENTRAL,Resale,Strata,103,"20,874",-,Apartment,1,99 yrs lease commencing from 2011,19,Outside Central Region,06 to 10,1.40592308489822,103.901923944038,71 PUNGGOL CENTRAL WATERTOWN SINGAPORE 828755,PUNGGOL LRT STATION; PUNGGOL MRT STATION; SUMANG LRT STATION; SOO TECK LRT STATION; SAM KEE LRT STATION; NIBONG LRT STATION; DAMAI LRT STATION; COVE LRT STATION; TECK LEE LRT STATION,One Punggol Hawker Centre,Waterway Point
RIVERSAILS,"1,680,000","1,108.69","1,515",Aug-25,UPPER SERANGOON CRESCENT,Resale,Strata,103,"16,311",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,11 to 15,1.37803339185646,103.902481480732,4 UPPER SERANGOON CRESCENT RIVERSAILS SINGAPORE 534034,KANGKAR LRT STATION; RANGGUNG LRT STATION,,Rivervale Plaza
THE FLORENCE RESIDENCES,"835,000",484.38,"1,724",Aug-25,HOUGANG AVENUE 2,Resale,Strata,45,"18,556",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,06 to 10,1.36752903669964,103.885891297269,95 HOUGANG AVENUE 2 THE FLORENCE RESIDENCES SINGAPORE 533754,KOVAN MRT STATION; HOUGANG MRT STATION,Hougang Street 21 Blk 209 (Kovan Hougang Market and Food Centre); Ci Yuan Hawker Centre,Heartland Mall
KINGSFORD WATERBAY,"1,300,000",893.41,"1,455",Aug-25,UPPER SERANGOON VIEW,Resale,Strata,83,"15,663",-,Apartment,1,99 yrs lease commencing from 2014,19,Outside Central Region,11 to 15,1.37578156689291,103.904196137886,80 UPPER SERANGOON VIEW KINGSFORD WATERBAY SINGAPORE 533878,KANGKAR LRT STATION,,
OASIS GARDEN,"2,140,000","1,216.33","1,759",Aug-25,JALAN BUNGA RAMPAI,Resale,Strata,113,"18,938",-,Condominium,1,Freehold,19,Rest of Central Region,01 to 05,1.33881019635958,103.883036330141,51 JALAN BUNGA RAMPAI OASIS GARDEN SINGAPORE 538420,BARTLEY MRT STATION; TAI SENG MRT STATION,,
SENGKANG GRAND RESIDENCES,"980,000",505.91,"1,937",Aug-25,COMPASSVALE BOW,Sub Sale,Strata,47,"20,851",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,01 to 05,1.38410244227921,103.892705526466,82 COMPASSVALE BOW SENGKANG GRAND RESIDENCES SINGAPORE 544571,BUANGKOK MRT STATION; RENJONG LRT STATION; RANGGUNG LRT STATION; SENGKANG LRT STATION; SENGKANG MRT STATION; TONGKANG LRT STATION,Buangkok Hawker Centre,Compass One; Hougang Green Shopping Mall
THE FLORENCE RESIDENCES,"1,880,000","1,011.82","1,858",Aug-25,HOUGANG AVENUE 2,Resale,Strata,94,"20,000",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,06 to 10,1.36752903669964,103.885891297269,95 HOUGANG AVENUE 2 THE FLORENCE RESIDENCES SINGAPORE 533754,KOVAN MRT STATION; HOUGANG MRT STATION,Hougang Street 21 Blk 209 (Kovan Hougang Market and Food Centre); Ci Yuan Hawker Centre,Heartland Mall
BARTLEY RESIDENCES,"1,830,000","1,345.5","1,360",Aug-25,LORONG HOW SUN,Resale,Strata,125,"14,640",-,Apartment,1,99 yrs lease commencing from 2011,19,Outside Central Region,16 to 20,1.34313292040619,103.881774325529,3 LORONG HOW SUN BARTLEY RESIDENCES SINGAPORE 536560,BARTLEY MRT STATION,,
BOTANIQUE AT BARTLEY,"2,260,000","1,033.34","2,187",Aug-25,UPPER PAYA LEBAR ROAD,Resale,Strata,96,"23,542",-,Condominium,1,99 yrs lease commencing from 2014,19,Outside Central Region,11 to 15,1.34286199004577,103.88260647489,223 UPPER PAYA LEBAR ROAD BOTANIQUE AT BARTLEY SINGAPORE 533874,BARTLEY MRT STATION,,
AFFINITY AT SERANGOON,"2,134,000","1,076.4","1,983",Aug-25,SERANGOON NORTH AVENUE 1,Resale,Strata,100,"21,340",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,11 to 15,1.36618702976306,103.873674807486,26 SERANGOON NORTH AVENUE 1 AFFINITY AT SERANGOON SINGAPORE 554340,,Serangoon Garden Market; Chomp Chomp Food Centre,myVillage At Serangoon Garden
BOATHOUSE RESIDENCES,"1,660,000","1,237.86","1,341",Aug-25,UPPER SERANGOON VIEW,Resale,Strata,115,"14,435",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,06 to 10,1.37550739111956,103.902779987401,29 UPPER SERANGOON VIEW BOATHOUSE RESIDENCES SINGAPORE 534044,KANGKAR LRT STATION,,
ROSALIA PARK,"1,405,000","1,119.46","1,255",Aug-25,LORONG ONG LYE,Resale,Strata,104,"13,510",-,Condominium,1,Freehold,19,Outside Central Region,01 to 05,1.34917999877806,103.878657712313,42 LORONG ONG LYE ROSALIA PARK SINGAPORE 536412,SERANGOON MRT STATION; SERANGOON MRT STATION; BARTLEY MRT STATION,,NEX; Upper Serangoon Shopping Centre
BARTLEY RESIDENCES,"1,460,000",807.3,"1,808",Aug-25,LORONG HOW SUN,Resale,Strata,75,"19,467",-,Apartment,1,99 yrs lease commencing from 2011,19,Outside Central Region,11 to 15,1.34313292040619,103.881774325529,3 LORONG HOW SUN BARTLEY RESIDENCES SINGAPORE 536560,BARTLEY MRT STATION,,
CHUAN PARK,"3,652,200","1,388.56","2,630",Aug-25,LORONG CHUAN,New Sale,Strata,129,"28,312",-,Condominium,1,99 yrs lease commencing from 2024,19,Outside Central Region,11 to 15,1.35175388172711,103.858086195677,CHUAN LANE PARK,LORONG CHUAN MRT STATION; BISHAN MRT STATION,,
PRESTO@UPPER SERANGOON,"748,000",430.56,"1,737",Aug-25,UPPER SERANGOON ROAD,Resale,Strata,40,"18,700",-,Apartment,1,Freehold,19,Outside Central Region,01 to 05,1.34571688225607,103.871555363353,528 UPPER SERANGOON ROAD PRESTO@UPPER SERANGOON SINGAPORE 534543,SERANGOON MRT STATION; SERANGOON MRT STATION; WOODLEIGH MRT STATION; BARTLEY MRT STATION,Woodleigh Village Hawker Centre,NEX
AFFINITY AT SERANGOON,"2,650,000","1,453.14","1,824",Aug-25,SERANGOON NORTH AVENUE 1,Resale,Strata,135,"19,630",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,06 to 10,1.36618702976306,103.873674807486,26 SERANGOON NORTH AVENUE 1 AFFINITY AT SERANGOON SINGAPORE 554340,,Serangoon Garden Market; Chomp Chomp Food Centre,myVillage At Serangoon Garden
SUITES @ PAYA LEBAR,"1,480,000","1,388.56","1,066",Aug-25,UPPER PAYA LEBAR ROAD,Resale,Strata,129,"11,473",-,Apartment,1,Freehold,19,Outside Central Region,01 to 05,1.35039657607709,103.880230544693,420 UPPER PAYA LEBAR ROAD SUITES @ PAYA LEBAR SINGAPORE 534049,SERANGOON MRT STATION; SERANGOON MRT STATION; BARTLEY MRT STATION,,NEX; Upper Serangoon Shopping Centre
KOVAN ESQUIRE,"1,560,000","1,001.05","1,558",Aug-25,KOVAN ROAD,Resale,Strata,93,"16,774",-,Apartment,1,Freehold,19,Outside Central Region,01 to 05,1.35816624268405,103.881182455343,47 KOVAN ROAD KOVAN ESQUIRE SINGAPORE 548132,KOVAN MRT STATION,Hougang Street 21 Blk 209 (Kovan Hougang Market and Food Centre),Heartland Mall; Hougang 1; Upper Serangoon Shopping Centre
PARC VERA,"1,100,000",785.77,"1,400",Aug-25,HOUGANG STREET 32,Resale,Strata,73,"15,068",-,Condominium,1,99 yrs lease commencing from 2010,19,Outside Central Region,01 to 05,1.36421756850565,103.895052405803,10 HOUGANG STREET 32 PARC VERA SINGAPORE 534037,HOUGANG MRT STATION,,Hougang Mall; Hougang Rivercourt
AFFINITY AT SERANGOON,"2,198,000","1,151.75","1,908",Aug-25,SERANGOON NORTH AVENUE 1,Resale,Strata,107,"20,542",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,11 to 15,1.36618702976306,103.873674807486,26 SERANGOON NORTH AVENUE 1 AFFINITY AT SERANGOON SINGAPORE 554340,,Serangoon Garden Market; Chomp Chomp Food Centre,myVillage At Serangoon Garden
COMPASS HEIGHTS,"2,500,000","2,346.55","1,065",Aug-25,SENGKANG SQUARE,Resale,Strata,218,"11,468",-,Apartment,1,99 yrs lease commencing from 2000,19,Outside Central Region,11 to 15,1.39135111898229,103.895997534531,9 SENGKANG SQUARE COMPASS HEIGHTS SINGAPORE 545075,SENGKANG LRT STATION; SENGKANG MRT STATION; CHENG LIM LRT STATION; COMPASSVALE LRT STATION; RENJONG LRT STATION; RANGGUNG LRT STATION; FARMWAY LRT STATION; BUANGKOK MRT STATION,Buangkok Hawker Centre,Compass One; Rivervale Mall; Rivervale Plaza
CHUAN PARK,"3,231,800","1,227.1","2,634",Aug-25,LORONG CHUAN,New Sale,Strata,114,"28,349",-,Condominium,1,99 yrs lease commencing from 2024,19,Outside Central Region,01 to 05,1.35175388172711,103.858086195677,CHUAN LANE PARK,LORONG CHUAN MRT STATION; BISHAN MRT STATION,,
CHUAN PARK,"3,309,200","1,227.1","2,697",Aug-25,LORONG CHUAN,New Sale,Strata,114,"29,028",-,Condominium,1,99 yrs lease commencing from 2024,19,Outside Central Region,11 to 15,1.35175388172711,103.858086195677,CHUAN LANE PARK,LORONG CHUAN MRT STATION; BISHAN MRT STATION,,
CHUAN PARK,"2,690,100","1,022.58","2,631",Aug-25,LORONG CHUAN,New Sale,Strata,95,"28,317",-,Condominium,1,99 yrs lease commencing from 2024,19,Outside Central Region,01 to 05,1.35175388172711,103.858086195677,CHUAN LANE PARK,LORONG CHUAN MRT STATION; BISHAN MRT STATION,,
OASIS GARDEN,"1,730,000","1,388.56","1,246",Aug-25,JALAN BUNGA RAMPAI,Resale,Strata,129,"13,411",-,Condominium,1,Freehold,19,Rest of Central Region,01 to 05,1.33881019635958,103.883036330141,51 JALAN BUNGA RAMPAI OASIS GARDEN SINGAPORE 538420,BARTLEY MRT STATION; TAI SENG MRT STATION,,
RIVERFRONT RESIDENCES,"810,000",516.67,"1,568",Aug-25,HOUGANG AVENUE 7,Resale,Strata,48,"16,875",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,01 to 05,1.37017075252236,103.899998611766,41 HOUGANG AVENUE 7 RIVERFRONT RESIDENCES SINGAPORE 533813,HOUGANG MRT STATION,,Hougang Mall
THE QUARTZ,"1,688,000","1,065.64","1,584",Aug-25,COMPASSVALE BOW,Resale,Strata,99,"17,051",-,Condominium,1,99 yrs lease commencing from 2005,19,Outside Central Region,11 to 15,1.38081895046321,103.893210228781,71 COMPASSVALE BOW THE QUARTZ SINGAPORE 544994,BUANGKOK MRT STATION; RANGGUNG LRT STATION; RENJONG LRT STATION,Buangkok Hawker Centre,Hougang Mall; Hougang Green Shopping Mall
THE GAZANIA,"930,000",462.85,"2,009",Aug-25,HOW SUN DRIVE,Resale,Strata,43,"21,628",-,Condominium,1,Freehold,19,Outside Central Region,01 to 05,1.34523800771608,103.878557201884,9 HOW SUN DRIVE THE GAZANIA SINGAPORE 538533,BARTLEY MRT STATION; SERANGOON MRT STATION; SERANGOON MRT STATION,Woodleigh Village Hawker Centre,NEX; Upper Serangoon Shopping Centre
THE SUNNYDALE,"1,910,000","1,560.78","1,224",Aug-25,SERANGOON AVENUE 3,Resale,Strata,145,"13,172",-,Condominium,1,99 yrs lease commencing from 1997,19,Outside Central Region,01 to 05,1.34858741668021,103.867524716657,23 SERANGOON AVENUE 3 THE SUNNYDALE SINGAPORE 556125,LORONG CHUAN MRT STATION; SERANGOON MRT STATION; SERANGOON MRT STATION,,NEX
FRAGRANT GARDENS,"1,118,000",850.36,"1,315",Aug-25,UPPER PAYA LEBAR ROAD,Resale,Strata,79,"14,152",-,Apartment,1,Freehold,19,Outside Central Region,01 to 05,1.34710741271184,103.879975620168,357 UPPER PAYA LEBAR ROAD FRAGRANT GARDENS SINGAPORE 534959,BARTLEY MRT STATION; SERANGOON MRT STATION; SERANGOON MRT STATION,,NEX; Upper Serangoon Shopping Centre
