Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Area (SQM),Unit Price ($ PSM),Latitude,Longitude,Full Address,Dist to CBD in Km,Sale Months Since Sep 2025,Num MRT Within 1km,Num Hawker Within 1km,Num Malls Within 1km,Num Hospitals Within 5km,Num Schools Within 2km,Num Parks Within 1km,Floor_Level_Category,Type_of_Sale_Encoded,Property_Type_Encoded,Market_Segment_Encoded
ONE MARINA GARDENS,1864422.0,656.6,2839.0,2025-08-01,61.0,30564.0,1.27580060851268,103.862936192351,3 MARINA GARDENS LANE ONE MARINA GARDENS (U/C) SINGAPORE 019916,1.5486707863458422,1.0,7,0,0,7,0,0,2,0,0,1
MARINA ONE RESIDENCES,1300000.0,688.9,1887.0,2025-08-01,64.0,20313.0,1.27722425616283,103.853694940241,23 MARINA WAY MARINA ONE RESIDENCES SINGAPORE 018979,0.7055715754014449,1.0,10,2,3,8,2,7,1,1,0,0
ONE MARINA GARDENS,3036959.0,1011.82,3001.0,2025-08-01,94.0,32308.0,1.27580060851268,103.862936192351,3 MARINA GARDENS LANE ONE MARINA GARDENS (U/C) SINGAPORE 019916,1.5486707863458422,1.0,7,0,0,7,0,0,8,0,0,1
ONE MARINA GARDENS,1257768.0,430.56,2921.0,2025-08-01,40.0,31444.0,1.27580060851268,103.862936192351,3 MARINA GARDENS LANE ONE MARINA GARDENS (U/C) SINGAPORE 019916,1.5486707863458422,1.0,7,0,0,7,0,0,1,0,0,1
ONE SHENTON,1165888.0,570.49,2044.0,2025-08-01,53.0,21998.0,1.27929478959373,103.850552555075,1 SHENTON WAY ONE SHENTON SINGAPORE 068803,0.412718182611924,1.0,13,6,4,11,4,11,4,1,0,0
MARINA BAY RESIDENCES,1625000.0,731.95,2220.0,2025-08-01,68.0,23897.0,1.279625798918,103.854987203774,18 MARINA BOULEVARD MARINA BAY RESIDENCES SINGAPORE 018980,0.579752502595426,1.0,8,2,4,10,2,8,5,1,1,0
ROBINSON SUITES,1180000.0,484.38,2436.0,2025-08-01,45.0,26222.0,1.28093474456197,103.849822465734,50 ROBINSON ROAD ROBINSON SUITES SINGAPORE 068882,0.2632959936700794,1.0,13,7,6,11,4,13,3,1,0,0
UNION SQUARE RESIDENCES,3303000.0,1065.64,3100.0,2025-08-01,99.0,33364.0,1.28800108052059,103.843453713687,28 HAVELOCK ROAD UNION SQUARE RESIDENCES (U/C) SINGAPORE 059828,1.005550141704964,1.0,9,6,5,13,8,13,3,0,0,1
ONE MARINA GARDENS,1909931.0,656.6,2909.0,2025-08-01,61.0,31310.0,1.27580060851268,103.862936192351,3 MARINA GARDENS LANE ONE MARINA GARDENS (U/C) SINGAPORE 019916,1.5486707863458422,1.0,7,0,0,7,0,0,3,0,0,1
UNION SQUARE RESIDENCES,3279000.0,1065.64,3077.0,2025-08-01,99.0,33121.0,1.28800108052059,103.843453713687,28 HAVELOCK ROAD UNION SQUARE RESIDENCES (U/C) SINGAPORE 059828,1.005550141704964,1.0,9,6,5,13,8,13,3,0,0,1
UNION SQUARE RESIDENCES,2323000.0,721.19,3221.0,2025-08-01,67.0,34672.0,1.28800108052059,103.843453713687,28 HAVELOCK ROAD UNION SQUARE RESIDENCES (U/C) SINGAPORE 059828,1.005550141704964,1.0,9,6,5,13,8,13,5,0,0,1
ONE MARINA GARDENS,2097792.0,721.19,2909.0,2025-07-01,67.0,31310.0,1.27580060851268,103.862936192351,3 MARINA GARDENS LANE ONE MARINA GARDENS (U/C) SINGAPORE 019916,1.5486707863458422,2.0,7,0,0,7,0,0,3,0,0,1
ONE MARINA GARDENS,5046580.0,1646.89,3064.0,2025-07-01,153.0,32984.0,1.27580060851268,103.862936192351,3 MARINA GARDENS LANE ONE MARINA GARDENS (U/C) SINGAPORE 019916,1.5486707863458422,2.0,7,0,0,7,0,0,5,0,0,1
MARINA BAY RESIDENCES,3561111.0,1636.13,2177.0,2025-07-01,152.0,23428.0,1.279625798918,103.854987203774,18 MARINA BOULEVARD MARINA BAY RESIDENCES SINGAPORE 018980,0.579752502595426,2.0,8,2,4,10,2,8,3,1,1,0
ONE MARINA GARDENS,2141496.0,721.19,2969.0,2025-07-01,67.0,31963.0,1.27580060851268,103.862936192351,3 MARINA GARDENS LANE ONE MARINA GARDENS (U/C) SINGAPORE 019916,1.5486707863458422,2.0,7,0,0,7,0,0,3,0,0,1
ONE MARINA GARDENS,2686354.0,904.18,2971.0,2025-07-01,84.0,31980.0,1.27580060851268,103.862936192351,3 MARINA GARDENS LANE ONE MARINA GARDENS (U/C) SINGAPORE 019916,1.5486707863458422,2.0,7,0,0,7,0,0,4,0,0,1
ONE MARINA GARDENS,1952089.0,645.84,3023.0,2025-07-01,60.0,32535.0,1.27580060851268,103.862936192351,3 MARINA GARDENS LANE ONE MARINA GARDENS (U/C) SINGAPORE 019916,1.5486707863458422,2.0,7,0,0,7,0,0,6,0,0,1
MARINA BAY SUITES,6400000.0,2691.0,2378.0,2025-07-01,250.0,25600.0,1.28034497999593,103.852143277672,3 CENTRAL BOULEVARD MARINA BAY SUITES SINGAPORE 018965,0.3199650636261502,2.0,12,4,3,11,4,11,12,1,1,0
THE SAIL @ MARINA BAY,2250000.0,1033.34,2177.0,2025-07-01,96.0,23438.0,1.28076943476846,103.852658562152,2 MARINA BOULEVARD THE SAIL @ MARINA BAY SINGAPORE 018987,0.3080663028688748,2.0,11,4,3,11,4,12,2,1,0,0
ONE MARINA GARDENS,1955383.0,645.84,3028.0,2025-07-01,60.0,32590.0,1.27580060851268,103.862936192351,3 MARINA GARDENS LANE ONE MARINA GARDENS (U/C) SINGAPORE 019916,1.5486707863458422,2.0,7,0,0,7,0,0,6,0,0,1
MARINA ONE RESIDENCES,4168888.0,2249.68,1853.0,2025-07-01,209.0,19947.0,1.27722425616283,103.853694940241,23 MARINA WAY MARINA ONE RESIDENCES SINGAPORE 018979,0.7055715754014449,2.0,10,2,3,8,2,7,1,1,0,0
UNION SQUARE RESIDENCES,1665000.0,505.91,3291.0,2025-07-01,47.0,35426.0,1.28800108052059,103.843453713687,28 HAVELOCK ROAD UNION SQUARE RESIDENCES (U/C) SINGAPORE 059828,1.005550141704964,2.0,9,6,5,13,8,13,4,0,0,1
UNION SQUARE RESIDENCES,2307000.0,721.19,3199.0,2025-07-01,67.0,34433.0,1.28800108052059,103.843453713687,28 HAVELOCK ROAD UNION SQUARE RESIDENCES (U/C) SINGAPORE 059828,1.005550141704964,2.0,9,6,5,13,8,13,5,0,0,1
UNION SQUARE RESIDENCES,2365000.0,742.72,3184.0,2025-07-01,69.0,34275.0,1.28800108052059,103.843453713687,28 HAVELOCK ROAD UNION SQUARE RESIDENCES (U/C) SINGAPORE 059828,1.005550141704964,2.0,9,6,5,13,8,13,4,0,0,1
UNION SQUARE RESIDENCES,2339000.0,721.19,3243.0,2025-07-01,67.0,34910.0,1.28800108052059,103.843453713687,28 HAVELOCK ROAD UNION SQUARE RESIDENCES (U/C) SINGAPORE 059828,1.005550141704964,2.0,9,6,5,13,8,13,6,0,0,1
ONE MARINA GARDENS,5000000.0,1646.89,3036.0,2025-07-01,153.0,32680.0,1.27580060851268,103.862936192351,3 MARINA GARDENS LANE ONE MARINA GARDENS (U/C) SINGAPORE 019916,1.5486707863458422,2.0,7,0,0,7,0,0,5,0,0,1
W RESIDENCES MARINA VIEW - SINGAPORE,2850000.0,850.36,3352.0,2025-07-01,79.0,36076.0,1.27670307917562,103.849736169355,20 MARINA VIEW W RESIDENCES MARINA VIEW – SINGAPORE (U/C) SINGAPORE 018963,0.7103455077226197,2.0,11,5,4,9,3,8,4,0,0,0
MARINA BAY SUITES,4000000.0,2045.16,1956.0,2025-07-01,190.0,21053.0,1.28034497999593,103.852143277672,3 CENTRAL BOULEVARD MARINA BAY SUITES SINGAPORE 018965,0.3199650636261502,2.0,12,4,3,11,4,11,6,1,1,0
MARINA BAY SUITES,3050000.0,1571.54,1941.0,2025-07-01,146.0,20890.0,1.28034497999593,103.852143277672,3 CENTRAL BOULEVARD MARINA BAY SUITES SINGAPORE 018965,0.3199650636261502,2.0,12,4,3,11,4,11,7,1,1,0
THE SAIL @ MARINA BAY,1650000.0,688.9,2395.0,2025-07-01,64.0,25781.0,1.28076943476846,103.852658562152,2 MARINA BOULEVARD THE SAIL @ MARINA BAY SINGAPORE 018987,0.3080663028688748,2.0,11,4,3,11,4,12,10,1,0,0
ONE MARINA GARDENS,2126570.0,721.19,2949.0,2025-07-01,67.0,31740.0,1.27580060851268,103.862936192351,3 MARINA GARDENS LANE ONE MARINA GARDENS (U/C) SINGAPORE 019916,1.5486707863458422,2.0,7,0,0,7,0,0,3,0,0,1
ONE MARINA GARDENS,3663925.0,1237.86,2960.0,2025-07-01,115.0,31860.0,1.27580060851268,103.862936192351,3 MARINA GARDENS LANE ONE MARINA GARDENS (U/C) SINGAPORE 019916,1.5486707863458422,2.0,7,0,0,7,0,0,6,0,0,1
MARINA BAY SUITES,3850000.0,2055.92,1873.0,2025-07-01,191.0,20157.0,1.28034497999593,103.852143277672,3 CENTRAL BOULEVARD MARINA BAY SUITES SINGAPORE 018965,0.3199650636261502,2.0,12,4,3,11,4,11,4,1,1,0
THE SAIL @ MARINA BAY,1690000.0,893.41,1892.0,2025-07-01,83.0,20361.0,1.28076943476846,103.852658562152,2 MARINA BOULEVARD THE SAIL @ MARINA BAY SINGAPORE 018987,0.3080663028688748,2.0,11,4,3,11,4,12,5,1,0,0
UNION SQUARE RESIDENCES,2403000.0,721.19,3332.0,2025-07-01,67.0,35866.0,1.28800108052059,103.843453713687,28 HAVELOCK ROAD UNION SQUARE RESIDENCES (U/C) SINGAPORE 059828,1.005550141704964,2.0,9,6,5,13,8,13,7,0,0,1
UNION SQUARE RESIDENCES,3260000.0,990.29,3292.0,2025-07-01,92.0,35435.0,1.28800108052059,103.843453713687,28 HAVELOCK ROAD UNION SQUARE RESIDENCES (U/C) SINGAPORE 059828,1.005550141704964,2.0,9,6,5,13,8,13,7,0,0,1
ONE MARINA GARDENS,2195940.0,688.9,3188.0,2025-07-01,64.0,34312.0,1.27580060851268,103.862936192351,3 MARINA GARDENS LANE ONE MARINA GARDENS (U/C) SINGAPORE 019916,1.5486707863458422,2.0,7,0,0,7,0,0,6,0,0,1
W RESIDENCES MARINA VIEW - SINGAPORE,3985000.0,1194.8,3335.0,2025-07-01,111.0,35901.0,1.27670307917562,103.849736169355,20 MARINA VIEW W RESIDENCES MARINA VIEW – SINGAPORE (U/C) SINGAPORE 018963,0.7103455077226197,2.0,11,5,4,9,3,8,4,0,0,0
ONE MARINA GARDENS,5160002.0,1646.89,3133.0,2025-07-01,153.0,33726.0,1.27580060851268,103.862936192351,3 MARINA GARDENS LANE ONE MARINA GARDENS (U/C) SINGAPORE 019916,1.5486707863458422,2.0,7,0,0,7,0,0,6,0,0,1
ONE MARINA GARDENS,1961312.0,645.84,3037.0,2025-07-01,60.0,32689.0,1.27580060851268,103.862936192351,3 MARINA GARDENS LANE ONE MARINA GARDENS (U/C) SINGAPORE 019916,1.5486707863458422,2.0,7,0,0,7,0,0,6,0,0,1
THE SAIL @ MARINA BAY,2200000.0,936.47,2349.0,2025-07-01,87.0,25287.0,1.28076943476846,103.852658562152,2 MARINA BOULEVARD THE SAIL @ MARINA BAY SINGAPORE 018987,0.3080663028688748,2.0,11,4,3,11,4,12,9,1,0,0
THE CLIFT,1040000.0,495.14,2100.0,2025-07-01,46.0,22609.0,1.27940014288617,103.847329579148,21 MCCALLUM STREET THE CLIFT SINGAPORE 069047,0.5703586938154668,2.0,14,7,7,11,3,11,6,1,0,0
THE SAIL @ MARINA BAY,2580000.0,1184.04,2179.0,2025-07-01,110.0,23455.0,1.28076943476846,103.852658562152,2 MARINA BOULEVARD THE SAIL @ MARINA BAY SINGAPORE 018987,0.3080663028688748,2.0,11,4,3,11,4,12,6,1,0,0
ONE MARINA GARDENS,2852335.0,1011.82,2819.0,2025-07-01,94.0,30344.0,1.27580060851268,103.862936192351,3 MARINA GARDENS LANE ONE MARINA GARDENS (U/C) SINGAPORE 019916,1.5486707863458422,2.0,7,0,0,7,0,0,2,0,0,1
THE CLIFT,1210000.0,548.96,2204.0,2025-07-01,51.0,23725.0,1.27940014288617,103.847329579148,21 MCCALLUM STREET THE CLIFT SINGAPORE 069047,0.5703586938154668,2.0,14,7,7,11,3,11,5,1,0,0
ONE MARINA GARDENS,1995339.0,602.78,3310.0,2025-07-01,56.0,35631.0,1.27580060851268,103.862936192351,3 MARINA GARDENS LANE ONE MARINA GARDENS (U/C) SINGAPORE 019916,1.5486707863458422,2.0,7,0,0,7,0,0,5,0,0,1
THE CLIFT,980000.0,495.14,1979.0,2025-07-01,46.0,21304.0,1.27940014288617,103.847329579148,21 MCCALLUM STREET THE CLIFT SINGAPORE 069047,0.5703586938154668,2.0,14,7,7,11,3,11,6,1,0,0
ROBINSON SUITES,1150000.0,495.14,2323.0,2025-07-01,46.0,25000.0,1.28093474456197,103.849822465734,50 ROBINSON ROAD ROBINSON SUITES SINGAPORE 068882,0.2632959936700794,2.0,13,7,6,11,4,13,8,1,0,0
ONE MARINA GARDENS,2659000.0,904.18,2941.0,2025-07-01,84.0,31655.0,1.27580060851268,103.862936192351,3 MARINA GARDENS LANE ONE MARINA GARDENS (U/C) SINGAPORE 019916,1.5486707863458422,2.0,7,0,0,7,0,0,5,0,0,1
ONE MARINA GARDENS,3648847.0,1237.86,2948.0,2025-07-01,115.0,31729.0,1.27580060851268,103.862936192351,3 MARINA GARDENS LANE ONE MARINA GARDENS (U/C) SINGAPORE 019916,1.5486707863458422,2.0,7,0,0,7,0,0,5,0,0,1
ONE MARINA GARDENS,1248630.0,430.56,2900.0,2025-07-01,40.0,31216.0,1.27580060851268,103.862936192351,3 MARINA GARDENS LANE ONE MARINA GARDENS (U/C) SINGAPORE 019916,1.5486707863458422,2.0,7,0,0,7,0,0,1,0,0,1
ONE MARINA GARDENS,1197953.0,419.8,2854.0,2025-07-01,39.0,30717.0,1.27580060851268,103.862936192351,3 MARINA GARDENS LANE ONE MARINA GARDENS (U/C) SINGAPORE 019916,1.5486707863458422,2.0,7,0,0,7,0,0,1,0,0,1
ONE MARINA GARDENS,1290104.0,452.09,2854.0,2025-07-01,42.0,30717.0,1.27580060851268,103.862936192351,3 MARINA GARDENS LANE ONE MARINA GARDENS (U/C) SINGAPORE 019916,1.5486707863458422,2.0,7,0,0,7,0,0,1,0,0,1
ONE MARINA GARDENS,1967879.0,656.6,2997.0,2025-07-01,61.0,32260.0,1.27580060851268,103.862936192351,3 MARINA GARDENS LANE ONE MARINA GARDENS (U/C) SINGAPORE 019916,1.5486707863458422,2.0,7,0,0,7,0,0,6,0,0,1
THE SAIL @ MARINA BAY,2200000.0,882.65,2492.0,2025-07-01,82.0,26829.0,1.28076943476846,103.852658562152,2 MARINA BOULEVARD THE SAIL @ MARINA BAY SINGAPORE 018987,0.3080663028688748,2.0,11,4,3,11,4,12,6,1,0,0
ONE MARINA GARDENS,1248630.0,430.56,2900.0,2025-07-01,40.0,31216.0,1.27580060851268,103.862936192351,3 MARINA GARDENS LANE ONE MARINA GARDENS (U/C) SINGAPORE 019916,1.5486707863458422,2.0,7,0,0,7,0,0,1,0,0,1
ONE MARINA GARDENS,3656386.0,1237.86,2954.0,2025-07-01,115.0,31795.0,1.27580060851268,103.862936192351,3 MARINA GARDENS LANE ONE MARINA GARDENS (U/C) SINGAPORE 019916,1.5486707863458422,2.0,7,0,0,7,0,0,5,0,0,1
ONE MARINA GARDENS,4981601.0,1646.89,3025.0,2025-07-01,153.0,32559.0,1.27580060851268,103.862936192351,3 MARINA GARDENS LANE ONE MARINA GARDENS (U/C) SINGAPORE 019916,1.5486707863458422,2.0,7,0,0,7,0,0,6,0,0,1
V ON SHENTON,1280000.0,688.9,1858.0,2025-07-01,64.0,20000.0,1.27708340707631,103.849181343548,5A SHENTON WAY V ON SHENTON SINGAPORE 068814,0.6848200152650349,2.0,11,6,4,9,3,9,2,1,0,0
ONE MARINA GARDENS,3237825.0,1065.64,3038.0,2025-06-01,99.0,32705.0,1.27580060851268,103.862936192351,3 MARINA GARDENS LANE ONE MARINA GARDENS (U/C) SINGAPORE 019916,1.5486707863458422,3.0,7,0,0,7,0,0,8,0,0,1
ONE MARINA GARDENS,1233105.0,430.56,2864.0,2025-06-01,40.0,30828.0,1.27580060851268,103.862936192351,3 MARINA GARDENS LANE ONE MARINA GARDENS (U/C) SINGAPORE 019916,1.5486707863458422,3.0,7,0,0,7,0,0,1,0,0,1
ONE MARINA GARDENS,1230389.0,419.8,2931.0,2025-06-01,39.0,31548.0,1.27580060851268,103.862936192351,3 MARINA GARDENS LANE ONE MARINA GARDENS (U/C) SINGAPORE 019916,1.5486707863458422,3.0,7,0,0,7,0,0,2,0,0,1
ONE MARINA GARDENS,1965870.0,656.6,2994.0,2025-06-01,61.0,32227.0,1.27580060851268,103.862936192351,3 MARINA GARDENS LANE ONE MARINA GARDENS (U/C) SINGAPORE 019916,1.5486707863458422,3.0,7,0,0,7,0,0,5,0,0,1
ONE MARINA GARDENS,1223901.0,419.8,2915.0,2025-06-01,39.0,31382.0,1.27580060851268,103.862936192351,3 MARINA GARDENS LANE ONE MARINA GARDENS (U/C) SINGAPORE 019916,1.5486707863458422,3.0,7,0,0,7,0,0,1,0,0,1
ONE MARINA GARDENS,3049406.0,1011.82,3014.0,2025-06-01,94.0,32440.0,1.27580060851268,103.862936192351,3 MARINA GARDENS LANE ONE MARINA GARDENS (U/C) SINGAPORE 019916,1.5486707863458422,3.0,7,0,0,7,0,0,9,0,0,1
ONE MARINA GARDENS,2691861.0,904.18,2977.0,2025-06-01,84.0,32046.0,1.27580060851268,103.862936192351,3 MARINA GARDENS LANE ONE MARINA GARDENS (U/C) SINGAPORE 019916,1.5486707863458422,3.0,7,0,0,7,0,0,5,0,0,1
ONE MARINA GARDENS,1998317.0,710.42,2813.0,2025-06-01,66.0,30278.0,1.27580060851268,103.862936192351,3 MARINA GARDENS LANE ONE MARINA GARDENS (U/C) SINGAPORE 019916,1.5486707863458422,3.0,7,0,0,7,0,0,1,0,0,1
PEOPLE'S PARK COMPLEX,1400000.0,1119.46,1251.0,2025-06-01,104.0,13462.0,1.28413397178419,103.842519972666,1 PARK ROAD PEOPLE'S PARK COMPLEX SINGAPORE 059108,0.9520502530820631,3.0,11,8,4,13,7,13,5,1,0,1
PEOPLE'S PARK COMPLEX,1450000.0,1119.46,1295.0,2025-06-01,104.0,13942.0,1.28413397178419,103.842519972666,1 PARK ROAD PEOPLE'S PARK COMPLEX SINGAPORE 059108,0.9520502530820631,3.0,11,8,4,13,7,13,5,1,0,1
PEOPLE'S PARK COMPLEX,1380000.0,1119.46,1233.0,2025-06-01,104.0,13269.0,1.28413397178419,103.842519972666,1 PARK ROAD PEOPLE'S PARK COMPLEX SINGAPORE 059108,0.9520502530820631,3.0,11,8,4,13,7,13,6,1,0,1
ONE SHENTON,1650000.0,904.18,1825.0,2025-06-01,84.0,19643.0,1.27929478959373,103.850552555075,1 SHENTON WAY ONE SHENTON SINGAPORE 068803,0.412718182611924,3.0,13,6,4,11,4,11,4,1,0,0
ONE MARINA GARDENS,1231686.0,419.8,2934.0,2025-06-01,39.0,31582.0,1.27580060851268,103.862936192351,3 MARINA GARDENS LANE ONE MARINA GARDENS (U/C) SINGAPORE 019916,1.5486707863458422,3.0,7,0,0,7,0,0,2,0,0,1
ONE MARINA GARDENS,2694615.0,904.18,2980.0,2025-06-01,84.0,32079.0,1.27580060851268,103.862936192351,3 MARINA GARDENS LANE ONE MARINA GARDENS (U/C) SINGAPORE 019916,1.5486707863458422,3.0,7,0,0,7,0,0,5,0,0,1
ONE MARINA GARDENS,1261937.0,430.56,2931.0,2025-06-01,40.0,31548.0,1.27580060851268,103.862936192351,3 MARINA GARDENS LANE ONE MARINA GARDENS (U/C) SINGAPORE 019916,1.5486707863458422,3.0,7,0,0,7,0,0,1,0,0,1
ONE MARINA GARDENS,2173948.0,721.19,3014.0,2025-06-01,67.0,32447.0,1.27580060851268,103.862936192351,3 MARINA GARDENS LANE ONE MARINA GARDENS (U/C) SINGAPORE 019916,1.5486707863458422,3.0,7,0,0,7,0,0,4,0,0,1
ONE MARINA GARDENS,1293430.0,430.56,3004.0,2025-06-01,40.0,32336.0,1.27580060851268,103.862936192351,3 MARINA GARDENS LANE ONE MARINA GARDENS (U/C) SINGAPORE 019916,1.5486707863458422,3.0,7,0,0,7,0,0,6,0,0,1
ONE MARINA GARDENS,1914279.0,667.37,2868.0,2025-06-01,62.0,30875.0,1.27580060851268,103.862936192351,3 MARINA GARDENS LANE ONE MARINA GARDENS (U/C) SINGAPORE 019916,1.5486707863458422,3.0,7,0,0,7,0,0,1,0,0,1
ONE MARINA GARDENS,1263935.0,430.56,2936.0,2025-06-01,40.0,31598.0,1.27580060851268,103.862936192351,3 MARINA GARDENS LANE ONE MARINA GARDENS (U/C) SINGAPORE 019916,1.5486707863458422,3.0,7,0,0,7,0,0,2,0,0,1
ONE MARINA GARDENS,3675234.0,1237.86,2969.0,2025-06-01,115.0,31959.0,1.27580060851268,103.862936192351,3 MARINA GARDENS LANE ONE MARINA GARDENS (U/C) SINGAPORE 019916,1.5486707863458422,3.0,7,0,0,7,0,0,6,0,0,1
