Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Area (SQM),Unit Price ($ PSM),Latitude,Longitude,Full Address,Dist to CBD in Km,Sale Months Since Sep 2025,Num MRT Within 1km,Num Hawker Within 1km,Num Malls Within 1km,Num Hospitals Within 5km,Num Schools Within 2km,Num Parks Within 1km,Floor_Level_Category,Type_of_Sale_Encoded,Property_Type_Encoded,Market_Segment_Encoded
MARINA BAY RESIDENCES,2238000.0,1065.64,2100.0,2024-11-01,99.0,22606.0,1.279625798918,103.854987203774,18 MARINA BOULEVARD MARINA BAY RESIDENCES SINGAPORE 018980,0.579752502595426,10.0,8,2,4,10,2,8,4,1,1,0
UNION SQUARE RESIDENCES,2488000.0,731.95,3399.0,2024-11-01,68.0,36588.0,1.28800108052059,103.843453713687,28 HAVELOCK ROAD UNION SQUARE RESIDENCES (U/C) SINGAPORE 059828,1.005550141704964,10.0,9,6,5,13,8,13,7,0,0,1
UNION SQUARE RESIDENCES,1509000.0,505.91,2983.0,2024-11-01,47.0,32106.0,1.28800108052059,103.843453713687,28 HAVELOCK ROAD UNION SQUARE RESIDENCES (U/C) SINGAPORE 059828,1.005550141704964,10.0,9,6,5,13,8,13,2,0,0,1
UNION SQUARE RESIDENCES,2071000.0,699.66,2960.0,2024-11-01,65.0,31862.0,1.28800108052059,103.843453713687,28 HAVELOCK ROAD UNION SQUARE RESIDENCES (U/C) SINGAPORE 059828,1.005550141704964,10.0,9,6,5,13,8,13,2,0,0,1
UNION SQUARE RESIDENCES,2272000.0,742.72,3059.0,2024-11-01,69.0,32928.0,1.28800108052059,103.843453713687,28 HAVELOCK ROAD UNION SQUARE RESIDENCES (U/C) SINGAPORE 059828,1.005550141704964,10.0,9,6,5,13,8,13,3,0,0,1
UNION SQUARE RESIDENCES,1756000.0,505.91,3471.0,2024-11-01,47.0,37362.0,1.28800108052059,103.843453713687,28 HAVELOCK ROAD UNION SQUARE RESIDENCES (U/C) SINGAPORE 059828,1.005550141704964,10.0,9,6,5,13,8,13,6,0,0,1
UNION SQUARE RESIDENCES,2496000.0,731.95,3410.0,2024-11-01,68.0,36706.0,1.28800108052059,103.843453713687,28 HAVELOCK ROAD UNION SQUARE RESIDENCES (U/C) SINGAPORE 059828,1.005550141704964,10.0,9,6,5,13,8,13,8,0,0,1
UNION SQUARE RESIDENCES,1386000.0,462.85,2994.0,2024-11-01,43.0,32233.0,1.28800108052059,103.843453713687,28 HAVELOCK ROAD UNION SQUARE RESIDENCES (U/C) SINGAPORE 059828,1.005550141704964,10.0,9,6,5,13,8,13,1,0,0,1
UNION SQUARE RESIDENCES,1554000.0,505.91,3072.0,2024-11-01,47.0,33064.0,1.28800108052059,103.843453713687,28 HAVELOCK ROAD UNION SQUARE RESIDENCES (U/C) SINGAPORE 059828,1.005550141704964,10.0,9,6,5,13,8,13,2,0,0,1
UNION SQUARE RESIDENCES,3542000.0,1065.64,3324.0,2024-11-01,99.0,35778.0,1.28800108052059,103.843453713687,28 HAVELOCK ROAD UNION SQUARE RESIDENCES (U/C) SINGAPORE 059828,1.005550141704964,10.0,9,6,5,13,8,13,6,0,0,1
UNION SQUARE RESIDENCES,3670000.0,1065.64,3444.0,2024-11-01,99.0,37071.0,1.28800108052059,103.843453713687,28 HAVELOCK ROAD UNION SQUARE RESIDENCES (U/C) SINGAPORE 059828,1.005550141704964,10.0,9,6,5,13,8,13,7,0,0,1
UNION SQUARE RESIDENCES,1416000.0,462.85,3059.0,2024-11-01,43.0,32930.0,1.28800108052059,103.843453713687,28 HAVELOCK ROAD UNION SQUARE RESIDENCES (U/C) SINGAPORE 059828,1.005550141704964,10.0,9,6,5,13,8,13,2,0,0,1
MARINA BAY RESIDENCES,3900000.0,1636.13,2384.0,2024-11-01,152.0,25658.0,1.279625798918,103.854987203774,18 MARINA BOULEVARD MARINA BAY RESIDENCES SINGAPORE 018980,0.579752502595426,10.0,8,2,4,10,2,8,8,1,1,0
THE SAIL @ MARINA BAY,1218000.0,613.55,1985.0,2024-11-01,57.0,21368.0,1.28076943476846,103.852658562152,2 MARINA BOULEVARD THE SAIL @ MARINA BAY SINGAPORE 018987,0.3080663028688748,10.0,11,4,3,11,4,12,12,1,0,0
MARINA BAY RESIDENCES,3418000.0,1227.1,2785.0,2024-11-01,114.0,29982.0,1.279625798918,103.854987203774,18 MARINA BOULEVARD MARINA BAY RESIDENCES SINGAPORE 018980,0.579752502595426,10.0,8,2,4,10,2,8,10,1,1,0
MARINA BAY RESIDENCES,2480000.0,1065.64,2327.0,2024-11-01,99.0,25051.0,1.279625798918,103.854987203774,18 MARINA BOULEVARD MARINA BAY RESIDENCES SINGAPORE 018980,0.579752502595426,10.0,8,2,4,10,2,8,4,1,1,0
UNION SQUARE RESIDENCES,2095000.0,699.66,2994.0,2024-11-01,65.0,32231.0,1.28800108052059,103.843453713687,28 HAVELOCK ROAD UNION SQUARE RESIDENCES (U/C) SINGAPORE 059828,1.005550141704964,10.0,9,6,5,13,8,13,3,0,0,1
UNION SQUARE RESIDENCES,3374000.0,1065.64,3166.0,2024-11-01,99.0,34081.0,1.28800108052059,103.843453713687,28 HAVELOCK ROAD UNION SQUARE RESIDENCES (U/C) SINGAPORE 059828,1.005550141704964,10.0,9,6,5,13,8,13,4,0,0,1
THE SAIL @ MARINA BAY,1560000.0,861.12,1812.0,2024-11-01,80.0,19500.0,1.28076943476846,103.852658562152,2 MARINA BOULEVARD THE SAIL @ MARINA BAY SINGAPORE 018987,0.3080663028688748,10.0,11,4,3,11,4,12,5,1,0,0
ONE SHENTON,1450000.0,850.36,1705.0,2024-11-01,79.0,18354.0,1.27929478959373,103.850552555075,1 SHENTON WAY ONE SHENTON SINGAPORE 068803,0.412718182611924,10.0,13,6,4,11,4,11,6,1,0,0
UNION SQUARE RESIDENCES,2063000.0,699.66,2949.0,2024-11-01,65.0,31738.0,1.28800108052059,103.843453713687,28 HAVELOCK ROAD UNION SQUARE RESIDENCES (U/C) SINGAPORE 059828,1.005550141704964,10.0,9,6,5,13,8,13,2,0,0,1
UNION SQUARE RESIDENCES,2144000.0,710.42,3018.0,2024-11-01,66.0,32485.0,1.28800108052059,103.843453713687,28 HAVELOCK ROAD UNION SQUARE RESIDENCES (U/C) SINGAPORE 059828,1.005550141704964,10.0,9,6,5,13,8,13,4,0,0,1
UNION SQUARE RESIDENCES,2267000.0,721.19,3143.0,2024-11-01,67.0,33836.0,1.28800108052059,103.843453713687,28 HAVELOCK ROAD UNION SQUARE RESIDENCES (U/C) SINGAPORE 059828,1.005550141704964,10.0,9,6,5,13,8,13,4,0,0,1
UNION SQUARE RESIDENCES,1672000.0,505.91,3305.0,2024-11-01,47.0,35574.0,1.28800108052059,103.843453713687,28 HAVELOCK ROAD UNION SQUARE RESIDENCES (U/C) SINGAPORE 059828,1.005550141704964,10.0,9,6,5,13,8,13,4,0,0,1
UNION SQUARE RESIDENCES,2440000.0,731.95,3334.0,2024-11-01,68.0,35882.0,1.28800108052059,103.843453713687,28 HAVELOCK ROAD UNION SQUARE RESIDENCES (U/C) SINGAPORE 059828,1.005550141704964,10.0,9,6,5,13,8,13,6,0,0,1
UNION SQUARE RESIDENCES,2472000.0,731.95,3377.0,2024-11-01,68.0,36353.0,1.28800108052059,103.843453713687,28 HAVELOCK ROAD UNION SQUARE RESIDENCES (U/C) SINGAPORE 059828,1.005550141704964,10.0,9,6,5,13,8,13,7,0,0,1
UNION SQUARE RESIDENCES,1998000.0,699.66,2856.0,2024-11-01,65.0,30738.0,1.28800108052059,103.843453713687,28 HAVELOCK ROAD UNION SQUARE RESIDENCES (U/C) SINGAPORE 059828,1.005550141704964,10.0,9,6,5,13,8,13,1,0,0,1
UNION SQUARE RESIDENCES,1380000.0,462.85,2982.0,2024-11-01,43.0,32093.0,1.28800108052059,103.843453713687,28 HAVELOCK ROAD UNION SQUARE RESIDENCES (U/C) SINGAPORE 059828,1.005550141704964,10.0,9,6,5,13,8,13,1,0,0,1
UNION SQUARE RESIDENCES,1533000.0,505.91,3030.0,2024-11-01,47.0,32617.0,1.28800108052059,103.843453713687,28 HAVELOCK ROAD UNION SQUARE RESIDENCES (U/C) SINGAPORE 059828,1.005550141704964,10.0,9,6,5,13,8,13,1,0,0,1
UNION SQUARE RESIDENCES,2170000.0,731.95,2965.0,2024-11-01,68.0,31912.0,1.28800108052059,103.843453713687,28 HAVELOCK ROAD UNION SQUARE RESIDENCES (U/C) SINGAPORE 059828,1.005550141704964,10.0,9,6,5,13,8,13,1,0,0,1
UNION SQUARE RESIDENCES,1392000.0,462.85,3007.0,2024-11-01,43.0,32372.0,1.28800108052059,103.843453713687,28 HAVELOCK ROAD UNION SQUARE RESIDENCES (U/C) SINGAPORE 059828,1.005550141704964,10.0,9,6,5,13,8,13,1,0,0,1
UNION SQUARE RESIDENCES,2186000.0,731.95,2987.0,2024-11-01,68.0,32147.0,1.28800108052059,103.843453713687,28 HAVELOCK ROAD UNION SQUARE RESIDENCES (U/C) SINGAPORE 059828,1.005550141704964,10.0,9,6,5,13,8,13,1,0,0,1
UNION SQUARE RESIDENCES,2039000.0,699.66,2914.0,2024-11-01,65.0,31369.0,1.28800108052059,103.843453713687,28 HAVELOCK ROAD UNION SQUARE RESIDENCES (U/C) SINGAPORE 059828,1.005550141704964,10.0,9,6,5,13,8,13,2,0,0,1
UNION SQUARE RESIDENCES,1398000.0,462.85,3020.0,2024-11-01,43.0,32512.0,1.28800108052059,103.843453713687,28 HAVELOCK ROAD UNION SQUARE RESIDENCES (U/C) SINGAPORE 059828,1.005550141704964,10.0,9,6,5,13,8,13,2,0,0,1
UNION SQUARE RESIDENCES,1516000.0,505.91,2997.0,2024-11-01,47.0,32255.0,1.28800108052059,103.843453713687,28 HAVELOCK ROAD UNION SQUARE RESIDENCES (U/C) SINGAPORE 059828,1.005550141704964,10.0,9,6,5,13,8,13,2,0,0,1
UNION SQUARE RESIDENCES,2165000.0,721.19,3002.0,2024-11-01,67.0,32313.0,1.28800108052059,103.843453713687,28 HAVELOCK ROAD UNION SQUARE RESIDENCES (U/C) SINGAPORE 059828,1.005550141704964,10.0,9,6,5,13,8,13,2,0,0,1
UNION SQUARE RESIDENCES,2236000.0,742.72,3011.0,2024-11-01,69.0,32406.0,1.28800108052059,103.843453713687,28 HAVELOCK ROAD UNION SQUARE RESIDENCES (U/C) SINGAPORE 059828,1.005550141704964,10.0,9,6,5,13,8,13,2,0,0,1
UNION SQUARE RESIDENCES,1575000.0,505.91,3113.0,2024-11-01,47.0,33511.0,1.28800108052059,103.843453713687,28 HAVELOCK ROAD UNION SQUARE RESIDENCES (U/C) SINGAPORE 059828,1.005550141704964,10.0,9,6,5,13,8,13,2,0,0,1
UNION SQUARE RESIDENCES,1582000.0,505.91,3127.0,2024-11-01,47.0,33660.0,1.28800108052059,103.843453713687,28 HAVELOCK ROAD UNION SQUARE RESIDENCES (U/C) SINGAPORE 059828,1.005550141704964,10.0,9,6,5,13,8,13,2,0,0,1
UNION SQUARE RESIDENCES,2226000.0,731.95,3041.0,2024-11-01,68.0,32735.0,1.28800108052059,103.843453713687,28 HAVELOCK ROAD UNION SQUARE RESIDENCES (U/C) SINGAPORE 059828,1.005550141704964,10.0,9,6,5,13,8,13,2,0,0,1
UNION SQUARE RESIDENCES,3250000.0,1065.64,3050.0,2024-11-01,99.0,32828.0,1.28800108052059,103.843453713687,28 HAVELOCK ROAD UNION SQUARE RESIDENCES (U/C) SINGAPORE 059828,1.005550141704964,10.0,9,6,5,13,8,13,2,0,0,1
UNION SQUARE RESIDENCES,2181000.0,721.19,3024.0,2024-11-01,67.0,32552.0,1.28800108052059,103.843453713687,28 HAVELOCK ROAD UNION SQUARE RESIDENCES (U/C) SINGAPORE 059828,1.005550141704964,10.0,9,6,5,13,8,13,2,0,0,1
UNION SQUARE RESIDENCES,1589000.0,505.91,3141.0,2024-11-01,47.0,33809.0,1.28800108052059,103.843453713687,28 HAVELOCK ROAD UNION SQUARE RESIDENCES (U/C) SINGAPORE 059828,1.005550141704964,10.0,9,6,5,13,8,13,2,0,0,1
UNION SQUARE RESIDENCES,1596000.0,505.91,3155.0,2024-11-01,47.0,33957.0,1.28800108052059,103.843453713687,28 HAVELOCK ROAD UNION SQUARE RESIDENCES (U/C) SINGAPORE 059828,1.005550141704964,10.0,9,6,5,13,8,13,3,0,0,1
UNION SQUARE RESIDENCES,3274000.0,1065.64,3072.0,2024-11-01,99.0,33071.0,1.28800108052059,103.843453713687,28 HAVELOCK ROAD UNION SQUARE RESIDENCES (U/C) SINGAPORE 059828,1.005550141704964,10.0,9,6,5,13,8,13,3,0,0,1
UNION SQUARE RESIDENCES,2197000.0,721.19,3046.0,2024-11-01,67.0,32791.0,1.28800108052059,103.843453713687,28 HAVELOCK ROAD UNION SQUARE RESIDENCES (U/C) SINGAPORE 059828,1.005550141704964,10.0,9,6,5,13,8,13,3,0,0,1
UNION SQUARE RESIDENCES,1603000.0,505.91,3169.0,2024-11-01,47.0,34106.0,1.28800108052059,103.843453713687,28 HAVELOCK ROAD UNION SQUARE RESIDENCES (U/C) SINGAPORE 059828,1.005550141704964,10.0,9,6,5,13,8,13,3,0,0,1
UNION SQUARE RESIDENCES,1610000.0,505.91,3182.0,2024-11-01,47.0,34255.0,1.28800108052059,103.843453713687,28 HAVELOCK ROAD UNION SQUARE RESIDENCES (U/C) SINGAPORE 059828,1.005550141704964,10.0,9,6,5,13,8,13,3,0,0,1
UNION SQUARE RESIDENCES,2258000.0,731.95,3085.0,2024-11-01,68.0,33206.0,1.28800108052059,103.843453713687,28 HAVELOCK ROAD UNION SQUARE RESIDENCES (U/C) SINGAPORE 059828,1.005550141704964,10.0,9,6,5,13,8,13,3,0,0,1
UNION SQUARE RESIDENCES,2266000.0,731.95,3096.0,2024-11-01,68.0,33324.0,1.28800108052059,103.843453713687,28 HAVELOCK ROAD UNION SQUARE RESIDENCES (U/C) SINGAPORE 059828,1.005550141704964,10.0,9,6,5,13,8,13,3,0,0,1
UNION SQUARE RESIDENCES,2221000.0,721.19,3080.0,2024-11-01,67.0,33149.0,1.28800108052059,103.843453713687,28 HAVELOCK ROAD UNION SQUARE RESIDENCES (U/C) SINGAPORE 059828,1.005550141704964,10.0,9,6,5,13,8,13,3,0,0,1
UNION SQUARE RESIDENCES,1624000.0,505.91,3210.0,2024-11-01,47.0,34553.0,1.28800108052059,103.843453713687,28 HAVELOCK ROAD UNION SQUARE RESIDENCES (U/C) SINGAPORE 059828,1.005550141704964,10.0,9,6,5,13,8,13,3,0,0,1
UNION SQUARE RESIDENCES,2274000.0,731.95,3107.0,2024-11-01,68.0,33441.0,1.28800108052059,103.843453713687,28 HAVELOCK ROAD UNION SQUARE RESIDENCES (U/C) SINGAPORE 059828,1.005550141704964,10.0,9,6,5,13,8,13,3,0,0,1
UNION SQUARE RESIDENCES,3322000.0,1065.64,3117.0,2024-11-01,99.0,33556.0,1.28800108052059,103.843453713687,28 HAVELOCK ROAD UNION SQUARE RESIDENCES (U/C) SINGAPORE 059828,1.005550141704964,10.0,9,6,5,13,8,13,4,0,0,1
UNION SQUARE RESIDENCES,2229000.0,721.19,3091.0,2024-11-01,67.0,33269.0,1.28800108052059,103.843453713687,28 HAVELOCK ROAD UNION SQUARE RESIDENCES (U/C) SINGAPORE 059828,1.005550141704964,10.0,9,6,5,13,8,13,4,0,0,1
UNION SQUARE RESIDENCES,2282000.0,731.95,3118.0,2024-11-01,68.0,33559.0,1.28800108052059,103.843453713687,28 HAVELOCK ROAD UNION SQUARE RESIDENCES (U/C) SINGAPORE 059828,1.005550141704964,10.0,9,6,5,13,8,13,4,0,0,1
UNION SQUARE RESIDENCES,1470000.0,462.85,3176.0,2024-11-01,43.0,34186.0,1.28800108052059,103.843453713687,28 HAVELOCK ROAD UNION SQUARE RESIDENCES (U/C) SINGAPORE 059828,1.005550141704964,10.0,9,6,5,13,8,13,4,0,0,1
UNION SQUARE RESIDENCES,3334000.0,1065.64,3129.0,2024-11-01,99.0,33677.0,1.28800108052059,103.843453713687,28 HAVELOCK ROAD UNION SQUARE RESIDENCES (U/C) SINGAPORE 059828,1.005550141704964,10.0,9,6,5,13,8,13,4,0,0,1
UNION SQUARE RESIDENCES,2237000.0,721.19,3102.0,2024-11-01,67.0,33388.0,1.28800108052059,103.843453713687,28 HAVELOCK ROAD UNION SQUARE RESIDENCES (U/C) SINGAPORE 059828,1.005550141704964,10.0,9,6,5,13,8,13,4,0,0,1
UNION SQUARE RESIDENCES,1638000.0,505.91,3238.0,2024-11-01,47.0,34851.0,1.28800108052059,103.843453713687,28 HAVELOCK ROAD UNION SQUARE RESIDENCES (U/C) SINGAPORE 059828,1.005550141704964,10.0,9,6,5,13,8,13,4,0,0,1
UNION SQUARE RESIDENCES,2290000.0,731.95,3129.0,2024-11-01,68.0,33676.0,1.28800108052059,103.843453713687,28 HAVELOCK ROAD UNION SQUARE RESIDENCES (U/C) SINGAPORE 059828,1.005550141704964,10.0,9,6,5,13,8,13,4,0,0,1
UNION SQUARE RESIDENCES,2165000.0,699.66,3094.0,2024-11-01,65.0,33308.0,1.28800108052059,103.843453713687,28 HAVELOCK ROAD UNION SQUARE RESIDENCES (U/C) SINGAPORE 059828,1.005550141704964,10.0,9,6,5,13,8,13,4,0,0,1
UNION SQUARE RESIDENCES,1658000.0,505.91,3277.0,2024-11-01,47.0,35277.0,1.28800108052059,103.843453713687,28 HAVELOCK ROAD UNION SQUARE RESIDENCES (U/C) SINGAPORE 059828,1.005550141704964,10.0,9,6,5,13,8,13,4,0,0,1
UNION SQUARE RESIDENCES,2320000.0,731.95,3170.0,2024-11-01,68.0,34118.0,1.28800108052059,103.843453713687,28 HAVELOCK ROAD UNION SQUARE RESIDENCES (U/C) SINGAPORE 059828,1.005550141704964,10.0,9,6,5,13,8,13,4,0,0,1
UNION SQUARE RESIDENCES,2328000.0,731.95,3181.0,2024-11-01,68.0,34235.0,1.28800108052059,103.843453713687,28 HAVELOCK ROAD UNION SQUARE RESIDENCES (U/C) SINGAPORE 059828,1.005550141704964,10.0,9,6,5,13,8,13,4,0,0,1
UNION SQUARE RESIDENCES,1502000.0,462.85,3245.0,2024-11-01,43.0,34930.0,1.28800108052059,103.843453713687,28 HAVELOCK ROAD UNION SQUARE RESIDENCES (U/C) SINGAPORE 059828,1.005550141704964,10.0,9,6,5,13,8,13,4,0,0,1
UNION SQUARE RESIDENCES,3398000.0,1065.64,3189.0,2024-11-01,99.0,34323.0,1.28800108052059,103.843453713687,28 HAVELOCK ROAD UNION SQUARE RESIDENCES (U/C) SINGAPORE 059828,1.005550141704964,10.0,9,6,5,13,8,13,4,0,0,1
UNION SQUARE RESIDENCES,2283000.0,721.19,3166.0,2024-11-01,67.0,34075.0,1.28800108052059,103.843453713687,28 HAVELOCK ROAD UNION SQUARE RESIDENCES (U/C) SINGAPORE 059828,1.005550141704964,10.0,9,6,5,13,8,13,4,0,0,1
UNION SQUARE RESIDENCES,2336000.0,731.95,3191.0,2024-11-01,68.0,34353.0,1.28800108052059,103.843453713687,28 HAVELOCK ROAD UNION SQUARE RESIDENCES (U/C) SINGAPORE 059828,1.005550141704964,10.0,9,6,5,13,8,13,4,0,0,1
UNION SQUARE RESIDENCES,3410000.0,1065.64,3200.0,2024-11-01,99.0,34444.0,1.28800108052059,103.843453713687,28 HAVELOCK ROAD UNION SQUARE RESIDENCES (U/C) SINGAPORE 059828,1.005550141704964,10.0,9,6,5,13,8,13,5,0,0,1
UNION SQUARE RESIDENCES,2291000.0,721.19,3177.0,2024-11-01,67.0,34194.0,1.28800108052059,103.843453713687,28 HAVELOCK ROAD UNION SQUARE RESIDENCES (U/C) SINGAPORE 059828,1.005550141704964,10.0,9,6,5,13,8,13,5,0,0,1
UNION SQUARE RESIDENCES,2374000.0,742.72,3196.0,2024-11-01,69.0,34406.0,1.28800108052059,103.843453713687,28 HAVELOCK ROAD UNION SQUARE RESIDENCES (U/C) SINGAPORE 059828,1.005550141704964,10.0,9,6,5,13,8,13,5,0,0,1
UNION SQUARE RESIDENCES,1679000.0,505.91,3319.0,2024-11-01,47.0,35723.0,1.28800108052059,103.843453713687,28 HAVELOCK ROAD UNION SQUARE RESIDENCES (U/C) SINGAPORE 059828,1.005550141704964,10.0,9,6,5,13,8,13,5,0,0,1
UNION SQUARE RESIDENCES,2344000.0,731.95,3202.0,2024-11-01,68.0,34471.0,1.28800108052059,103.843453713687,28 HAVELOCK ROAD UNION SQUARE RESIDENCES (U/C) SINGAPORE 059828,1.005550141704964,10.0,9,6,5,13,8,13,5,0,0,1
UNION SQUARE RESIDENCES,3422000.0,1065.64,3211.0,2024-11-01,99.0,34566.0,1.28800108052059,103.843453713687,28 HAVELOCK ROAD UNION SQUARE RESIDENCES (U/C) SINGAPORE 059828,1.005550141704964,10.0,9,6,5,13,8,13,5,0,0,1
UNION SQUARE RESIDENCES,2352000.0,731.95,3213.0,2024-11-01,68.0,34588.0,1.28800108052059,103.843453713687,28 HAVELOCK ROAD UNION SQUARE RESIDENCES (U/C) SINGAPORE 059828,1.005550141704964,10.0,9,6,5,13,8,13,5,0,0,1
UNION SQUARE RESIDENCES,3434000.0,1065.64,3222.0,2024-11-01,99.0,34687.0,1.28800108052059,103.843453713687,28 HAVELOCK ROAD UNION SQUARE RESIDENCES (U/C) SINGAPORE 059828,1.005550141704964,10.0,9,6,5,13,8,13,5,0,0,1
UNION SQUARE RESIDENCES,2392000.0,742.72,3221.0,2024-11-01,69.0,34667.0,1.28800108052059,103.843453713687,28 HAVELOCK ROAD UNION SQUARE RESIDENCES (U/C) SINGAPORE 059828,1.005550141704964,10.0,9,6,5,13,8,13,5,0,0,1
UNION SQUARE RESIDENCES,1693000.0,505.91,3346.0,2024-11-01,47.0,36021.0,1.28800108052059,103.843453713687,28 HAVELOCK ROAD UNION SQUARE RESIDENCES (U/C) SINGAPORE 059828,1.005550141704964,10.0,9,6,5,13,8,13,5,0,0,1
UNION SQUARE RESIDENCES,1700000.0,505.91,3360.0,2024-11-01,47.0,36170.0,1.28800108052059,103.843453713687,28 HAVELOCK ROAD UNION SQUARE RESIDENCES (U/C) SINGAPORE 059828,1.005550141704964,10.0,9,6,5,13,8,13,5,0,0,1
UNION SQUARE RESIDENCES,2368000.0,731.95,3235.0,2024-11-01,68.0,34824.0,1.28800108052059,103.843453713687,28 HAVELOCK ROAD UNION SQUARE RESIDENCES (U/C) SINGAPORE 059828,1.005550141704964,10.0,9,6,5,13,8,13,5,0,0,1
UNION SQUARE RESIDENCES,3458000.0,1065.64,3245.0,2024-11-01,99.0,34929.0,1.28800108052059,103.843453713687,28 HAVELOCK ROAD UNION SQUARE RESIDENCES (U/C) SINGAPORE 059828,1.005550141704964,10.0,9,6,5,13,8,13,5,0,0,1
UNION SQUARE RESIDENCES,2376000.0,731.95,3246.0,2024-11-01,68.0,34941.0,1.28800108052059,103.843453713687,28 HAVELOCK ROAD UNION SQUARE RESIDENCES (U/C) SINGAPORE 059828,1.005550141704964,10.0,9,6,5,13,8,13,5,0,0,1
UNION SQUARE RESIDENCES,3470000.0,1065.64,3256.0,2024-11-01,99.0,35051.0,1.28800108052059,103.843453713687,28 HAVELOCK ROAD UNION SQUARE RESIDENCES (U/C) SINGAPORE 059828,1.005550141704964,10.0,9,6,5,13,8,13,6,0,0,1
UNION SQUARE RESIDENCES,2384000.0,731.95,3257.0,2024-11-01,68.0,35059.0,1.28800108052059,103.843453713687,28 HAVELOCK ROAD UNION SQUARE RESIDENCES (U/C) SINGAPORE 059828,1.005550141704964,10.0,9,6,5,13,8,13,6,0,0,1
UNION SQUARE RESIDENCES,3482000.0,1065.64,3268.0,2024-11-01,99.0,35172.0,1.28800108052059,103.843453713687,28 HAVELOCK ROAD UNION SQUARE RESIDENCES (U/C) SINGAPORE 059828,1.005550141704964,10.0,9,6,5,13,8,13,6,0,0,1
UNION SQUARE RESIDENCES,5044000.0,1517.72,3323.0,2024-11-01,141.0,35773.0,1.28800108052059,103.843453713687,28 HAVELOCK ROAD UNION SQUARE RESIDENCES (U/C) SINGAPORE 059828,1.005550141704964,10.0,9,6,5,13,8,13,6,0,0,1
UNION SQUARE RESIDENCES,2392000.0,731.95,3268.0,2024-11-01,68.0,35176.0,1.28800108052059,103.843453713687,28 HAVELOCK ROAD UNION SQUARE RESIDENCES (U/C) SINGAPORE 059828,1.005550141704964,10.0,9,6,5,13,8,13,6,0,0,1
UNION SQUARE RESIDENCES,2432000.0,731.95,3323.0,2024-11-01,68.0,35765.0,1.28800108052059,103.843453713687,28 HAVELOCK ROAD UNION SQUARE RESIDENCES (U/C) SINGAPORE 059828,1.005550141704964,10.0,9,6,5,13,8,13,6,0,0,1
UNION SQUARE RESIDENCES,2481000.0,721.19,3440.0,2024-11-01,67.0,37030.0,1.28800108052059,103.843453713687,28 HAVELOCK ROAD UNION SQUARE RESIDENCES (U/C) SINGAPORE 059828,1.005550141704964,10.0,9,6,5,13,8,13,7,0,0,1
UNION SQUARE RESIDENCES,2512000.0,731.95,3432.0,2024-11-01,68.0,36941.0,1.28800108052059,103.843453713687,28 HAVELOCK ROAD UNION SQUARE RESIDENCES (U/C) SINGAPORE 059828,1.005550141704964,10.0,9,6,5,13,8,13,8,0,0,1
UNION SQUARE RESIDENCES,1561000.0,505.91,3086.0,2024-11-01,47.0,33213.0,1.28800108052059,103.843453713687,28 HAVELOCK ROAD UNION SQUARE RESIDENCES (U/C) SINGAPORE 059828,1.005550141704964,10.0,9,6,5,13,8,13,2,0,0,1
UNION SQUARE RESIDENCES,3226000.0,1065.64,3027.0,2024-11-01,99.0,32586.0,1.28800108052059,103.843453713687,28 HAVELOCK ROAD UNION SQUARE RESIDENCES (U/C) SINGAPORE 059828,1.005550141704964,10.0,9,6,5,13,8,13,2,0,0,1
UNION SQUARE RESIDENCES,9288000.0,2475.72,3752.0,2024-11-01,230.0,40383.0,1.28800108052059,103.843453713687,28 HAVELOCK ROAD UNION SQUARE RESIDENCES (U/C) SINGAPORE 059828,1.005550141704964,10.0,9,6,5,13,8,13,8,0,0,1
THE SAIL @ MARINA BAY,1700000.0,861.12,1974.0,2024-11-01,80.0,21250.0,1.28076943476846,103.852658562152,2 MARINA BOULEVARD THE SAIL @ MARINA BAY SINGAPORE 018987,0.3080663028688748,10.0,11,4,3,11,4,12,12,1,0,0
THE CLIFT,1030000.0,505.91,2036.0,2024-11-01,47.0,21915.0,1.27940014288617,103.847329579148,21 MCCALLUM STREET THE CLIFT SINGAPORE 069047,0.5703586938154668,10.0,14,7,7,11,3,11,3,1,0,0
ONE SHENTON,1200000.0,581.26,2064.0,2024-11-01,54.0,22222.0,1.27929478959373,103.850552555075,1 SHENTON WAY ONE SHENTON SINGAPORE 068803,0.412718182611924,10.0,13,6,4,11,4,11,8,1,0,0
V ON SHENTON,3000000.0,1205.57,2488.0,2024-11-01,112.0,26786.0,1.27708340707631,103.849181343548,5A SHENTON WAY V ON SHENTON SINGAPORE 068814,0.6848200152650349,10.0,11,6,4,9,3,9,9,1,0,0
MARINA BAY RESIDENCES,2325000.0,1130.22,2057.0,2024-11-01,105.0,22143.0,1.279625798918,103.854987203774,18 MARINA BOULEVARD MARINA BAY RESIDENCES SINGAPORE 018980,0.579752502595426,10.0,8,2,4,10,2,8,9,1,1,0
THE SAIL @ MARINA BAY,2400000.0,936.47,2563.0,2024-10-01,87.0,27586.0,1.28076943476846,103.852658562152,2 MARINA BOULEVARD THE SAIL @ MARINA BAY SINGAPORE 018987,0.3080663028688748,11.0,11,4,3,11,4,12,13,1,0,0
