Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Property Type,Tenure,Postal District,Market Segment,Floor Level,Latitude,Longitude,Full Address,Sale Months Since Sep 2020,Num MRT Within 1km,Num Hawker Within 1km,Num Malls Within 1km,Num Hospitals Within 5km,Num Schools Within 2km,Num Parks Within 1km
DAINTREE RESIDENCE,1390000.0,678.13,2050.0,2025-08-01,Resale,Strata,63.0,22063.0,Condominium,99 yrs lease commencing from 2017,21,Rest of Central Region,01 to 05,1.33968671314796,103.770941441195,11C TOH TUCK ROAD DAINTREE RESIDENCE SINGAPORE 596159,60.0,1,2,3,4,3,10
PINETREE HILL,4454000.0,1733.0,2570.0,2025-08-01,New Sale,Strata,161.0,27665.0,Condominium,99 yrs lease commencing from 2022,21,Rest of Central Region,06 to 10,1.31987177689792,103.776658479925,36 PINE GROVE PINETREE HILL (U/C) SINGAPORE 598444,60.0,1,1,0,6,10,5
FLORIDIAN,4955000.0,1862.17,2661.0,2025-08-01,Resale,Strata,173.0,28642.0,Condominium,Freehold,21,Rest of Central Region,06 to 10,1.33302890934461,103.786004688074,967 BUKIT TIMAH ROAD FLORIDIAN SINGAPORE 589663,60.0,1,0,0,5,4,5
PINETREE HILL,3258000.0,1291.68,2522.0,2025-08-01,New Sale,Strata,120.0,27150.0,Condominium,99 yrs lease commencing from 2022,21,Rest of Central Region,06 to 10,1.31987177689792,103.776658479925,36 PINE GROVE PINETREE HILL (U/C) SINGAPORE 598444,60.0,1,1,0,6,10,5
FORETT@BUKIT TIMAH,1700000.0,731.95,2323.0,2025-08-01,Resale,Strata,68.0,25000.0,Apartment,Freehold,21,Rest of Central Region,01 to 05,1.33990853882395,103.767523150763,32 TOH TUCK ROAD FORETT@BUKIT TIMAH SINGAPORE 596710,60.0,1,2,1,3,5,10
THE BEVERLY,3250000.0,1765.3,1841.0,2025-08-01,Resale,Strata,164.0,19817.0,Apartment,Freehold,21,Rest of Central Region,01 to 05,1.33933394041963,103.767330021841,45 TOH TUCK ROAD THE BEVERLY SINGAPORE 596720,60.0,1,1,0,3,5,10
CLEMENTI PARK,2320000.0,1657.66,1400.0,2025-08-01,Resale,Strata,154.0,15065.0,Condominium,Freehold,21,Outside Central Region,01 to 05,1.33089356982014,103.766440219511,137 SUNSET WAY CLEMENTI PARK SINGAPORE 597159,60.0,0,0,0,4,7,9
CLEMENTI PARK,1780000.0,1184.04,1503.0,2025-08-01,Resale,Strata,110.0,16182.0,Condominium,Freehold,21,Outside Central Region,01 to 05,1.33089356982014,103.766440219511,137 SUNSET WAY CLEMENTI PARK SINGAPORE 597159,60.0,0,0,0,4,7,9
FORETT@BUKIT TIMAH,1310000.0,570.49,2296.0,2025-08-01,Resale,Strata,53.0,24717.0,Apartment,Freehold,21,Rest of Central Region,01 to 05,1.33990853882395,103.767523150763,32 TOH TUCK ROAD FORETT@BUKIT TIMAH SINGAPORE 596710,60.0,1,2,1,3,5,10
NAVA GROVE,4040600.0,1550.02,2607.0,2025-08-01,New Sale,Strata,144.0,28060.0,Condominium,99 yrs lease commencing from 2024,21,Rest of Central Region,16 to 20,1.31971103411894,103.775102771247,40 PINE GROVE NAVA GROVE (U/C) SINGAPORE 597775,60.0,1,1,0,6,10,4
THE CREEK @ BUKIT,2600000.0,1668.42,1558.0,2025-08-01,Resale,Strata,155.0,16774.0,Condominium,Freehold,21,Rest of Central Region,01 to 05,1.34004658950475,103.770121496506,13 TOH TUCK ROAD THE CREEK @ BUKIT SINGAPORE 596196,60.0,1,2,3,3,4,9
THE CASCADIA,1925000.0,882.65,2181.0,2025-08-01,Resale,Strata,82.0,23476.0,Condominium,Freehold,21,Rest of Central Region,01 to 05,1.33380822615437,103.787778146771,921 BUKIT TIMAH ROAD THE CASCADIA SINGAPORE 589624,60.0,1,0,0,5,5,5
THE CASCADIA,2905000.0,1184.04,2453.0,2025-08-01,Resale,Strata,110.0,26409.0,Condominium,Freehold,21,Rest of Central Region,01 to 05,1.33380822615437,103.787778146771,921 BUKIT TIMAH ROAD THE CASCADIA SINGAPORE 589624,60.0,1,0,0,5,5,5
DAINTREE RESIDENCE,1350000.0,667.37,2023.0,2025-08-01,Resale,Strata,62.0,21774.0,Condominium,99 yrs lease commencing from 2017,21,Rest of Central Region,01 to 05,1.33968671314796,103.770941441195,11C TOH TUCK ROAD DAINTREE RESIDENCE SINGAPORE 596159,60.0,1,2,3,4,3,10
THE HILLFORD,601000.0,398.27,1509.0,2025-08-01,Resale,Strata,37.0,16243.0,Apartment,60 yrs lease commencing from 2013,21,Rest of Central Region,01 to 05,1.34472304227811,103.769622200349,172 JALAN JURONG KECHIL THE HILLFORD SINGAPORE 596182,60.0,1,2,2,3,5,6
DAINTREE RESIDENCE,1345000.0,667.37,2015.0,2025-08-01,Resale,Strata,62.0,21694.0,Condominium,99 yrs lease commencing from 2017,21,Rest of Central Region,01 to 05,1.33968671314796,103.770941441195,11C TOH TUCK ROAD DAINTREE RESIDENCE SINGAPORE 596159,60.0,1,2,3,4,3,10
PINETREE HILL,3102000.0,1216.33,2550.0,2025-08-01,New Sale,Strata,113.0,27451.0,Condominium,99 yrs lease commencing from 2022,21,Rest of Central Region,21 to 25,1.31987177689792,103.776658479925,36 PINE GROVE PINETREE HILL (U/C) SINGAPORE 598444,60.0,1,1,0,6,10,5
PINETREE HILL,3526000.0,1291.68,2730.0,2025-08-01,New Sale,Strata,120.0,29383.0,Condominium,99 yrs lease commencing from 2022,21,Rest of Central Region,21 to 25,1.31987177689792,103.776658479925,36 PINE GROVE PINETREE HILL (U/C) SINGAPORE 598444,60.0,1,1,0,6,10,5
PINETREE HILL,3604000.0,1485.43,2426.0,2025-08-01,New Sale,Strata,138.0,26116.0,Condominium,99 yrs lease commencing from 2022,21,Rest of Central Region,21 to 25,1.31987177689792,103.776658479925,36 PINE GROVE PINETREE HILL (U/C) SINGAPORE 598444,60.0,1,1,0,6,10,5
THE RAINTREE,2060000.0,1302.44,1582.0,2025-08-01,Resale,Strata,121.0,17025.0,Condominium,99 yrs lease commencing from 2003,21,Outside Central Region,06 to 10,1.34884983260475,103.773733877146,91 BUKIT DRIVE THE RAINTREE SINGAPORE 587845,60.0,1,1,2,3,3,4
FLORIDIAN,4068000.0,1679.18,2423.0,2025-08-01,Resale,Strata,156.0,26077.0,Condominium,Freehold,21,Rest of Central Region,01 to 05,1.33302890934461,103.786004688074,967 BUKIT TIMAH ROAD FLORIDIAN SINGAPORE 589663,60.0,1,0,0,5,4,5
MAPLE WOODS,2000000.0,850.36,2352.0,2025-08-01,Resale,Strata,79.0,25316.0,Condominium,Freehold,21,Rest of Central Region,01 to 05,1.33405738767157,103.783567190752,991 BUKIT TIMAH ROAD MAPLE WOODS SINGAPORE 589630,60.0,1,1,1,6,3,6
NAVA GROVE,3961900.0,1550.02,2556.0,2025-08-01,New Sale,Strata,144.0,27513.0,Condominium,99 yrs lease commencing from 2024,21,Rest of Central Region,16 to 20,1.31971103411894,103.775102771247,40 PINE GROVE NAVA GROVE (U/C) SINGAPORE 597775,60.0,1,1,0,6,10,4
DAINTREE RESIDENCE,3250000.0,1485.43,2188.0,2025-08-01,Resale,Strata,138.0,23551.0,Condominium,99 yrs lease commencing from 2017,21,Rest of Central Region,01 to 05,1.33968671314796,103.770941441195,11C TOH TUCK ROAD DAINTREE RESIDENCE SINGAPORE 596159,60.0,1,2,3,4,3,10
MAPLE WOODS,2128000.0,990.29,2149.0,2025-08-01,Resale,Strata,92.0,23130.0,Condominium,Freehold,21,Rest of Central Region,01 to 05,1.33405738767157,103.783567190752,991 BUKIT TIMAH ROAD MAPLE WOODS SINGAPORE 589630,60.0,1,1,1,6,3,6
HIGHGATE,2200000.0,1485.43,1481.0,2025-08-01,Resale,Strata,138.0,15942.0,Condominium,Freehold,21,Rest of Central Region,01 to 05,1.34183859405778,103.766292641702,66 TOH TUCK ROAD HIGHGATE SINGAPORE 596730,60.0,0,1,0,3,7,10
MAPLE WOODS,4060000.0,1786.82,2272.0,2025-08-01,Resale,Strata,166.0,24458.0,Condominium,Freehold,21,Rest of Central Region,01 to 05,1.33405738767157,103.783567190752,991 BUKIT TIMAH ROAD MAPLE WOODS SINGAPORE 589630,60.0,1,1,1,6,3,6
GARDENVISTA,2340000.0,1162.51,2013.0,2025-08-01,Resale,Strata,108.0,21667.0,Condominium,99 yrs lease commencing from 1999,21,Rest of Central Region,01 to 05,1.3379303694628,103.780475005793,962 DUNEARN ROAD GARDENVISTA SINGAPORE 589487,60.0,2,2,3,5,2,4
PINETREE HILL,3494000.0,1291.68,2705.0,2025-08-01,New Sale,Strata,120.0,29117.0,Condominium,99 yrs lease commencing from 2022,21,Rest of Central Region,21 to 25,1.31987177689792,103.776658479925,36 PINE GROVE PINETREE HILL (U/C) SINGAPORE 598444,60.0,1,1,0,6,10,5
FORETT@BUKIT TIMAH,1038888.0,473.62,2194.0,2025-08-01,Resale,Strata,44.0,23611.0,Apartment,Freehold,21,Rest of Central Region,06 to 10,1.33990853882395,103.767523150763,32 TOH TUCK ROAD FORETT@BUKIT TIMAH SINGAPORE 596710,60.0,1,2,1,3,5,10
THE HILLFORD,580000.0,398.27,1456.0,2025-08-01,Resale,Strata,37.0,15676.0,Apartment,60 yrs lease commencing from 2013,21,Rest of Central Region,01 to 05,1.34472304227811,103.769622200349,172 JALAN JURONG KECHIL THE HILLFORD SINGAPORE 596182,60.0,1,2,2,3,5,6
MAYFAIR MODERN,2550000.0,1044.11,2442.0,2025-08-01,Resale,Strata,97.0,26289.0,Condominium,99 yrs lease commencing from 2018,21,Rest of Central Region,01 to 05,1.33754381802021,103.781458683883,6 RIFLE RANGE ROAD MAYFAIR MODERN SINGAPORE 588375,60.0,2,2,3,5,2,4
SOUTHAVEN I,1915000.0,1528.49,1253.0,2025-08-01,Resale,Strata,142.0,13486.0,Condominium,99 yrs lease commencing from 1994,21,Outside Central Region,01 to 05,1.34726029144314,103.773320827343,41 HINDHEDE WALK SOUTHAVEN I SINGAPORE 587972,60.0,1,2,2,4,3,5
DAINTREE RESIDENCE,1380000.0,710.42,1943.0,2025-08-01,Resale,Strata,66.0,20909.0,Condominium,99 yrs lease commencing from 2017,21,Rest of Central Region,01 to 05,1.33968671314796,103.770941441195,11C TOH TUCK ROAD DAINTREE RESIDENCE SINGAPORE 596159,60.0,1,2,3,4,3,10
CLEMENTI PARK,3080000.0,1872.94,1644.0,2025-08-01,Resale,Strata,174.0,17701.0,Condominium,Freehold,21,Outside Central Region,06 to 10,1.33089356982014,103.766440219511,137 SUNSET WAY CLEMENTI PARK SINGAPORE 597159,60.0,0,0,0,4,7,9
PINETREE HILL,2991000.0,1216.33,2459.0,2025-08-01,New Sale,Strata,113.0,26469.0,Condominium,99 yrs lease commencing from 2022,21,Rest of Central Region,11 to 15,1.31987177689792,103.776658479925,36 PINE GROVE PINETREE HILL (U/C) SINGAPORE 598444,60.0,1,1,0,6,10,5
PINE GROVE,1700000.0,1700.71,1000.0,2025-08-01,Resale,Strata,158.0,10759.0,Condominium,99 yrs lease commencing from 1984,21,Rest of Central Region,01 to 05,1.31837347170308,103.774344276705,1P PINE GROVE PINE GROVE SINGAPORE 591401,60.0,1,1,0,5,10,4
PINETREE HILL,3515000.0,1291.68,2721.0,2025-08-01,New Sale,Strata,120.0,29292.0,Condominium,99 yrs lease commencing from 2022,21,Rest of Central Region,21 to 25,1.31987177689792,103.776658479925,36 PINE GROVE PINETREE HILL (U/C) SINGAPORE 598444,60.0,1,1,0,6,10,5
NAVA GROVE,3938600.0,1550.02,2541.0,2025-08-01,New Sale,Strata,144.0,27351.0,Condominium,99 yrs lease commencing from 2024,21,Rest of Central Region,16 to 20,1.31971103411894,103.775102771247,40 PINE GROVE NAVA GROVE (U/C) SINGAPORE 597775,60.0,1,1,0,6,10,4
CLEMENTI PARK,3120000.0,2271.2,1374.0,2025-08-01,Resale,Strata,211.0,14787.0,Condominium,Freehold,21,Outside Central Region,01 to 05,1.33089356982014,103.766440219511,137 SUNSET WAY CLEMENTI PARK SINGAPORE 597159,60.0,0,0,0,4,7,9
KI RESIDENCES AT BROOKVALE,2720000.0,1173.28,2318.0,2025-08-01,Sub Sale,Strata,109.0,24954.0,Condominium,999 yrs lease commencing from 1885,21,Outside Central Region,06 to 10,1.32939185596503,103.769843706752,20 BROOKVALE DRIVE KI RESIDENCES AT BROOKVALE SINGAPORE 599982,60.0,0,0,0,5,7,10
PINETREE HILL,2900000.0,1216.33,2384.0,2025-08-01,New Sale,Strata,113.0,25664.0,Condominium,99 yrs lease commencing from 2022,21,Rest of Central Region,06 to 10,1.31987177689792,103.776658479925,36 PINE GROVE PINETREE HILL (U/C) SINGAPORE 598444,60.0,1,1,0,6,10,5
THE BLOSSOMVALE,2250000.0,1011.82,2224.0,2025-08-01,Resale,Strata,94.0,23936.0,Condominium,999 yrs lease commencing from 1884,21,Rest of Central Region,01 to 05,1.33673935083253,103.782820735846,900 DUNEARN ROAD THE BLOSSOMVALE SINGAPORE 589473,60.0,2,2,3,5,2,4
THE LINQ @ BEAUTY WORLD,1838000.0,667.37,2754.0,2025-08-01,Sub Sale,Strata,62.0,29645.0,Apartment,Freehold,21,Rest of Central Region,06 to 10,1.34074585001624,103.776284203427,118 UPPER BUKIT TIMAH ROAD THE LINQ @ BEAUTY WORLD SINGAPORE 588173,60.0,1,2,3,4,2,5
KI RESIDENCES AT BROOKVALE,2146000.0,979.52,2191.0,2025-08-01,Sub Sale,Strata,91.0,23582.0,Condominium,999 yrs lease commencing from 1885,21,Outside Central Region,01 to 05,1.32939185596503,103.769843706752,20 BROOKVALE DRIVE KI RESIDENCES AT BROOKVALE SINGAPORE 599982,60.0,0,0,0,5,7,10
CLEMENTI PARK,2060000.0,1345.5,1531.0,2025-08-01,Resale,Strata,125.0,16480.0,Condominium,Freehold,21,Outside Central Region,01 to 05,1.33089356982014,103.766440219511,137 SUNSET WAY CLEMENTI PARK SINGAPORE 597159,60.0,0,0,0,4,7,9
THE CASCADIA,1930000.0,882.65,2187.0,2025-08-01,Resale,Strata,82.0,23537.0,Condominium,Freehold,21,Rest of Central Region,06 to 10,1.33380822615437,103.787778146771,921 BUKIT TIMAH ROAD THE CASCADIA SINGAPORE 589624,60.0,1,0,0,5,5,5
THE HILLFORD,590000.0,398.27,1481.0,2025-08-01,Resale,Strata,37.0,15946.0,Apartment,60 yrs lease commencing from 2013,21,Rest of Central Region,01 to 05,1.34472304227811,103.769622200349,172 JALAN JURONG KECHIL THE HILLFORD SINGAPORE 596182,60.0,1,2,2,3,5,6
THE CASCADIA,2860000.0,1216.33,2351.0,2025-08-01,Resale,Strata,113.0,25310.0,Condominium,Freehold,21,Rest of Central Region,01 to 05,1.33380822615437,103.787778146771,921 BUKIT TIMAH ROAD THE CASCADIA SINGAPORE 589624,60.0,1,0,0,5,5,5
SOUTHAVEN II,2500000.0,1722.24,1452.0,2025-08-01,Resale,Strata,160.0,15625.0,Condominium,999 yrs lease commencing from 1877,21,Outside Central Region,01 to 05,1.34694658217219,103.772158776058,33 HINDHEDE WALK SOUTHAVEN II SINGAPORE 587968,60.0,1,2,2,3,3,4
SYMPHONY HEIGHTS,1750000.0,968.76,1806.0,2025-08-01,Resale,Strata,90.0,19444.0,Condominium,Freehold,21,Outside Central Region,06 to 10,1.35601306530537,103.766973048822,33 HUME AVENUE SYMPHONY HEIGHTS SINGAPORE 598734,60.0,1,0,2,3,9,6
MAPLE WOODS,3258000.0,1539.25,2117.0,2025-08-01,Resale,Strata,143.0,22783.0,Condominium,Freehold,21,Rest of Central Region,01 to 05,1.33405738767157,103.783567190752,991 BUKIT TIMAH ROAD MAPLE WOODS SINGAPORE 589630,60.0,1,1,1,6,3,6
MAYFAIR MODERN,1620000.0,796.54,2034.0,2025-08-01,Resale,Strata,74.0,21892.0,Condominium,99 yrs lease commencing from 2018,21,Rest of Central Region,06 to 10,1.33754381802021,103.781458683883,6 RIFLE RANGE ROAD MAYFAIR MODERN SINGAPORE 588375,60.0,2,2,3,5,2,4
1 KING ALBERT PARK,1950000.0,1108.69,1759.0,2025-08-01,Resale,Strata,103.0,18932.0,Condominium,Freehold,21,Rest of Central Region,01 to 05,1.33657351759693,103.780297255982,1 KING ALBERT PARK 1 KING ALBERT PARK SINGAPORE 598326,60.0,2,2,3,5,2,5
DAINTREE RESIDENCE,1340000.0,667.37,2008.0,2025-08-01,Resale,Strata,62.0,21613.0,Condominium,99 yrs lease commencing from 2017,21,Rest of Central Region,01 to 05,1.33968671314796,103.770941441195,11C TOH TUCK ROAD DAINTREE RESIDENCE SINGAPORE 596159,60.0,1,2,3,4,3,10
THE CREEK @ BUKIT,1940000.0,1205.57,1609.0,2025-08-01,Resale,Strata,112.0,17321.0,Condominium,Freehold,21,Rest of Central Region,01 to 05,1.34004658950475,103.770121496506,13 TOH TUCK ROAD THE CREEK @ BUKIT SINGAPORE 596196,60.0,1,2,3,3,4,9
NAVA GROVE,4365500.0,1722.24,2535.0,2025-08-01,New Sale,Strata,160.0,27284.0,Condominium,99 yrs lease commencing from 2024,21,Rest of Central Region,11 to 15,1.31971103411894,103.775102771247,40 PINE GROVE NAVA GROVE (U/C) SINGAPORE 597775,60.0,1,1,0,6,10,4
NAVA GROVE,3005000.0,1108.69,2710.0,2025-08-01,New Sale,Strata,103.0,29175.0,Condominium,99 yrs lease commencing from 2024,21,Rest of Central Region,21 to 25,1.31971103411894,103.775102771247,40 PINE GROVE NAVA GROVE (U/C) SINGAPORE 597775,60.0,1,1,0,6,10,4
NAVA GROVE,3296300.0,1334.74,2470.0,2025-08-01,New Sale,Strata,124.0,26583.0,Condominium,99 yrs lease commencing from 2024,21,Rest of Central Region,11 to 15,1.31971103411894,103.775102771247,40 PINE GROVE NAVA GROVE (U/C) SINGAPORE 597775,60.0,1,1,0,6,10,4
PINETREE HILL,3483000.0,1291.68,2696.0,2025-07-01,New Sale,Strata,120.0,29025.0,Condominium,99 yrs lease commencing from 2022,21,Rest of Central Region,21 to 25,1.31987177689792,103.776658479925,36 PINE GROVE PINETREE HILL (U/C) SINGAPORE 598444,59.0,1,1,0,6,10,5
NAVA GROVE,3243700.0,1334.74,2430.0,2025-07-01,New Sale,Strata,124.0,26159.0,Condominium,99 yrs lease commencing from 2024,21,Rest of Central Region,01 to 05,1.31971103411894,103.775102771247,40 PINE GROVE NAVA GROVE (U/C) SINGAPORE 597775,59.0,1,1,0,6,10,4
NAVA GROVE,3320100.0,1334.74,2487.0,2025-07-01,New Sale,Strata,124.0,26775.0,Condominium,99 yrs lease commencing from 2024,21,Rest of Central Region,06 to 10,1.31971103411894,103.775102771247,40 PINE GROVE NAVA GROVE (U/C) SINGAPORE 597775,59.0,1,1,0,6,10,4
MAPLE WOODS,3150000.0,1377.79,2286.0,2025-07-01,Resale,Strata,128.0,24609.0,Condominium,Freehold,21,Rest of Central Region,01 to 05,1.33405738767157,103.783567190752,991 BUKIT TIMAH ROAD MAPLE WOODS SINGAPORE 589630,59.0,1,1,1,6,3,6
THE RESERVE RESIDENCES,5280000.0,2249.68,2347.0,2025-07-01,New Sale,Strata,209.0,25263.0,Apartment,99 yrs lease commencing from 2021,21,Rest of Central Region,01 to 05,1.34084176825735,103.777682636132,15 JALAN ANAK BUKIT THE RESERVE RESIDENCES (U/C) SINGAPORE 589770,59.0,2,2,3,4,2,7
FORETT@BUKIT TIMAH,1790000.0,764.24,2342.0,2025-07-01,Resale,Strata,71.0,25211.0,Apartment,Freehold,21,Rest of Central Region,06 to 10,1.33990853882395,103.767523150763,32 TOH TUCK ROAD FORETT@BUKIT TIMAH SINGAPORE 596710,59.0,1,2,1,3,5,10
NAVA GROVE,3269200.0,1334.74,2449.0,2025-07-01,New Sale,Strata,124.0,26365.0,Condominium,99 yrs lease commencing from 2024,21,Rest of Central Region,06 to 10,1.31971103411894,103.775102771247,40 PINE GROVE NAVA GROVE (U/C) SINGAPORE 597775,59.0,1,1,0,6,10,4
PARC PALAIS,2670000.0,1485.43,1797.0,2025-07-01,Resale,Strata,138.0,19348.0,Condominium,Freehold,21,Outside Central Region,06 to 10,1.35728575816488,103.765110511174,57 HUME AVENUE PARC PALAIS SINGAPORE 598753,59.0,1,0,2,3,11,7
JARDIN,3410000.0,1689.95,2018.0,2025-07-01,Resale,Strata,157.0,21720.0,Condominium,Freehold,21,Rest of Central Region,01 to 05,1.337684398384,103.780147954617,968 DUNEARN ROAD JARDIN SINGAPORE 589489,59.0,2,2,3,5,2,5
8@BT,2940000.0,1001.05,2937.0,2025-07-01,New Sale,Strata,93.0,31613.0,Condominium,99 yrs lease commencing from 2023,21,Rest of Central Region,16 to 20,1.34137140164237,103.776905804914,8 BUKIT TIMAH LINK 8@BT (U/C) SINGAPORE 589944,59.0,1,2,3,4,2,6
KI RESIDENCES AT BROOKVALE,2880000.0,1259.39,2287.0,2025-07-01,Sub Sale,Strata,117.0,24615.0,Condominium,999 yrs lease commencing from 1885,21,Outside Central Region,06 to 10,1.32939185596503,103.769843706752,20 BROOKVALE DRIVE KI RESIDENCES AT BROOKVALE SINGAPORE 599982,59.0,0,0,0,5,7,10
GARDENVISTA,2370000.0,1162.51,2039.0,2025-07-01,Resale,Strata,108.0,21944.0,Condominium,99 yrs lease commencing from 1999,21,Rest of Central Region,06 to 10,1.3379303694628,103.780475005793,962 DUNEARN ROAD GARDENVISTA SINGAPORE 589487,59.0,2,2,3,5,2,4
