Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Property Type,Tenure,Postal District,Market Segment,Floor Level,Latitude,Longitude,Full Address,Sale Months Since Sep 2020,Num MRT Within 1km,Num Hawker Within 1km,Num Malls Within 1km,Num Hospitals Within 5km,Num Schools Within 2km,Num Parks Within 1km
PROMENADE PEAK,1569700.0,527.44,2976.0,2025-08-01,New Sale,Strata,49.0,32035.0,Condominium,99 yrs lease commencing from 2024,3,Rest of Central Region,26 to 30,1.29157008048749,103.833142480825,1 ZION PROMENADE PROMENADE PEAK (U/C) SINGAPORE 169564,60.0,3,5,2,14,10,3
QUEENS PEAK,1058000.0,484.38,2184.0,2025-08-01,Resale,Strata,45.0,23511.0,Condominium,99 yrs lease commencing from 2015,3,Rest of Central Region,16 to 20,1.294336667463,103.807020127351,3 DUNDEE ROAD QUEENS PEAK SINGAPORE 149457,60.0,1,4,3,9,9,0
HIGHLINE RESIDENCES,2400000.0,1130.22,2123.0,2025-08-01,Resale,Strata,105.0,22857.0,Condominium,99 yrs lease commencing from 2013,3,Rest of Central Region,01 to 05,1.28416577731538,103.829816710958,11 KIM TIAN ROAD HIGHLINE RESIDENCES SINGAPORE 168594,60.0,2,6,1,13,12,5
PROMENADE PEAK,2985400.0,1033.34,2889.0,2025-08-01,New Sale,Strata,96.0,31098.0,Condominium,99 yrs lease commencing from 2024,3,Rest of Central Region,21 to 25,1.29157008048749,103.833142480825,1 ZION PROMENADE PROMENADE PEAK (U/C) SINGAPORE 169564,60.0,3,5,2,14,10,3
PROMENADE PEAK,2479600.0,785.77,3156.0,2025-08-01,New Sale,Strata,73.0,33967.0,Condominium,99 yrs lease commencing from 2024,3,Rest of Central Region,36 to 40,1.29157008048749,103.833142480825,1 ZION PROMENADE PROMENADE PEAK (U/C) SINGAPORE 169564,60.0,3,5,2,14,10,3
STIRLING RESIDENCES,1818888.0,904.18,2012.0,2025-08-01,Resale,Strata,84.0,21653.0,Apartment,99 yrs lease commencing from 2017,3,Rest of Central Region,36 to 40,1.29677202648703,103.800712927589,503 STIRLING ROAD MDIS RESIDENCES @ STIRLING SINGAPORE 148959,60.0,2,4,0,8,9,0
STIRLING RESIDENCES,1530000.0,656.6,2330.0,2025-08-01,Resale,Strata,61.0,25082.0,Apartment,99 yrs lease commencing from 2017,3,Rest of Central Region,36 to 40,1.29677202648703,103.800712927589,503 STIRLING ROAD MDIS RESIDENCES @ STIRLING SINGAPORE 148959,60.0,2,4,0,8,9,0
PROMENADE PEAK,1548000.0,527.44,2935.0,2025-08-01,New Sale,Strata,49.0,31592.0,Condominium,99 yrs lease commencing from 2024,3,Rest of Central Region,21 to 25,1.29157008048749,103.833142480825,1 ZION PROMENADE PROMENADE PEAK (U/C) SINGAPORE 169564,60.0,3,5,2,14,10,3
AVENUE SOUTH RESIDENCE,1678000.0,688.9,2436.0,2025-08-01,Resale,Strata,64.0,26219.0,Apartment,99 yrs lease commencing from 2018,3,Rest of Central Region,36 to 40,1.27662953410733,103.829105212029,11 SILAT AVENUE AVENUE SOUTH RESIDENCE SINGAPORE 168877,60.0,2,3,0,9,9,2
COMMONWEALTH TOWERS,2150000.0,904.18,2378.0,2025-08-01,Resale,Strata,84.0,25595.0,Condominium,99 yrs lease commencing from 2013,3,Rest of Central Region,11 to 15,1.29573433474414,103.806030198974,230 COMMONWEALTH AVENUE COMMONWEALTH TOWERS SINGAPORE 149739,60.0,1,3,3,9,8,0
RIVIERE,3600000.0,1216.33,2960.0,2025-08-01,Resale,Strata,113.0,31858.0,Apartment,99 yrs lease commencing from 2018,3,Rest of Central Region,06 to 10,1.3546911714716,103.875392408709,19B LIM TUA TOW ROAD CASA RIVIERA SINGAPORE 547802,60.0,2,0,2,7,19,8
ECHELON,3280000.0,1571.54,2087.0,2025-08-01,Resale,Strata,146.0,22466.0,Condominium,99 yrs lease commencing from 2012,3,Rest of Central Region,26 to 30,1.29060694545576,103.817866920135,9 ALEXANDRA VIEW ECHELON SINGAPORE 158742,60.0,1,4,0,15,11,1
STIRLING RESIDENCES,1775000.0,678.13,2617.0,2025-08-01,Resale,Strata,63.0,28175.0,Apartment,99 yrs lease commencing from 2017,3,Rest of Central Region,31 to 35,1.29677202648703,103.800712927589,503 STIRLING ROAD MDIS RESIDENCES @ STIRLING SINGAPORE 148959,60.0,2,4,0,8,9,0
COMMONWEALTH TOWERS,2588000.0,1076.4,2404.0,2025-08-01,Resale,Strata,100.0,25880.0,Condominium,99 yrs lease commencing from 2013,3,Rest of Central Region,16 to 20,1.29573433474414,103.806030198974,230 COMMONWEALTH AVENUE COMMONWEALTH TOWERS SINGAPORE 149739,60.0,1,3,3,9,8,0
PROMENADE PEAK,5313100.0,1582.31,3358.0,2025-08-01,New Sale,Strata,147.0,36144.0,Condominium,99 yrs lease commencing from 2024,3,Rest of Central Region,46 to 50,1.29157008048749,103.833142480825,1 ZION PROMENADE PROMENADE PEAK (U/C) SINGAPORE 169564,60.0,3,5,2,14,10,3
PRINCIPAL GARDEN,1711000.0,785.77,2177.0,2025-08-01,Resale,Strata,73.0,23438.0,Condominium,99 yrs lease commencing from 2014,3,Rest of Central Region,16 to 20,1.29237506748178,103.822836693912,99 PRINCE CHARLES CRESCENT PRINCIPAL GARDEN SINGAPORE 159029,60.0,2,6,1,15,12,1
PROMENADE PEAK,2041900.0,667.37,3060.0,2025-08-01,New Sale,Strata,62.0,32934.0,Condominium,99 yrs lease commencing from 2024,3,Rest of Central Region,31 to 35,1.29157008048749,103.833142480825,1 ZION PROMENADE PROMENADE PEAK (U/C) SINGAPORE 169564,60.0,3,5,2,14,10,3
MARGARET VILLE,1110000.0,527.44,2105.0,2025-08-01,Resale,Strata,49.0,22653.0,Apartment,99 yrs lease commencing from 2017,3,Rest of Central Region,01 to 05,1.2995172080842,103.802806930224,20 MARGARET DRIVE MARGARET VILLE SINGAPORE 149312,60.0,2,5,0,8,8,0
CENTRAL GREEN CONDOMINIUM,1562800.0,947.23,1650.0,2025-08-01,Resale,Strata,88.0,17759.0,Condominium,99 yrs lease commencing from 1992,3,Rest of Central Region,01 to 05,1.28519576156367,103.827677219577,1 JALAN MEMBINA CENTRAL GREEN CONDOMINIUM SINGAPORE 169479,60.0,2,6,1,14,13,3
EMERALD PARK,1455000.0,925.7,1572.0,2025-08-01,Resale,Strata,86.0,16919.0,Condominium,99 yrs lease commencing from 1991,3,Rest of Central Region,01 to 05,1.28975290405411,103.83034971382,4 INDUS ROAD EMERALD PARK SINGAPORE 169587,60.0,3,4,2,14,14,4
THE METROPOLITAN CONDOMINIUM,3275000.0,1733.0,1890.0,2025-08-01,Resale,Strata,161.0,20342.0,Condominium,99 yrs lease commencing from 2006,3,Rest of Central Region,01 to 05,1.2904773422307,103.81601645096,8 ALEXANDRA VIEW THE METROPOLITAN CONDOMINIUM SINGAPORE 158747,60.0,1,5,0,15,12,1
PROMENADE PEAK,3052600.0,1076.4,2836.0,2025-08-01,New Sale,Strata,100.0,30526.0,Condominium,99 yrs lease commencing from 2024,3,Rest of Central Region,06 to 10,1.29157008048749,103.833142480825,1 ZION PROMENADE PROMENADE PEAK (U/C) SINGAPORE 169564,60.0,3,5,2,14,10,3
STIRLING RESIDENCES,1014000.0,441.32,2298.0,2025-08-01,Resale,Strata,41.0,24732.0,Apartment,99 yrs lease commencing from 2017,3,Rest of Central Region,11 to 15,1.29677202648703,103.800712927589,503 STIRLING ROAD MDIS RESIDENCES @ STIRLING SINGAPORE 148959,60.0,2,4,0,8,9,0
PROMENADE PEAK,1413067.0,527.44,2679.0,2025-08-01,New Sale,Strata,49.0,28838.0,Condominium,99 yrs lease commencing from 2024,3,Rest of Central Region,06 to 10,1.29157008048749,103.833142480825,1 ZION PROMENADE PROMENADE PEAK (U/C) SINGAPORE 169564,60.0,3,5,2,14,10,3
PROMENADE PEAK,4747600.0,1420.85,3341.0,2025-08-01,New Sale,Strata,132.0,35967.0,Condominium,99 yrs lease commencing from 2024,3,Rest of Central Region,51 to 55,1.29157008048749,103.833142480825,1 ZION PROMENADE PROMENADE PEAK (U/C) SINGAPORE 169564,60.0,3,5,2,14,10,3
QUEENS,2200888.0,1194.8,1842.0,2025-08-01,Resale,Strata,111.0,19828.0,Condominium,99 yrs lease commencing from 1998,3,Rest of Central Region,36 to 40,1.29299604681606,103.805665563173,10 STIRLING ROAD QUEENS SINGAPORE 148954,60.0,1,4,3,9,9,0
STIRLING RESIDENCES,1838000.0,764.24,2405.0,2025-08-01,Resale,Strata,71.0,25887.0,Apartment,99 yrs lease commencing from 2017,3,Rest of Central Region,01 to 05,1.29677202648703,103.800712927589,503 STIRLING ROAD MDIS RESIDENCES @ STIRLING SINGAPORE 148959,60.0,2,4,0,8,9,0
STIRLING RESIDENCES,1400000.0,656.6,2132.0,2025-08-01,Resale,Strata,61.0,22951.0,Apartment,99 yrs lease commencing from 2017,3,Rest of Central Region,01 to 05,1.29677202648703,103.800712927589,503 STIRLING ROAD MDIS RESIDENCES @ STIRLING SINGAPORE 148959,60.0,2,4,0,8,9,0
AVENUE SOUTH RESIDENCE,1350000.0,656.6,2056.0,2025-08-01,Resale,Strata,61.0,22131.0,Apartment,99 yrs lease commencing from 2018,3,Rest of Central Region,16 to 20,1.27662953410733,103.829105212029,11 SILAT AVENUE AVENUE SOUTH RESIDENCE SINGAPORE 168877,60.0,2,3,0,9,9,2
PROMENADE PEAK,1780837.0,656.6,2712.0,2025-08-01,New Sale,Strata,61.0,29194.0,Condominium,99 yrs lease commencing from 2024,3,Rest of Central Region,01 to 05,1.29157008048749,103.833142480825,1 ZION PROMENADE PROMENADE PEAK (U/C) SINGAPORE 169564,60.0,3,5,2,14,10,3
PROMENADE PEAK,1481700.0,527.44,2809.0,2025-08-01,New Sale,Strata,49.0,30239.0,Condominium,99 yrs lease commencing from 2024,3,Rest of Central Region,11 to 15,1.29157008048749,103.833142480825,1 ZION PROMENADE PROMENADE PEAK (U/C) SINGAPORE 169564,60.0,3,5,2,14,10,3
COMMONWEALTH TOWERS,905000.0,473.62,1911.0,2025-08-01,Resale,Strata,44.0,20568.0,Condominium,99 yrs lease commencing from 2013,3,Rest of Central Region,01 to 05,1.29573433474414,103.806030198974,230 COMMONWEALTH AVENUE COMMONWEALTH TOWERS SINGAPORE 149739,60.0,1,3,3,9,8,0
RIVIERE,6050000.0,2002.1,3022.0,2025-08-01,Resale,Strata,186.0,32527.0,Apartment,99 yrs lease commencing from 2018,3,Rest of Central Region,06 to 10,1.3546911714716,103.875392408709,19B LIM TUA TOW ROAD CASA RIVIERA SINGAPORE 547802,60.0,2,0,2,7,19,8
THE REGENCY AT TIONG BAHRU,2300800.0,958.0,2402.0,2025-08-01,Resale,Strata,89.0,25852.0,Condominium,Freehold,3,Rest of Central Region,01 to 05,1.28186096037926,103.830562111061,36 CHAY YAN STREET THE REGENCY AT TIONG BAHRU SINGAPORE 169905,60.0,4,4,1,13,12,4
STIRLING RESIDENCES,1750000.0,764.24,2290.0,2025-08-01,Resale,Strata,71.0,24648.0,Apartment,99 yrs lease commencing from 2017,3,Rest of Central Region,01 to 05,1.29677202648703,103.800712927589,503 STIRLING ROAD MDIS RESIDENCES @ STIRLING SINGAPORE 148959,60.0,2,4,0,8,9,0
MERAPRIME,2350000.0,1097.93,2140.0,2025-08-01,Resale,Strata,102.0,23039.0,Condominium,99 yrs lease commencing from 2003,3,Rest of Central Region,16 to 20,1.28705859767551,103.82778753198,301 JALAN BUKIT HO SWEE MERAPRIME SINGAPORE 169568,60.0,2,6,2,15,13,4
PROMENADE PEAK,3052000.0,1033.34,2954.0,2025-08-01,New Sale,Strata,96.0,31792.0,Condominium,99 yrs lease commencing from 2024,3,Rest of Central Region,26 to 30,1.29157008048749,103.833142480825,1 ZION PROMENADE PROMENADE PEAK (U/C) SINGAPORE 169564,60.0,3,5,2,14,10,3
PROMENADE PEAK,4010400.0,1194.8,3357.0,2025-08-01,New Sale,Strata,111.0,36130.0,Condominium,99 yrs lease commencing from 2024,3,Rest of Central Region,56 to 60,1.29157008048749,103.833142480825,1 ZION PROMENADE PROMENADE PEAK (U/C) SINGAPORE 169564,60.0,3,5,2,14,10,3
PROMENADE PEAK,2030900.0,678.13,2995.0,2025-08-01,New Sale,Strata,63.0,32237.0,Condominium,99 yrs lease commencing from 2024,3,Rest of Central Region,21 to 25,1.29157008048749,103.833142480825,1 ZION PROMENADE PROMENADE PEAK (U/C) SINGAPORE 169564,60.0,3,5,2,14,10,3
PROMENADE PEAK,3829800.0,1162.51,3294.0,2025-08-01,New Sale,Strata,108.0,35461.0,Condominium,99 yrs lease commencing from 2024,3,Rest of Central Region,51 to 55,1.29157008048749,103.833142480825,1 ZION PROMENADE PROMENADE PEAK (U/C) SINGAPORE 169564,60.0,3,5,2,14,10,3
RIVER PLACE,2310000.0,1280.92,1803.0,2025-08-01,Resale,Strata,119.0,19412.0,Condominium,99 yrs lease commencing from 1995,3,Rest of Central Region,01 to 05,1.2896097164683,103.841276389346,60 HAVELOCK ROAD RIVER PLACE SINGAPORE 169658,60.0,7,4,4,13,9,8
AVENUE SOUTH RESIDENCE,1275000.0,527.44,2417.0,2025-08-01,Resale,Strata,49.0,26020.0,Apartment,99 yrs lease commencing from 2018,3,Rest of Central Region,46 to 50,1.27662953410733,103.829105212029,11 SILAT AVENUE AVENUE SOUTH RESIDENCE SINGAPORE 168877,60.0,2,3,0,9,9,2
PROMENADE PEAK,2011600.0,678.13,2966.0,2025-08-01,New Sale,Strata,63.0,31930.0,Condominium,99 yrs lease commencing from 2024,3,Rest of Central Region,26 to 30,1.29157008048749,103.833142480825,1 ZION PROMENADE PROMENADE PEAK (U/C) SINGAPORE 169564,60.0,3,5,2,14,10,3
PROMENADE PEAK,2295100.0,785.77,2921.0,2025-08-01,New Sale,Strata,73.0,31440.0,Condominium,99 yrs lease commencing from 2024,3,Rest of Central Region,16 to 20,1.29157008048749,103.833142480825,1 ZION PROMENADE PROMENADE PEAK (U/C) SINGAPORE 169564,60.0,3,5,2,14,10,3
PROMENADE PEAK,1543300.0,527.44,2926.0,2025-08-01,New Sale,Strata,49.0,31496.0,Condominium,99 yrs lease commencing from 2024,3,Rest of Central Region,21 to 25,1.29157008048749,103.833142480825,1 ZION PROMENADE PROMENADE PEAK (U/C) SINGAPORE 169564,60.0,3,5,2,14,10,3
THE CREST,1760000.0,861.12,2044.0,2025-08-01,Resale,Strata,80.0,22000.0,Condominium,99 yrs lease commencing from 2012,3,Rest of Central Region,06 to 10,1.29281920942183,103.819293138156,105 PRINCE CHARLES CRESCENT THE CREST SINGAPORE 159019,60.0,1,4,0,15,10,1
STIRLING RESIDENCES,2510000.0,1054.87,2379.0,2025-08-01,Resale,Strata,98.0,25612.0,Apartment,99 yrs lease commencing from 2017,3,Rest of Central Region,06 to 10,1.29677202648703,103.800712927589,503 STIRLING ROAD MDIS RESIDENCES @ STIRLING SINGAPORE 148959,60.0,2,4,0,8,9,0
HIGHLINE RESIDENCES,2860000.0,1108.69,2580.0,2025-08-01,Resale,Strata,103.0,27767.0,Condominium,99 yrs lease commencing from 2013,3,Rest of Central Region,11 to 15,1.28416577731538,103.829816710958,11 KIM TIAN ROAD HIGHLINE RESIDENCES SINGAPORE 168594,60.0,2,6,1,13,12,5
PROMENADE PEAK,1817692.0,667.37,2724.0,2025-08-01,New Sale,Strata,62.0,29318.0,Condominium,99 yrs lease commencing from 2024,3,Rest of Central Region,06 to 10,1.29157008048749,103.833142480825,1 ZION PROMENADE PROMENADE PEAK (U/C) SINGAPORE 169564,60.0,3,5,2,14,10,3
ONE PEARL BANK,1980000.0,742.72,2666.0,2025-08-01,Sub Sale,Strata,69.0,28696.0,Apartment,99 yrs lease commencing from 2019,3,Rest of Central Region,16 to 20,1.28296148659589,103.839814598308,1 PEARL BANK ONE PEARL BANK SINGAPORE 169016,60.0,10,8,4,13,8,8
PROMENADE PEAK,2015000.0,678.13,2971.0,2025-08-01,New Sale,Strata,63.0,31984.0,Condominium,99 yrs lease commencing from 2024,3,Rest of Central Region,21 to 25,1.29157008048749,103.833142480825,1 ZION PROMENADE PROMENADE PEAK (U/C) SINGAPORE 169564,60.0,3,5,2,14,10,3
COMMONWEALTH TOWERS,2096888.0,904.18,2319.0,2025-08-01,Resale,Strata,84.0,24963.0,Condominium,99 yrs lease commencing from 2013,3,Rest of Central Region,06 to 10,1.29573433474414,103.806030198974,230 COMMONWEALTH AVENUE COMMONWEALTH TOWERS SINGAPORE 149739,60.0,1,3,3,9,8,0
QUEENS PEAK,985000.0,441.32,2232.0,2025-08-01,Resale,Strata,41.0,24024.0,Condominium,99 yrs lease commencing from 2015,3,Rest of Central Region,21 to 25,1.294336667463,103.807020127351,3 DUNDEE ROAD QUEENS PEAK SINGAPORE 149457,60.0,1,4,3,9,9,0
AVENUE SOUTH RESIDENCE,1530000.0,731.95,2090.0,2025-08-01,Resale,Strata,68.0,22500.0,Apartment,99 yrs lease commencing from 2018,3,Rest of Central Region,01 to 05,1.27662953410733,103.829105212029,11 SILAT AVENUE AVENUE SOUTH RESIDENCE SINGAPORE 168877,60.0,2,3,0,9,9,2
CENTRAL GREEN CONDOMINIUM,2580000.0,1431.61,1802.0,2025-08-01,Resale,Strata,133.0,19398.0,Condominium,99 yrs lease commencing from 1992,3,Rest of Central Region,06 to 10,1.28519576156367,103.827677219577,1 JALAN MEMBINA CENTRAL GREEN CONDOMINIUM SINGAPORE 169479,60.0,2,6,1,14,13,3
ALEX RESIDENCES,2142000.0,925.7,2314.0,2025-08-01,Resale,Strata,86.0,24907.0,Apartment,99 yrs lease commencing from 2013,3,Rest of Central Region,21 to 25,1.29056999681587,103.819000781728,28 ALEXANDRA VIEW ALEX RESIDENCES SINGAPORE 158744,60.0,1,5,0,15,12,1
PROMENADE PEAK,2913100.0,1033.34,2819.0,2025-08-01,New Sale,Strata,96.0,30345.0,Condominium,99 yrs lease commencing from 2024,3,Rest of Central Region,11 to 15,1.29157008048749,103.833142480825,1 ZION PROMENADE PROMENADE PEAK (U/C) SINGAPORE 169564,60.0,3,5,2,14,10,3
PROMENADE PEAK,3708800.0,1162.51,3190.0,2025-08-01,New Sale,Strata,108.0,34341.0,Condominium,99 yrs lease commencing from 2024,3,Rest of Central Region,46 to 50,1.29157008048749,103.833142480825,1 ZION PROMENADE PROMENADE PEAK (U/C) SINGAPORE 169564,60.0,3,5,2,14,10,3
ALESSANDREA,2180000.0,1097.93,1986.0,2025-08-01,Resale,Strata,102.0,21373.0,Apartment,Freehold,3,Rest of Central Region,11 to 15,1.29050566271653,103.822587341402,31 ALEXANDRA ROAD ALESSANDREA SINGAPORE 159967,60.0,2,7,1,15,13,1
PROMENADE PEAK,1438700.0,527.44,2728.0,2025-08-01,New Sale,Strata,49.0,29361.0,Condominium,99 yrs lease commencing from 2024,3,Rest of Central Region,06 to 10,1.29157008048749,103.833142480825,1 ZION PROMENADE PROMENADE PEAK (U/C) SINGAPORE 169564,60.0,3,5,2,14,10,3
PROMENADE PEAK,1891300.0,688.9,2745.0,2025-08-01,New Sale,Strata,64.0,29552.0,Condominium,99 yrs lease commencing from 2024,3,Rest of Central Region,06 to 10,1.29157008048749,103.833142480825,1 ZION PROMENADE PROMENADE PEAK (U/C) SINGAPORE 169564,60.0,3,5,2,14,10,3
PROMENADE PEAK,2053800.0,656.6,3128.0,2025-08-01,New Sale,Strata,61.0,33669.0,Condominium,99 yrs lease commencing from 2024,3,Rest of Central Region,41 to 45,1.29157008048749,103.833142480825,1 ZION PROMENADE PROMENADE PEAK (U/C) SINGAPORE 169564,60.0,3,5,2,14,10,3
PROMENADE PEAK,2856200.0,1033.34,2764.0,2025-08-01,New Sale,Strata,96.0,29752.0,Condominium,99 yrs lease commencing from 2024,3,Rest of Central Region,06 to 10,1.29157008048749,103.833142480825,1 ZION PROMENADE PROMENADE PEAK (U/C) SINGAPORE 169564,60.0,3,5,2,14,10,3
ECHELON,1670000.0,731.95,2282.0,2025-08-01,Resale,Strata,68.0,24559.0,Condominium,99 yrs lease commencing from 2012,3,Rest of Central Region,36 to 40,1.29060694545576,103.817866920135,9 ALEXANDRA VIEW ECHELON SINGAPORE 158742,60.0,1,4,0,15,11,1
PROMENADE PEAK,1999700.0,667.37,2996.0,2025-08-01,New Sale,Strata,62.0,32253.0,Condominium,99 yrs lease commencing from 2024,3,Rest of Central Region,26 to 30,1.29157008048749,103.833142480825,1 ZION PROMENADE PROMENADE PEAK (U/C) SINGAPORE 169564,60.0,3,5,2,14,10,3
PRINCIPAL GARDEN,1919000.0,807.3,2377.0,2025-08-01,Resale,Strata,75.0,25587.0,Condominium,99 yrs lease commencing from 2014,3,Rest of Central Region,21 to 25,1.29237506748178,103.822836693912,99 PRINCE CHARLES CRESCENT PRINCIPAL GARDEN SINGAPORE 159029,60.0,2,6,1,15,12,1
THE METROPOLITAN CONDOMINIUM,3368000.0,1743.77,1931.0,2025-08-01,Resale,Strata,162.0,20790.0,Condominium,99 yrs lease commencing from 2006,3,Rest of Central Region,26 to 30,1.2904773422307,103.81601645096,8 ALEXANDRA VIEW THE METROPOLITAN CONDOMINIUM SINGAPORE 158747,60.0,1,5,0,15,12,1
COMMONWEALTH TOWERS,2730000.0,1076.4,2536.0,2025-08-01,Resale,Strata,100.0,27300.0,Condominium,99 yrs lease commencing from 2013,3,Rest of Central Region,41 to 45,1.29573433474414,103.806030198974,230 COMMONWEALTH AVENUE COMMONWEALTH TOWERS SINGAPORE 149739,60.0,1,3,3,9,8,0
STIRLING RESIDENCES,1790000.0,764.24,2342.0,2025-08-01,Resale,Strata,71.0,25211.0,Apartment,99 yrs lease commencing from 2017,3,Rest of Central Region,06 to 10,1.29677202648703,103.800712927589,503 STIRLING ROAD MDIS RESIDENCES @ STIRLING SINGAPORE 148959,60.0,2,4,0,8,9,0
STIRLING RESIDENCES,1480000.0,635.08,2330.0,2025-08-01,Resale,Strata,59.0,25085.0,Apartment,99 yrs lease commencing from 2017,3,Rest of Central Region,06 to 10,1.29677202648703,103.800712927589,503 STIRLING ROAD MDIS RESIDENCES @ STIRLING SINGAPORE 148959,60.0,2,4,0,8,9,0
PROMENADE PEAK,2975000.0,1033.34,2879.0,2025-08-01,New Sale,Strata,96.0,30990.0,Condominium,99 yrs lease commencing from 2024,3,Rest of Central Region,16 to 20,1.29157008048749,103.833142480825,1 ZION PROMENADE PROMENADE PEAK (U/C) SINGAPORE 169564,60.0,3,5,2,14,10,3
PROMENADE PEAK,1993700.0,667.37,2987.0,2025-08-01,New Sale,Strata,62.0,32156.0,Condominium,99 yrs lease commencing from 2024,3,Rest of Central Region,26 to 30,1.29157008048749,103.833142480825,1 ZION PROMENADE PROMENADE PEAK (U/C) SINGAPORE 169564,60.0,3,5,2,14,10,3
THE CREST,2358000.0,1323.97,1781.0,2025-08-01,Resale,Strata,123.0,19171.0,Condominium,99 yrs lease commencing from 2012,3,Rest of Central Region,06 to 10,1.29281920942183,103.819293138156,105 PRINCE CHARLES CRESCENT THE CREST SINGAPORE 159019,60.0,1,4,0,15,10,1
ARTRA,1938000.0,828.83,2338.0,2025-08-01,Resale,Strata,77.0,25169.0,Apartment,99 yrs lease commencing from 2016,3,Rest of Central Region,16 to 20,1.29003067053998,103.817185273903,10 ALEXANDRA VIEW ARTRA SINGAPORE 158745,60.0,1,4,0,15,11,1
PROMENADE PEAK,1853400.0,688.9,2690.0,2025-08-01,New Sale,Strata,64.0,28959.0,Condominium,99 yrs lease commencing from 2024,3,Rest of Central Region,01 to 05,1.29157008048749,103.833142480825,1 ZION PROMENADE PROMENADE PEAK (U/C) SINGAPORE 169564,60.0,3,5,2,14,10,3
PROMENADE PEAK,2108600.0,764.24,2759.0,2025-08-01,New Sale,Strata,71.0,29699.0,Condominium,99 yrs lease commencing from 2024,3,Rest of Central Region,01 to 05,1.29157008048749,103.833142480825,1 ZION PROMENADE PROMENADE PEAK (U/C) SINGAPORE 169564,60.0,3,5,2,14,10,3
