Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Property Type,Tenure,Postal District,Market Segment,Floor Level,Latitude,Longitude,Full Address,Dist to CBD in Km,Sale Months Since Sep 2020,Num MRT Within 1km,Num Hawker Within 1km,Num Malls Within 1km,Num Hospitals Within 5km,Num Schools Within 2km,Num Parks Within 1km
THE SERENADE @ HOLLAND,2530000.0,1506.96,1679.0,2025-08-01,Resale,Strata,140.0,18071.0,Condominium,99 yrs lease commencing from 2001,10,Core Central Region,11 to 15,1.31846463946904,103.7798585243,371 HOLLAND ROAD THE SERENADE @ HOLLAND SINGAPORE 278698,8.83535243073473,60.0,1,0,0,6,10,8
CYAN,1408000.0,656.6,2144.0,2025-08-01,Resale,Strata,61.0,23082.0,Condominium,Freehold,10,Core Central Region,01 to 05,1.31826157961172,103.830352987178,6 KENG CHIN ROAD CYAN SINGAPORE 258709,4.5257651499743705,60.0,2,0,0,15,6,2
TANGLIN PARK,2650000.0,1033.34,2564.0,2025-08-01,Resale,Strata,96.0,27604.0,Condominium,Freehold,10,Core Central Region,01 to 05,1.29927195674912,103.816060842281,3B RIDLEY PARK TANGLIN PARK SINGAPORE 248473,4.284535445007524,60.0,2,0,0,15,9,1
ROYALGREEN,2350000.0,828.83,2835.0,2025-08-01,Resale,Strata,77.0,30519.0,Condominium,Freehold,10,Core Central Region,01 to 05,1.33082085734747,103.794158235766,6B ANAMALAI AVENUE ROYALGREEN SINGAPORE 279996,8.244904247684923,60.0,1,0,0,4,6,4
CASABELLA,2980000.0,1291.68,2307.0,2025-08-01,Resale,Strata,120.0,24833.0,Condominium,Freehold,10,Core Central Region,01 to 05,1.32377633732588,103.799575199149,176 DUCHESS AVENUE CASABELLA SINGAPORE 269187,7.285850502218317,60.0,2,0,0,8,7,7
UPPERHOUSE AT ORCHARD BOULEVARD,2401000.0,764.24,3142.0,2025-08-01,New Sale,Strata,71.0,33817.0,Apartment,99 yrs lease commencing from 2024,10,Core Central Region,06 to 10,1.30199604255669,103.824015107233,22 ORCHARD BOULEVARD UPPERHOUSE AT ORCHARD BOULEVARD (U/C) SINGAPORE 249628,3.664854264366718,60.0,4,0,5,16,7,1
UPPERHOUSE AT ORCHARD BOULEVARD,2641000.0,764.24,3456.0,2025-08-01,New Sale,Strata,71.0,37197.0,Apartment,99 yrs lease commencing from 2024,10,Core Central Region,31 to 35,1.30199604255669,103.824015107233,22 ORCHARD BOULEVARD UPPERHOUSE AT ORCHARD BOULEVARD (U/C) SINGAPORE 249628,3.664854264366718,60.0,4,0,5,16,7,1
UPPERHOUSE AT ORCHARD BOULEVARD,2647000.0,764.24,3464.0,2025-08-01,New Sale,Strata,71.0,37282.0,Apartment,99 yrs lease commencing from 2024,10,Core Central Region,31 to 35,1.30199604255669,103.824015107233,22 ORCHARD BOULEVARD UPPERHOUSE AT ORCHARD BOULEVARD (U/C) SINGAPORE 249628,3.664854264366718,60.0,4,0,5,16,7,1
THE SIENA,1360000.0,753.48,1805.0,2025-08-01,Resale,Strata,70.0,19429.0,Apartment,99 yrs lease commencing from 2013,10,Core Central Region,01 to 05,1.32090512547869,103.81162859118,33 TAN KIM CHENG ROAD THE SIENA SINGAPORE 266636,6.06354471047968,60.0,4,2,0,13,7,8
TOMLINSON HEIGHTS,10900000.0,2744.82,3971.0,2025-08-01,Resale,Strata,255.0,42745.0,Condominium,Freehold,10,Core Central Region,31 to 35,1.30293407693154,103.826949603307,31 TOMLINSON ROAD TOMLINSON HEIGHTS SINGAPORE 247855,3.4673797043193875,60.0,4,0,11,16,8,1
CORONATION GROVE,3108000.0,1915.99,1622.0,2025-08-01,Resale,Strata,178.0,17461.0,Condominium,999 yrs lease commencing from 1875,10,Core Central Region,01 to 05,1.32280707529585,103.802207276973,140 CORONATION ROAD CORONATION GROVE SINGAPORE 269526,6.990103271371026,60.0,2,1,0,10,6,6
UPPERHOUSE AT ORCHARD BOULEVARD,2361000.0,699.66,3374.0,2025-08-01,New Sale,Strata,65.0,36323.0,Apartment,99 yrs lease commencing from 2024,10,Core Central Region,16 to 20,1.30199604255669,103.824015107233,22 ORCHARD BOULEVARD UPPERHOUSE AT ORCHARD BOULEVARD (U/C) SINGAPORE 249628,3.664854264366718,60.0,4,0,5,16,7,1
UPPERHOUSE AT ORCHARD BOULEVARD,1545000.0,473.62,3262.0,2025-08-01,New Sale,Strata,44.0,35114.0,Apartment,99 yrs lease commencing from 2024,10,Core Central Region,16 to 20,1.30199604255669,103.824015107233,22 ORCHARD BOULEVARD UPPERHOUSE AT ORCHARD BOULEVARD (U/C) SINGAPORE 249628,3.664854264366718,60.0,4,0,5,16,7,1
JUNIPER HILL,1978200.0,656.6,3013.0,2025-08-01,Resale,Strata,61.0,32430.0,Apartment,Freehold,10,Core Central Region,01 to 05,1.31648203397817,103.829897153451,39 EWE BOON ROAD JUNIPER HILL SINGAPORE 259334,4.384350854998952,60.0,3,0,0,15,7,2
RV RESIDENCES,1630000.0,678.13,2404.0,2025-08-01,Resale,Strata,63.0,25873.0,Condominium,999 yrs lease commencing from 1877,10,Core Central Region,01 to 05,1.29434105033385,103.828440282424,461 RIVER VALLEY ROAD RV RESIDENCES SINGAPORE 248346,2.806464784347093,60.0,3,3,2,15,10,3
ONE CHATSWORTH,6500000.0,3401.42,1911.0,2025-08-01,Resale,Strata,316.0,20570.0,Apartment,Freehold,10,Core Central Region,01 to 05,1.29919025810903,103.824869146513,1 CHATSWORTH ROAD ONE CHATSWORTH SINGAPORE 249745,3.414999092117026,60.0,3,0,5,16,11,1
FOURTH AVENUE RESIDENCES,3100000.0,1108.69,2796.0,2025-08-01,Resale,Strata,103.0,30097.0,Apartment,99 yrs lease commencing from 2018,10,Core Central Region,06 to 10,1.33005484677732,103.797015631221,4 FOURTH AVENUE FOURTH AVENUE RESIDENCES SINGAPORE 268672,7.947808383264067,60.0,1,0,0,6,6,4
ROBIN SUITES,1140000.0,462.85,2463.0,2025-08-01,Resale,Strata,43.0,26512.0,Apartment,Freehold,10,Core Central Region,11 to 15,1.31769172514138,103.828769486315,25 ROBIN ROAD ROBIN SUITES SINGAPORE 258203,4.56465751556818,60.0,2,0,0,15,6,2
GRANGE RESIDENCES,8500000.0,2583.36,3290.0,2025-08-01,Resale,Strata,240.0,35417.0,Condominium,Freehold,10,Core Central Region,01 to 05,1.30437750284666,103.8226594615,95 GRANGE ROAD GRANGE RESIDENCES SINGAPORE 249616,3.941533049816905,60.0,3,0,4,16,7,1
D'LEEDON,1600000.0,785.77,2036.0,2025-08-01,Resale,Strata,73.0,21918.0,Condominium,99 yrs lease commencing from 2010,10,Core Central Region,16 to 20,1.31442165521267,103.803912974494,7 LEEDON HEIGHTS D'LEEDON SINGAPORE 267953,6.287543508981477,60.0,2,2,0,12,8,3
FOURTH AVENUE RESIDENCES,2700000.0,947.23,2850.0,2025-08-01,Resale,Strata,88.0,30682.0,Apartment,99 yrs lease commencing from 2018,10,Core Central Region,01 to 05,1.33005484677732,103.797015631221,4 FOURTH AVENUE FOURTH AVENUE RESIDENCES SINGAPORE 268672,7.947808383264067,60.0,1,0,0,6,6,4
19 NASSIM,2072000.0,645.84,3208.0,2025-08-01,Resale,Strata,60.0,34533.0,Apartment,99 yrs lease commencing from 2019,10,Core Central Region,01 to 05,1.30656346400868,103.8213284336,19 NASSIM HILL 19 NASSIM SINGAPORE 258482,4.206328487032694,60.0,2,0,2,16,6,2
FOURTH AVENUE RESIDENCES,3888000.0,1474.67,2637.0,2025-08-01,Resale,Strata,137.0,28380.0,Apartment,99 yrs lease commencing from 2018,10,Core Central Region,01 to 05,1.33005484677732,103.797015631221,4 FOURTH AVENUE FOURTH AVENUE RESIDENCES SINGAPORE 268672,7.947808383264067,60.0,1,0,0,6,6,4
ROYALGREEN,1918000.0,721.19,2660.0,2025-08-01,Resale,Strata,67.0,28627.0,Condominium,Freehold,10,Core Central Region,01 to 05,1.33082085734747,103.794158235766,6B ANAMALAI AVENUE ROYALGREEN SINGAPORE 279996,8.244904247684923,60.0,1,0,0,4,6,4
ST REGIS RESIDENCES SINGAPORE,5382500.0,2152.8,2500.0,2025-08-01,Resale,Strata,200.0,26913.0,Apartment,999 yrs lease commencing from 1995,10,Core Central Region,01 to 05,1.30556989413677,103.826602265235,33 TANGLIN ROAD SAINT REGIS RESIDENCES SINGAPORE SINGAPORE 247913,3.687945433821597,60.0,4,0,10,16,8,1
THE TESSARINA,2250000.0,1227.1,1834.0,2025-08-01,Resale,Strata,114.0,19737.0,Condominium,Freehold,10,Core Central Region,01 to 05,1.33247795637597,103.790246139413,26 WILBY ROAD THE TESSARINA SINGAPORE 276308,8.697570873726045,60.0,2,0,0,5,6,4
ST MARTIN'S,2290000.0,925.7,2474.0,2025-08-01,Resale,Strata,86.0,26628.0,Apartment,Freehold,10,Core Central Region,01 to 05,1.30570969876777,103.82446382138,1 SAINT MARTIN'S DRIVE SAINT MARTIN'S SINGAPORE 257988,3.87651745202,60.0,4,0,7,16,9,1
D'LEEDON,1400000.0,635.08,2204.0,2025-08-01,Resale,Strata,59.0,23729.0,Condominium,99 yrs lease commencing from 2010,10,Core Central Region,16 to 20,1.31442165521267,103.803912974494,7 LEEDON HEIGHTS D'LEEDON SINGAPORE 267953,6.287543508981477,60.0,2,2,0,12,8,3
19 NASSIM,2169090.0,570.49,3802.0,2025-08-01,Resale,Strata,53.0,40926.0,Apartment,99 yrs lease commencing from 2019,10,Core Central Region,06 to 10,1.30656346400868,103.8213284336,19 NASSIM HILL 19 NASSIM SINGAPORE 258482,4.206328487032694,60.0,2,0,2,16,6,2
UPPERHOUSE AT ORCHARD BOULEVARD,2402000.0,699.66,3433.0,2025-08-01,New Sale,Strata,65.0,36954.0,Apartment,99 yrs lease commencing from 2024,10,Core Central Region,16 to 20,1.30199604255669,103.824015107233,22 ORCHARD BOULEVARD UPPERHOUSE AT ORCHARD BOULEVARD (U/C) SINGAPORE 249628,3.664854264366718,60.0,4,0,5,16,7,1
DUCHESS CREST,3400000.0,1733.0,1962.0,2025-08-01,Resale,Strata,161.0,21118.0,Condominium,99 yrs lease commencing from 1995,10,Core Central Region,01 to 05,1.32466425522295,103.802991509306,66 DUCHESS AVENUE DUCHESS CREST SINGAPORE 269204,7.05487553492993,60.0,3,1,0,10,6,8
HOLLAND PEAK,2860000.0,1829.88,1563.0,2025-08-01,Resale,Strata,170.0,16824.0,Condominium,Freehold,10,Core Central Region,01 to 05,1.30909458705384,103.802173039724,27 HOLLAND HILL HOLLAND PEAK SINGAPORE 278741,6.152563521319131,60.0,2,3,0,10,7,1
BOULEVARD 88,7800000.0,1776.06,4392.0,2025-08-01,Resale,Strata,165.0,47273.0,Apartment,Freehold,10,Core Central Region,26 to 30,1.30495432076562,103.827627471264,86 ORCHARD BOULEVARD BOULEVARD 88 SINGAPORE 248655,3.5579836890840126,60.0,4,0,12,15,8,0
UPPERHOUSE AT ORCHARD BOULEVARD,7881000.0,2055.92,3833.0,2025-08-01,New Sale,Strata,191.0,41262.0,Apartment,99 yrs lease commencing from 2024,10,Core Central Region,31 to 35,1.30199604255669,103.824015107233,22 ORCHARD BOULEVARD UPPERHOUSE AT ORCHARD BOULEVARD (U/C) SINGAPORE 249628,3.664854264366718,60.0,4,0,5,16,7,1
UPPERHOUSE AT ORCHARD BOULEVARD,2331000.0,699.66,3332.0,2025-08-01,New Sale,Strata,65.0,35862.0,Apartment,99 yrs lease commencing from 2024,10,Core Central Region,11 to 15,1.30199604255669,103.824015107233,22 ORCHARD BOULEVARD UPPERHOUSE AT ORCHARD BOULEVARD (U/C) SINGAPORE 249628,3.664854264366718,60.0,4,0,5,16,7,1
VALLEY PARK,3650000.0,1722.24,2119.0,2025-08-01,Resale,Strata,160.0,22813.0,Condominium,999 yrs lease commencing from 1877,10,Core Central Region,01 to 05,1.29378198096699,103.829317651213,477 RIVER VALLEY ROAD VALLEY PARK SINGAPORE 248362,2.6915137383458756,60.0,3,3,2,14,10,3
D'LEEDON,3150000.0,1420.85,2217.0,2025-08-01,Resale,Strata,132.0,23864.0,Condominium,99 yrs lease commencing from 2010,10,Core Central Region,31 to 35,1.31442165521267,103.803912974494,7 LEEDON HEIGHTS D'LEEDON SINGAPORE 267953,6.287543508981477,60.0,2,2,0,12,8,3
M5,935000.0,441.32,2119.0,2025-08-01,Resale,Strata,41.0,22805.0,Apartment,Freehold,10,Core Central Region,06 to 10,1.2956665859268,103.82885975081,5 JALAN MUTIARA M5 SINGAPORE 249185,2.8342720208643692,60.0,5,3,3,14,9,2
D'LEEDON,3600000.0,1733.0,2077.0,2025-08-01,Resale,Strata,161.0,22360.0,Condominium,99 yrs lease commencing from 2010,10,Core Central Region,16 to 20,1.31442165521267,103.803912974494,7 LEEDON HEIGHTS D'LEEDON SINGAPORE 267953,6.287543508981477,60.0,2,2,0,12,8,3
THE MERCURY,1370000.0,635.08,2157.0,2025-08-01,Resale,Strata,59.0,23220.0,Apartment,Freehold,10,Core Central Region,06 to 10,1.29613986111385,103.827231791683,38 SHANGHAI ROAD THE MERCURY SINGAPORE 248201,3.017964152474484,60.0,3,3,1,15,10,2
THE TESSARINA,3050000.0,1334.74,2285.0,2025-08-01,Resale,Strata,124.0,24597.0,Condominium,Freehold,10,Core Central Region,01 to 05,1.33247795637597,103.790246139413,26 WILBY ROAD THE TESSARINA SINGAPORE 276308,8.697570873726045,60.0,2,0,0,5,6,4
SOMMERVILLE PARK,4580000.0,1948.28,2351.0,2025-08-01,Resale,Strata,181.0,25304.0,Condominium,Freehold,10,Core Central Region,06 to 10,1.31146324484129,103.805492439691,73 FARRER DRIVE SOMMERVILLE PARK SINGAPORE 259280,5.962857956507032,60.0,1,2,0,13,7,2
JERVOIS MANSION,1730000.0,678.13,2551.0,2025-08-01,Sub Sale,Strata,63.0,27460.0,Apartment,Freehold,10,Core Central Region,01 to 05,1.29297856291535,103.824279319244,10 JERVOIS CLOSE JERVOIS MANSION (U/C) SINGAPORE 249106,3.1718837457601365,60.0,2,6,2,15,12,2
UPPERHOUSE AT ORCHARD BOULEVARD,2311000.0,699.66,3303.0,2025-08-01,New Sale,Strata,65.0,35554.0,Apartment,99 yrs lease commencing from 2024,10,Core Central Region,11 to 15,1.30199604255669,103.824015107233,22 ORCHARD BOULEVARD UPPERHOUSE AT ORCHARD BOULEVARD (U/C) SINGAPORE 249628,3.664854264366718,60.0,4,0,5,16,7,1
SECOND AVENUE JUNCTION,2780000.0,1711.48,1624.0,2025-08-01,Resale,Strata,159.0,17484.0,Apartment,Freehold,10,Core Central Region,01 to 05,1.32982544693334,103.799469913283,733 BUKIT TIMAH ROAD SECOND AVENUE JUNCTION SINGAPORE 269748,7.726379039219251,60.0,2,0,0,7,6,9
21 ANDERSON,52250000.0,10451.84,4999.0,2025-08-01,New Sale,Strata,971.0,53811.0,Condominium,Freehold,10,Core Central Region,06 to 10,1.31265215320452,103.828026963441,21 ANDERSON ROAD 21 ANDERSON SINGAPORE 259984,4.157776172670164,60.0,2,0,6,15,6,0
UPPERHOUSE AT ORCHARD BOULEVARD,2268000.0,699.66,3242.0,2025-08-01,New Sale,Strata,65.0,34892.0,Apartment,99 yrs lease commencing from 2024,10,Core Central Region,11 to 15,1.30199604255669,103.824015107233,22 ORCHARD BOULEVARD UPPERHOUSE AT ORCHARD BOULEVARD (U/C) SINGAPORE 249628,3.664854264366718,60.0,4,0,5,16,7,1
UPPERHOUSE AT ORCHARD BOULEVARD,3832000.0,1011.82,3787.0,2025-08-01,New Sale,Strata,94.0,40766.0,Apartment,99 yrs lease commencing from 2024,10,Core Central Region,31 to 35,1.30199604255669,103.824015107233,22 ORCHARD BOULEVARD UPPERHOUSE AT ORCHARD BOULEVARD (U/C) SINGAPORE 249628,3.664854264366718,60.0,4,0,5,16,7,1
THE EQUATORIAL,4388000.0,1689.95,2597.0,2025-08-01,Resale,Strata,157.0,27949.0,Condominium,Freehold,10,Core Central Region,01 to 05,1.32030517860825,103.82480838421,151 STEVENS ROAD THE EQUATORIAL SINGAPORE 257872,5.050972967441989,60.0,3,0,0,15,6,5
REGENCY PARK,5138000.0,2249.68,2284.0,2025-08-01,Resale,Strata,209.0,24584.0,Condominium,Freehold,10,Core Central Region,01 to 05,1.29734373885047,103.825822314789,9 NATHAN ROAD REGENCY PARK SINGAPORE 248730,3.219801721428139,60.0,3,2,3,15,10,2
PARKSUITES,1890000.0,807.3,2341.0,2025-08-01,Resale,Strata,75.0,25200.0,Apartment,110 yrs lease commencing from 2017,10,Core Central Region,01 to 05,1.31675718224416,103.783239125241,18 HOLLAND GROVE ROAD PARKSUITES SINGAPORE 278800,8.414414803184428,60.0,1,1,0,6,10,7
THE SERENADE @ HOLLAND,3218000.0,1905.23,1689.0,2025-08-01,Resale,Strata,177.0,18181.0,Condominium,99 yrs lease commencing from 2001,10,Core Central Region,06 to 10,1.31846463946904,103.7798585243,371 HOLLAND ROAD THE SERENADE @ HOLLAND SINGAPORE 278698,8.83535243073473,60.0,1,0,0,6,10,8
UPPERHOUSE AT ORCHARD BOULEVARD,2218000.0,699.66,3170.0,2025-08-01,New Sale,Strata,65.0,34123.0,Apartment,99 yrs lease commencing from 2024,10,Core Central Region,06 to 10,1.30199604255669,103.824015107233,22 ORCHARD BOULEVARD UPPERHOUSE AT ORCHARD BOULEVARD (U/C) SINGAPORE 249628,3.664854264366718,60.0,4,0,5,16,7,1
UPPERHOUSE AT ORCHARD BOULEVARD,2288000.0,699.66,3270.0,2025-08-01,New Sale,Strata,65.0,35200.0,Apartment,99 yrs lease commencing from 2024,10,Core Central Region,11 to 15,1.30199604255669,103.824015107233,22 ORCHARD BOULEVARD UPPERHOUSE AT ORCHARD BOULEVARD (U/C) SINGAPORE 249628,3.664854264366718,60.0,4,0,5,16,7,1
UPPERHOUSE AT ORCHARD BOULEVARD,1551000.0,473.62,3275.0,2025-08-01,New Sale,Strata,44.0,35250.0,Apartment,99 yrs lease commencing from 2024,10,Core Central Region,16 to 20,1.30199604255669,103.824015107233,22 ORCHARD BOULEVARD UPPERHOUSE AT ORCHARD BOULEVARD (U/C) SINGAPORE 249628,3.664854264366718,60.0,4,0,5,16,7,1
UPPERHOUSE AT ORCHARD BOULEVARD,2531000.0,699.66,3617.0,2025-08-01,New Sale,Strata,65.0,38938.0,Apartment,99 yrs lease commencing from 2024,10,Core Central Region,31 to 35,1.30199604255669,103.824015107233,22 ORCHARD BOULEVARD UPPERHOUSE AT ORCHARD BOULEVARD (U/C) SINGAPORE 249628,3.664854264366718,60.0,4,0,5,16,7,1
THE HYDE,4100000.0,1248.62,3284.0,2025-08-01,Resale,Strata,116.0,35345.0,Condominium,Freehold,10,Core Central Region,01 to 05,1.31432631656582,103.831065213527,11 BALMORAL ROAD THE HYDE SINGAPORE 259796,4.113471519841787,60.0,4,1,3,15,7,1
ONE TREE HILL RESIDENCE,2850000.0,1130.22,2522.0,2025-08-01,Resale,Strata,105.0,27143.0,Apartment,Freehold,10,Core Central Region,01 to 05,1.30075481851819,103.824657220538,1A ONE TREE HILL ONE TREE HILL RESIDENCE SINGAPORE 248669,3.528357171505472,60.0,4,0,5,16,9,1
UPPERHOUSE AT ORCHARD BOULEVARD,2637000.0,764.24,3450.0,2025-08-01,New Sale,Strata,71.0,37141.0,Apartment,99 yrs lease commencing from 2024,10,Core Central Region,26 to 30,1.30199604255669,103.824015107233,22 ORCHARD BOULEVARD UPPERHOUSE AT ORCHARD BOULEVARD (U/C) SINGAPORE 249628,3.664854264366718,60.0,4,0,5,16,7,1
LEEDON GREEN,2800000.0,958.0,2923.0,2025-08-01,Sub Sale,Strata,89.0,31461.0,Condominium,Freehold,10,Core Central Region,01 to 05,1.31303320955725,103.803545878281,28 LEEDON HEIGHTS LEEDON GREEN SINGAPORE 266222,6.238573585561355,60.0,2,3,0,12,9,2
BOULEVARD 88,5307000.0,1313.21,4041.0,2025-08-01,Resale,Strata,122.0,43500.0,Apartment,Freehold,10,Core Central Region,21 to 25,1.30495432076562,103.827627471264,86 ORCHARD BOULEVARD BOULEVARD 88 SINGAPORE 248655,3.5579836890840126,60.0,4,0,12,15,8,0
BOULEVARD 88,11079000.0,2798.64,3959.0,2025-08-01,Resale,Strata,260.0,42612.0,Apartment,Freehold,10,Core Central Region,06 to 10,1.30495432076562,103.827627471264,86 ORCHARD BOULEVARD BOULEVARD 88 SINGAPORE 248655,3.5579836890840126,60.0,4,0,12,15,8,0
BOULEVARD 88,5254800.0,1313.21,4001.0,2025-08-01,Resale,Strata,122.0,43072.0,Apartment,Freehold,10,Core Central Region,21 to 25,1.30495432076562,103.827627471264,86 ORCHARD BOULEVARD BOULEVARD 88 SINGAPORE 248655,3.5579836890840126,60.0,4,0,12,15,8,0
D'LEEDON,1620000.0,785.77,2062.0,2025-08-01,Resale,Strata,73.0,22192.0,Condominium,99 yrs lease commencing from 2010,10,Core Central Region,11 to 15,1.31442165521267,103.803912974494,7 LEEDON HEIGHTS D'LEEDON SINGAPORE 267953,6.287543508981477,60.0,2,2,0,12,8,3
UPPERHOUSE AT ORCHARD BOULEVARD,2248000.0,699.66,3213.0,2025-08-01,New Sale,Strata,65.0,34585.0,Apartment,99 yrs lease commencing from 2024,10,Core Central Region,11 to 15,1.30199604255669,103.824015107233,22 ORCHARD BOULEVARD UPPERHOUSE AT ORCHARD BOULEVARD (U/C) SINGAPORE 249628,3.664854264366718,60.0,4,0,5,16,7,1
ST REGIS RESIDENCES SINGAPORE,5382500.0,2152.8,2500.0,2025-08-01,Resale,Strata,200.0,26913.0,Apartment,999 yrs lease commencing from 1995,10,Core Central Region,01 to 05,1.30556989413677,103.826602265235,33 TANGLIN ROAD SAINT REGIS RESIDENCES SINGAPORE SINGAPORE 247913,3.687945433821597,60.0,4,0,10,16,8,1
