Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Area (SQM),Unit Price ($ PSM),Latitude,Longitude,Full Address,Dist to CBD in Km,Sale Months Since Sep 2025,Num MRT Within 1km,Num Hawker Within 1km,Num Malls Within 1km,Num Hospitals Within 5km,Num Schools Within 2km,Num Parks Within 1km,Floor_Level_Category,Type_of_Sale_Encoded,Property_Type_Encoded,Market_Segment_Encoded
BOUGAINVILLA APARTMENTS,950000.0,979.52,970.0,2022-04-01,91.0,10440.0,1.31345286890954,103.879458401694,10 LORONG 19 GEYLANG BOUGAINVILLA APARTMENTS SINGAPORE 388492,4.622748043412148,42.0,3,4,0,10,9,1,1.0,1.0,0,1
STARVILLE,1450000.0,1237.86,1171.0,2022-04-01,115.0,12609.0,1.32826483616522,103.912067534158,66 LENGKONG TIGA STARVILLE SINGAPORE 417471,8.44041551036464,42.0,3,1,0,2,7,15,3.0,1.0,1,2
PENROSE,2306000.0,1388.56,1661.0,2022-04-01,129.0,17876.0,1.31948983025856,103.879994891095,22 SIMS DRIVE PENROSE SINGAPORE 387396,5.166503889250989,42.0,3,4,0,8,9,1,1.0,0.0,0,1
DAKOTA RESIDENCES,1628000.0,1022.58,1592.0,2022-04-01,95.0,17137.0,1.30637270876178,103.88708549006,34 DAKOTA CRESCENT DAKOTA RESIDENCES SINGAPORE 399936,4.7757251422267535,42.0,3,3,0,6,10,5,2.0,1.0,1,1
SIMS URBAN OASIS,1430000.0,818.06,1748.0,2022-04-01,76.0,18816.0,1.31926710475553,103.880615863782,6 SIMS DRIVE SIMS URBAN OASIS SINGAPORE 387388,5.190897370243519,42.0,3,4,0,8,9,1,3.0,1.0,1,1
GROSVENOR VIEW,810000.0,656.6,1234.0,2022-04-01,61.0,13279.0,1.32768795196418,103.911844825065,3 LENGKONG EMPAT GROSVENOR VIEW SINGAPORE 417611,8.382712261708466,42.0,2,1,0,2,7,16,1.0,1.0,1,2
THE TRUMPS,1380000.0,979.52,1409.0,2022-04-01,91.0,15165.0,1.32002610262337,103.91348728953,1 JALAN KEMBANGAN THE TRUMPS SINGAPORE 419154,8.069943599460245,42.0,1,0,0,2,12,18,1.0,1.0,1,2
MORI,973000.0,495.14,1965.0,2022-04-01,46.0,21152.0,1.31131219787605,103.882972095616,223 GUILLEMARD ROAD MORI SINGAPORE 399738,4.739370253523735,42.0,3,3,0,8,9,2,1.0,0.0,0,1
TROPIKA EAST,1100000.0,775.01,1419.0,2022-04-01,72.0,15278.0,1.32886589161997,103.90719397756,3 FOO KIM LIN ROAD TROPIKA EAST SINGAPORE 419679,8.051842718239321,42.0,2,1,0,2,6,15,1.0,1.0,1,2
SIMS URBAN OASIS,1050000.0,667.37,1573.0,2022-04-01,62.0,16935.0,1.31926710475553,103.880615863782,6 SIMS DRIVE SIMS URBAN OASIS SINGAPORE 387388,5.190897370243519,42.0,3,4,0,8,9,1,3.0,1.0,1,1
METRO LOFT,650888.0,452.09,1440.0,2022-04-01,42.0,15497.0,1.31417031455963,103.883562175927,5 LORONG 27 GEYLANG METRO LOFT SINGAPORE 388158,5.001192040278531,42.0,3,4,0,8,9,4,2.0,1.0,0,1
SMART SUITES,675000.0,452.09,1493.0,2022-04-01,42.0,16071.0,1.31514448371947,103.884050282732,302 SIMS AVENUE SMART SUITES SINGAPORE 387516,5.114950686082434,42.0,3,5,0,8,9,3,1.0,1.0,0,1
SIMS URBAN OASIS,780000.0,484.38,1610.0,2022-04-01,45.0,17333.0,1.31926710475553,103.880615863782,6 SIMS DRIVE SIMS URBAN OASIS SINGAPORE 387388,5.190897370243519,42.0,3,4,0,8,9,1,2.0,1.0,1,1
# 1 LOFT,688000.0,559.73,1229.0,2022-04-01,52.0,13231.0,1.31276346405244,103.883518875617,1 LORONG 24 GEYLANG # 1 LOFT SINGAPORE 398614,4.891716160848941,42.0,3,4,0,8,9,2,2.0,1.0,0,1
M SUITES,2180000.0,1313.21,1660.0,2022-04-01,122.0,17869.0,1.32330751911211,103.909620521884,65 LORONG MELAYU M SUITES SINGAPORE 416952,7.901043793350142,42.0,2,1,0,2,9,16,1.0,0.0,0,2
THE MIDAS,1150000.0,1140.98,1008.0,2022-04-01,106.0,10849.0,1.31287327322577,103.886114462631,26 LORONG 30 GEYLANG THE MIDAS SINGAPORE 398359,5.116956655400778,42.0,5,4,2,7,11,4,1.0,1.0,0,1
BALMY COURT,1100000.0,1044.11,1054.0,2022-04-01,97.0,11340.0,1.31415835134435,103.884949577853,6 LORONG 27A GEYLANG BALMY COURT SINGAPORE 388105,5.113290510798238,42.0,4,4,2,8,10,5,1.0,1.0,0,1
WINDY HEIGHTS,2828000.0,2475.72,1142.0,2022-04-01,230.0,12296.0,1.32664204297673,103.910617408664,84 JALAN DAUD WINDY HEIGHTS SINGAPORE 419593,8.204206295506795,42.0,2,2,0,2,7,16,3.0,1.0,1,2
WATERBANK AT DAKOTA,810000.0,484.38,1672.0,2022-04-01,45.0,18000.0,1.30647833742136,103.888537197136,76 DAKOTA CRESCENT WATERBANK AT DAKOTA SINGAPORE 399944,4.918518965685704,42.0,3,3,0,5,10,6,1.0,1.0,1,1
RESIDENCES 88,615000.0,441.32,1394.0,2022-04-01,41.0,15000.0,1.32627973484674,103.907811483759,88 LORONG MARICAN RESIDENCES 88 SINGAPORE 417297,7.92954468966822,42.0,3,1,0,2,7,15,1.0,1.0,0,2
TRE RESIDENCES,1180000.0,764.24,1544.0,2022-04-01,71.0,16620.0,1.3172278261209,103.885015905304,9 GEYLANG EAST AVENUE 1 TRE RESIDENCES SINGAPORE 389783,5.353082321074245,42.0,3,3,2,8,9,3,1.0,1.0,1,1
EUHABITAT,1938888.0,1582.31,1225.0,2022-04-01,147.0,13190.0,1.32795415126263,103.9070014142,196 JALAN EUNOS EUHABITAT SINGAPORE 419542,7.971961203569236,42.0,2,2,0,2,6,15,1.0,1.0,1,2
LEVENUE,1010000.0,968.76,1043.0,2022-04-01,90.0,11222.0,1.32864269824431,103.913744097652,55 LENGKONG EMPAT LEVENUE SINGAPORE 417642,8.61577565611189,42.0,3,1,0,2,7,13,3.0,1.0,0,2
BLISS VILLE,1060000.0,871.88,1216.0,2022-04-01,81.0,13086.0,1.32374715619118,103.909135122768,69H LORONG MELAYU BLISS VILLE SINGAPORE 417030,7.88417716920167,42.0,2,1,0,2,8,16,1.0,1.0,0,2
THE ALCOVE,1250000.0,1270.15,984.0,2022-04-01,118.0,10593.0,1.31400655260741,103.884015328938,10 LORONG 27 GEYLANG THE ALCOVE SINGAPORE 388199,5.025483913717779,42.0,4,4,0,8,9,4,1.0,1.0,0,1
VIENTO,628000.0,462.85,1357.0,2022-04-01,43.0,14605.0,1.31221104514144,103.886520466932,29 LORONG 30 GEYLANG VIENTO SINGAPORE 398362,5.104904162018615,42.0,5,4,2,7,11,5,2.0,1.0,0,1
PARC ESTA,1280000.0,699.66,1829.0,2022-04-01,65.0,19692.0,1.31786521916555,103.903967184717,904 SIMS AVENUE PARC ESTA SINGAPORE 408968,7.043509290403673,42.0,1,4,0,1,13,16,1.0,,0,1
EUHABITAT,640000.0,516.67,1239.0,2022-04-01,48.0,13333.0,1.32795415126263,103.9070014142,196 JALAN EUNOS EUHABITAT SINGAPORE 419542,7.971961203569236,42.0,2,2,0,2,6,15,1.0,1.0,1,2
ESCADA VIEW,766000.0,753.48,1017.0,2022-04-01,70.0,10943.0,1.32899344664489,103.91347731741,53 LENGKONG EMPAT ESCADA VIEW SINGAPORE 417657,8.614569394694955,42.0,3,1,0,2,7,13,1.0,1.0,1,2
PENROSE,2329000.0,1388.56,1677.0,2022-04-01,129.0,18054.0,1.31948983025856,103.879994891095,22 SIMS DRIVE PENROSE SINGAPORE 387396,5.166503889250989,42.0,3,4,0,8,9,1,1.0,0.0,0,1
PENROSE,2361000.0,1399.32,1687.0,2022-04-01,130.0,18162.0,1.31948983025856,103.879994891095,22 SIMS DRIVE PENROSE SINGAPORE 387396,5.166503889250989,42.0,3,4,0,8,9,1,1.0,0.0,0,1
ASTOR,1030000.0,1087.16,947.0,2022-04-01,101.0,10198.0,1.32879593267373,103.912963648128,51C LENGKONG EMPAT ASTOR SINGAPORE 417660,8.55554984945014,42.0,3,1,0,2,7,14,3.0,1.0,0,2
SIMS URBAN OASIS,1290000.0,785.77,1642.0,2022-04-01,73.0,17671.0,1.31926710475553,103.880615863782,6 SIMS DRIVE SIMS URBAN OASIS SINGAPORE 387388,5.190897370243519,42.0,3,4,0,8,9,1,3.0,1.0,1,1
TREASURES @ G20,520000.0,419.8,1239.0,2022-04-01,39.0,13333.0,1.31144699404485,103.881539708397,35 LORONG 20 GEYLANG TREASURES@G20 SINGAPORE 398751,4.6309982597520785,42.0,3,3,0,8,9,2,2.0,1.0,0,1
SIMS URBAN OASIS,765000.0,441.32,1733.0,2022-04-01,41.0,18659.0,1.31926710475553,103.880615863782,6 SIMS DRIVE SIMS URBAN OASIS SINGAPORE 387388,5.190897370243519,42.0,3,4,0,8,9,1,2.0,1.0,1,1
URBAN TREASURES,2444900.0,1270.15,1925.0,2022-04-01,118.0,20719.0,1.32936720206385,103.905791323853,205 JALAN EUNOS URBAN TREASURES SINGAPORE 419535,7.966767145631702,42.0,2,0,0,2,6,11,2.0,0.0,1,2
GUILLEMARD EDGE,780000.0,775.01,1006.0,2022-04-01,72.0,10833.0,1.31200443744473,103.885949377155,38 LORONG 30 GEYLANG GUILLEMARD EDGE SINGAPORE 398371,5.041282413008211,42.0,4,4,1,7,11,5,2.0,1.0,0,1
SIMS URBAN OASIS,1650000.0,958.0,1722.0,2022-04-01,89.0,18539.0,1.31926710475553,103.880615863782,6 SIMS DRIVE SIMS URBAN OASIS SINGAPORE 387388,5.190897370243519,42.0,3,4,0,8,9,1,2.0,1.0,1,1
URBAN TREASURES,1991840.0,1011.82,1969.0,2022-04-01,94.0,21190.0,1.32936720206385,103.905791323853,205 JALAN EUNOS URBAN TREASURES SINGAPORE 419535,7.966767145631702,42.0,2,0,0,2,6,11,3.0,0.0,1,2
PARC ESTA,1398000.0,635.08,2201.0,2022-04-01,59.0,23695.0,1.31786521916555,103.903967184717,904 SIMS AVENUE PARC ESTA SINGAPORE 408968,7.043509290403673,42.0,1,4,0,1,13,16,1.0,0.0,0,1
URBAN TREASURES,1205110.0,635.08,1898.0,2022-04-01,59.0,20426.0,1.32936720206385,103.905791323853,205 JALAN EUNOS URBAN TREASURES SINGAPORE 419535,7.966767145631702,42.0,2,0,0,2,6,11,1.0,0.0,1,2
URBAN TREASURES,1682660.0,882.65,1906.0,2022-04-01,82.0,20520.0,1.32936720206385,103.905791323853,205 JALAN EUNOS URBAN TREASURES SINGAPORE 419535,7.966767145631702,42.0,2,0,0,2,6,11,1.0,0.0,1,2
URBAN TREASURES,1269390.0,635.08,1999.0,2022-04-01,59.0,21515.0,1.32936720206385,103.905791323853,205 JALAN EUNOS URBAN TREASURES SINGAPORE 419535,7.966767145631702,42.0,2,0,0,2,6,11,1.0,0.0,1,2
PENROSE,2012000.0,1173.28,1715.0,2022-04-01,109.0,18459.0,1.31948983025856,103.879994891095,22 SIMS DRIVE PENROSE SINGAPORE 387396,5.166503889250989,42.0,3,4,0,8,9,1,1.0,0.0,0,1
WING FONG COURT,840000.0,1097.93,765.0,2022-04-01,102.0,8235.0,1.31173462254903,103.87881521885,10 LORONG 14 GEYLANG WING FONG COURT SINGAPORE 398922,4.435996550952671,42.0,3,4,0,10,9,1,1.0,1.0,0,1
LA BRISA,720000.0,538.2,1338.0,2022-04-01,50.0,14400.0,1.31190419143627,103.885369365155,50 LORONG 28 GEYLANG LA BRISA SINGAPORE 398453,4.984533537431171,42.0,4,4,1,7,11,5,1.0,1.0,0,1
GREEN COURT,1720000.0,1614.6,1065.0,2022-04-01,150.0,11467.0,1.313289737192,103.885153835516,498 GEYLANG ROAD GREEN COURT SINGAPORE 389456,5.066106644450747,42.0,4,4,1,7,11,5,1.0,1.0,0,1
SINGA HILLS,950000.0,667.37,1424.0,2022-04-01,62.0,15323.0,1.33013262911561,103.908284993545,33 JALAN SINGA SINGA HILLS SINGAPORE 418109,8.234437338266625,42.0,1,1,0,2,5,13,1.0,1.0,0,2
URBAN TREASURES,1258510.0,645.84,1949.0,2022-04-01,60.0,20975.0,1.32936720206385,103.905791323853,205 JALAN EUNOS URBAN TREASURES SINGAPORE 419535,7.966767145631702,42.0,2,0,0,2,6,11,1.0,0.0,1,2
THE SUNNY SPRING,1540000.0,1194.8,1289.0,2022-04-01,111.0,13874.0,1.31219203070087,103.889464697147,50 LORONG 40 GEYLANG THE SUNNY SPRING SINGAPORE 398074,5.3613842782215055,42.0,4,4,3,6,11,5,2.0,1.0,0,1
REZI 26,697000.0,495.14,1408.0,2022-04-01,46.0,15152.0,1.31277485329606,103.885104634024,5 LORONG 26 GEYLANG REZI 26 SINGAPORE 398480,5.024511275001018,42.0,4,4,1,7,11,4,1.0,1.0,0,1
EUHABITAT,720000.0,548.96,1312.0,2022-04-01,51.0,14118.0,1.32795415126263,103.9070014142,196 JALAN EUNOS EUHABITAT SINGAPORE 419542,7.971961203569236,42.0,2,2,0,2,6,15,1.0,1.0,1,2
WATERBANK AT DAKOTA,2180000.0,1280.92,1702.0,2022-04-01,119.0,18319.0,1.30647833742136,103.888537197136,76 DAKOTA CRESCENT WATERBANK AT DAKOTA SINGAPORE 399944,4.918518965685704,42.0,3,3,0,5,10,6,3.0,1.0,1,1
SKT MANSIONS,988000.0,1011.82,976.0,2022-04-01,94.0,10511.0,1.31469684747176,103.882628937424,38 LORONG 25 GEYLANG SKT MANSIONS SINGAPORE 388307,4.967360744758596,42.0,3,4,0,8,9,3,2.0,1.0,0,1
# 1 SUITES,690000.0,624.31,1105.0,2022-04-01,58.0,11897.0,1.31239029325188,103.881504147527,1 LORONG 20 GEYLANG # 1 SUITES SINGAPORE 398721,4.699608709809529,42.0,3,3,0,8,9,2,1.0,1.0,0,1
CENTRA RESIDENCE,710000.0,505.91,1403.0,2022-04-01,47.0,15106.0,1.312846209179,103.875936321332,8 LORONG 7 GEYLANG CENTRA RESIDENCE SINGAPORE 388792,4.311991373002679,42.0,2,2,0,10,8,1,2.0,1.0,0,1
STARVILLE,1550000.0,1216.33,1274.0,2022-04-01,113.0,13717.0,1.32826483616522,103.912067534158,66 LENGKONG TIGA STARVILLE SINGAPORE 417471,8.44041551036464,42.0,3,1,0,2,7,15,2.0,1.0,1,2
THE HELICONIA,1585000.0,1334.74,1188.0,2022-04-01,124.0,12782.0,1.32635294484067,103.908900244938,30 JALAN DAUD THE HELICONIA SINGAPORE 419572,8.031320801555648,42.0,3,2,0,2,7,16,2.0,1.0,1,2
EUHABITAT,660000.0,527.44,1251.0,2022-04-01,49.0,13469.0,1.32795415126263,103.9070014142,196 JALAN EUNOS EUHABITAT SINGAPORE 419542,7.971961203569236,42.0,2,2,0,2,6,15,1.0,1.0,1,2
MORI,994000.0,495.14,2007.0,2022-04-01,46.0,21609.0,1.31131219787605,103.882972095616,223 GUILLEMARD ROAD MORI SINGAPORE 399738,4.739370253523735,42.0,3,3,0,8,9,2,1.0,0.0,0,1
MORI,1005000.0,495.14,2030.0,2022-04-01,46.0,21848.0,1.31131219787605,103.882972095616,223 GUILLEMARD ROAD MORI SINGAPORE 399738,4.739370253523735,42.0,3,3,0,8,9,2,1.0,0.0,0,1
SIMS GREEN,1218000.0,1248.62,975.0,2022-04-01,116.0,10500.0,1.31441038654771,103.884629689864,7 LORONG 27A GEYLANG SIMS GREEN SINGAPORE 388133,5.105957066325405,42.0,4,4,1,8,9,5,2.0,1.0,0,1
KEMBANGAN PLAZA,1100000.0,882.65,1246.0,2022-04-01,82.0,13415.0,1.32037255609864,103.912642849629,18 JALAN MASJID KEMBANGAN PLAZA SINGAPORE 418944,8.008799221122848,42.0,1,1,0,2,12,17,1.0,1.0,0,2
ARENA RESIDENCES,1472000.0,807.3,1823.0,2022-04-01,75.0,19627.0,1.30967685823486,103.880642764235,20 GUILLEMARD CRESCENT ARENA RESIDENCES SINGAPORE 399915,4.425439723338632,42.0,4,4,1,9,9,1,3.0,,0,1
PARK 1 SUITES,902000.0,602.78,1496.0,2022-04-01,56.0,16107.0,1.31404268792091,103.889347045446,8 LORONG 40 GEYLANG PARK 1 SUITES SINGAPORE 398054,5.476811645969878,42.0,4,4,3,6,11,4,1.0,1.0,0,1
THE LENOX,854800.0,602.78,1418.0,2022-04-01,56.0,15264.0,1.31824376273926,103.911351165333,396 CHANGI ROAD THE LENOX SINGAPORE 415899,7.765250446888848,42.0,2,1,0,2,13,15,1.0,1.0,0,2
GROSVENOR VIEW,1942000.0,1539.25,1262.0,2022-04-01,143.0,13580.0,1.32768795196418,103.911844825065,3 LENGKONG EMPAT GROSVENOR VIEW SINGAPORE 417611,8.382712261708466,42.0,2,1,0,2,7,16,2.0,1.0,1,2
WATERBANK AT DAKOTA,1995000.0,1140.98,1748.0,2022-04-01,106.0,18821.0,1.30647833742136,103.888537197136,76 DAKOTA CRESCENT WATERBANK AT DAKOTA SINGAPORE 399944,4.918518965685704,42.0,3,3,0,5,10,6,1.0,1.0,1,1
ASTORIA PARK,1010000.0,861.12,1173.0,2022-04-01,80.0,12625.0,1.32177770499303,103.91225216665,34 LORONG MYDIN ASTORIA PARK SINGAPORE 416827,8.053226885077692,42.0,1,1,0,2,12,17,1.0,1.0,1,2
URBAN TREASURES,1970410.0,1011.82,1947.0,2022-04-01,94.0,20962.0,1.32936720206385,103.905791323853,205 JALAN EUNOS URBAN TREASURES SINGAPORE 419535,7.966767145631702,42.0,2,0,0,2,6,11,2.0,0.0,1,2
URBAN TREASURES,1322410.0,645.84,2048.0,2022-04-01,60.0,22040.0,1.32936720206385,103.905791323853,205 JALAN EUNOS URBAN TREASURES SINGAPORE 419535,7.966767145631702,42.0,2,0,0,2,6,11,2.0,0.0,1,2
URBAN TREASURES,1328600.0,645.84,2057.0,2022-04-01,60.0,22143.0,1.32936720206385,103.905791323853,205 JALAN EUNOS URBAN TREASURES SINGAPORE 419535,7.966767145631702,42.0,2,0,0,2,6,11,3.0,0.0,1,2
URBAN TREASURES,1291490.0,645.84,2000.0,2022-04-01,60.0,21525.0,1.32936720206385,103.905791323853,205 JALAN EUNOS URBAN TREASURES SINGAPORE 419535,7.966767145631702,42.0,2,0,0,2,6,11,1.0,0.0,1,2
CASA SARINA,1425000.0,1367.03,1042.0,2022-04-01,127.0,11220.0,1.32018967220914,103.906865928269,101 LORONG SARINA CASA SARINA SINGAPORE 416729,7.4542779982704115,42.0,2,1,0,1,12,14,1.0,1.0,1,2
URBAN TREASURES,1230620.0,635.08,1938.0,2022-04-01,59.0,20858.0,1.32936720206385,103.905791323853,205 JALAN EUNOS URBAN TREASURES SINGAPORE 419535,7.966767145631702,42.0,2,0,0,2,6,11,1.0,0.0,1,2
QUBE SUITES,683000.0,452.09,1511.0,2022-04-01,42.0,16262.0,1.32987209553022,103.908123975446,24 JALAN PUNAI QUBE SUITES SINGAPORE 418804,8.202337725386041,42.0,2,1,0,2,5,14,1.0,1.0,0,2
M SUITES,2074122.0,1291.68,1606.0,2022-04-01,120.0,17284.0,1.32330751911211,103.909620521884,65 LORONG MELAYU M SUITES SINGAPORE 416952,7.901043793350142,42.0,2,1,0,2,9,16,1.0,0.0,0,2
LE MARICAN,650000.0,570.49,1139.0,2022-04-01,53.0,12264.0,1.32604750612789,103.907418948375,95 LORONG MARICAN LE MARICAN SINGAPORE 417301,7.879216938858841,42.0,2,1,0,2,7,15,1.0,1.0,0,2
CENTRA STUDIOS,585000.0,376.74,1553.0,2022-04-01,35.0,16714.0,1.31444000148435,103.882324003158,25 LORONG 25 GEYLANG CENTRA STUDIOS SINGAPORE 388302,4.923274977554681,42.0,3,4,0,8,9,2,2.0,1.0,0,1
TRE RESIDENCES,1180000.0,699.66,1687.0,2022-04-01,65.0,18154.0,1.3172278261209,103.885015905304,9 GEYLANG EAST AVENUE 1 TRE RESIDENCES SINGAPORE 389783,5.353082321074245,42.0,3,3,2,8,9,3,3.0,1.0,1,1
# 1 LOFT,698888.0,581.26,1202.0,2022-04-01,54.0,12942.0,1.31276346405244,103.883518875617,1 LORONG 24 GEYLANG # 1 LOFT SINGAPORE 398614,4.891716160848941,42.0,3,4,0,8,9,2,2.0,1.0,0,1
CENTRA RESIDENCE,628000.0,452.09,1389.0,2022-04-01,42.0,14952.0,1.312846209179,103.875936321332,8 LORONG 7 GEYLANG CENTRA RESIDENCE SINGAPORE 388792,4.311991373002679,42.0,2,2,0,10,8,1,1.0,1.0,0,1
CENTRAL GROVE,1300000.0,1173.28,1108.0,2022-04-01,109.0,11927.0,1.31623494982413,103.884417981377,3 GEYLANG EAST AVENUE 1 CENTRAL GROVE SINGAPORE 389779,5.228491443172765,42.0,4,5,1,8,9,3,1.0,1.0,1,1
SIMS URBAN OASIS,798000.0,462.85,1724.0,2022-04-01,43.0,18558.0,1.31926710475553,103.880615863782,6 SIMS DRIVE SIMS URBAN OASIS SINGAPORE 387388,5.190897370243519,42.0,3,4,0,8,9,1,3.0,1.0,1,1
GUILLEMARD SUITES,1135000.0,850.36,1335.0,2022-04-01,79.0,14367.0,1.31094521852726,103.882721097721,213 GUILLEMARD ROAD GUILLEMARD SUITES SINGAPORE 399733,4.691609257032653,42.0,3,4,0,8,9,3,1.0,1.0,0,1
DENG FU VILLE,2200000.0,1603.84,1372.0,2022-04-01,149.0,14765.0,1.31907103004917,103.906727650036,30 KAMPONG EUNOS DENG FU VILLE SINGAPORE 417777,7.373814325731649,42.0,2,2,0,1,13,14,1.0,1.0,0,2
CENTRA HEIGHTS,718000.0,430.56,1668.0,2022-04-01,40.0,17950.0,1.31629397762889,103.88657418395,455 SIMS AVENUE CENTRA HEIGHTS SINGAPORE 387607,5.406260020602187,42.0,4,4,3,7,11,4,2.0,1.0,0,1
WING FONG MANSIONS,1020000.0,1130.22,902.0,2022-04-01,105.0,9714.0,1.31057552074486,103.879078933752,12 LORONG 14 GEYLANG WING FONG MANSIONS SINGAPORE 398924,4.366074173360566,42.0,4,4,1,10,9,1,2.0,1.0,0,1
SIMS URBAN OASIS,1200000.0,710.42,1689.0,2022-04-01,66.0,18182.0,1.31926710475553,103.880615863782,6 SIMS DRIVE SIMS URBAN OASIS SINGAPORE 387388,5.190897370243519,42.0,3,4,0,8,9,1,3.0,1.0,1,1
SIMS URBAN OASIS,1080888.0,667.37,1620.0,2022-04-01,62.0,17434.0,1.31926710475553,103.880615863782,6 SIMS DRIVE SIMS URBAN OASIS SINGAPORE 387388,5.190897370243519,42.0,3,4,0,8,9,1,1.0,1.0,1,1
VIENTO,730000.0,527.44,1384.0,2022-04-01,49.0,14898.0,1.31221104514144,103.886520466932,29 LORONG 30 GEYLANG VIENTO SINGAPORE 398362,5.104904162018615,42.0,5,4,2,7,11,5,2.0,1.0,0,1
PRIME RESIDENCE,568888.0,409.03,1391.0,2022-04-01,38.0,14971.0,1.31118981428433,103.882466535926,41 LORONG 22 GEYLANG PRIME RESIDENCE SINGAPORE 398697,4.688267126786674,42.0,3,4,0,8,9,2,1.0,1.0,0,1
ASTORIA PARK,1090000.0,958.0,1138.0,2022-04-01,89.0,12247.0,1.32177770499303,103.91225216665,34 LORONG MYDIN ASTORIA PARK SINGAPORE 416827,8.053226885077692,42.0,1,1,0,2,12,17,1.0,1.0,1,2
EUHABITAT,717000.0,538.2,1332.0,2022-04-01,50.0,14340.0,1.32795415126263,103.9070014142,196 JALAN EUNOS EUHABITAT SINGAPORE 419542,7.971961203569236,42.0,2,2,0,2,6,15,1.0,1.0,1,2
WING FONG MANSIONS,818000.0,731.95,1118.0,2022-04-01,68.0,12029.0,1.31057552074486,103.879078933752,12 LORONG 14 GEYLANG WING FONG MANSIONS SINGAPORE 398924,4.366074173360566,42.0,4,4,1,10,9,1,1.0,1.0,0,1
LE REGAL,688000.0,516.67,1332.0,2022-04-01,48.0,14333.0,1.31250268727998,103.880368117228,340 GEYLANG ROAD LE REGAL SINGAPORE 389365,4.61788023094977,42.0,2,3,0,9,10,1,1.0,1.0,0,1
WATERBANK AT DAKOTA,2080000.0,1173.28,1773.0,2022-04-01,109.0,19083.0,1.30647833742136,103.888537197136,76 DAKOTA CRESCENT WATERBANK AT DAKOTA SINGAPORE 399944,4.918518965685704,42.0,3,3,0,5,10,6,3.0,1.0,1,1
GUILLEMARD EDGE,653000.0,409.03,1596.0,2022-04-01,38.0,17184.0,1.31200443744473,103.885949377155,38 LORONG 30 GEYLANG GUILLEMARD EDGE SINGAPORE 398371,5.041282413008211,42.0,4,4,1,7,11,5,2.0,1.0,0,1
CENTRA LOFT,611000.0,430.56,1419.0,2022-04-01,40.0,15275.0,1.31481743950624,103.888376977987,3 LORONG 35 GEYLANG CENTRA LOFT SINGAPORE 387935,5.44803594028427,42.0,4,4,3,7,11,4,1.0,1.0,0,1
CASA AERATA,583000.0,387.5,1505.0,2022-04-01,36.0,16194.0,1.31232393794378,103.885033090499,9 LORONG 26 GEYLANG CASA AERATA SINGAPORE 398484,4.985931367630484,42.0,4,4,1,7,11,4,1.0,1.0,0,1
MORI,1324000.0,710.42,1864.0,2022-04-01,66.0,20061.0,1.31131219787605,103.882972095616,223 GUILLEMARD ROAD MORI SINGAPORE 399738,4.739370253523735,42.0,3,3,0,8,9,2,1.0,0.0,0,1
PENROSE,2459000.0,1399.32,1757.0,2022-04-01,130.0,18915.0,1.31948983025856,103.879994891095,22 SIMS DRIVE PENROSE SINGAPORE 387396,5.166503889250989,42.0,3,4,0,8,9,1,3.0,0.0,0,1
URBAN TREASURES,1242860.0,635.08,1957.0,2022-04-01,59.0,21065.0,1.32936720206385,103.905791323853,205 JALAN EUNOS URBAN TREASURES SINGAPORE 419535,7.966767145631702,42.0,2,0,0,2,6,11,1.0,0.0,1,2
WATERBANK AT DAKOTA,1140000.0,624.31,1826.0,2022-04-01,58.0,19655.0,1.30647833742136,103.888537197136,76 DAKOTA CRESCENT WATERBANK AT DAKOTA SINGAPORE 399944,4.918518965685704,42.0,3,3,0,5,10,6,4.0,1.0,1,1
SIMS URBAN OASIS,1070000.0,667.37,1603.0,2022-04-01,62.0,17258.0,1.31926710475553,103.880615863782,6 SIMS DRIVE SIMS URBAN OASIS SINGAPORE 387388,5.190897370243519,42.0,3,4,0,8,9,1,3.0,1.0,1,1
WATERBANK AT DAKOTA,2310000.0,1280.92,1803.0,2022-04-01,119.0,19412.0,1.30647833742136,103.888537197136,76 DAKOTA CRESCENT WATERBANK AT DAKOTA SINGAPORE 399944,4.918518965685704,42.0,3,3,0,5,10,6,4.0,1.0,1,1
EUHABITAT,1180000.0,947.23,1246.0,2022-03-01,88.0,13409.0,1.32795415126263,103.9070014142,196 JALAN EUNOS EUHABITAT SINGAPORE 419542,7.971961203569236,43.0,2,2,0,2,6,15,1.0,1.0,1,2
PENROSE,2467000.0,1399.32,1763.0,2022-03-01,130.0,18977.0,1.31948983025856,103.879994891095,22 SIMS DRIVE PENROSE SINGAPORE 387396,5.166503889250989,43.0,3,4,0,8,9,1,3.0,0.0,0,1
PENROSE,2475000.0,1399.32,1769.0,2022-03-01,130.0,19038.0,1.31948983025856,103.879994891095,22 SIMS DRIVE PENROSE SINGAPORE 387396,5.166503889250989,43.0,3,4,0,8,9,1,4.0,0.0,0,1
CENTRA STUDIOS,580000.0,344.45,1684.0,2022-03-01,32.0,18125.0,1.31444000148435,103.882324003158,25 LORONG 25 GEYLANG CENTRA STUDIOS SINGAPORE 388302,4.923274977554681,43.0,3,4,0,8,9,2,1.0,1.0,0,1
