District,Property_Index,Actual_Price,Area_SQFT,Floor_Level,Young_Adults_20_35_Predicted,Young_Adults_20_35_Difference,Young_Adults_20_35_Percent_Diff,Families_36_59_Predicted,Families_36_59_Difference,Families_36_59_Percent_Diff,Retirees_60_Plus_Predicted,Retirees_60_Plus_Difference,Retirees_60_Plus_Percent_Diff
4,0,0.26974010079437877,0.8766841948018782,-0.6964390421331337,1.2582279890228316,0.9884878882284529,366.45937527174397,1.2582261682757991,0.9884860674814204,366.45870027124266,1.2581728802811925,0.9884327794868137,366.43894496068646
4,1,1.0807129848725632,1.0581941723141843,0.1654545932466577,0.8918794391852698,-0.18883354568729338,-17.47305235807456,0.8918628261255725,-0.18885015874699063,-17.47458958950694,0.8918477400336249,-0.1888652448389383,-17.4759855283139
4,2,1.600675375156089,3.247579893634165,0.1654545932466577,3.041822187769585,1.441146812613496,90.03367172266042,3.041776846915498,1.4411014717594093,90.03083911495054,3.0416317699735296,1.4409563948174406,90.02177563185955
4,3,0.5476739615853171,0.5250250802672081,-0.6964390421331337,0.3885896289897906,-0.1590843325955265,-29.047269681223327,0.3885667008555796,-0.15910726072973752,-29.051456138097166,0.38847547626939505,-0.15919848531592207,-29.068112870493295
4,4,0.007653346101169411,-0.1556136230745312,-0.6964390421331337,0.40048052573426624,0.3928271796330968,5132.750752942871,0.4006227598196112,0.3929694137184418,5134.60920914575,0.40132385597583314,0.39367050987466373,5143.769857925437
4,5,-0.5353593803245074,-0.405183255395783,-0.6964390421331337,-0.5785024540250675,-0.04314307370056014,8.058712574422255,-0.578529292472741,-0.043169912148233625,8.063725739159784,-0.578644398196463,-0.0432850178719556,8.085226384885317
4,6,-0.2677316794432809,-0.2123335150196761,3.613029134765823,0.06685194895155631,0.33458362839483724,-124.9697566946757,0.06691910710354287,0.3346507865468238,-124.99484082074035,0.06726503379279433,0.33499671323607527,-125.12404730462407
4,7,3.706234926602591,3.3269898501199813,0.1654545932466577,3.5381800041530678,-0.16805492244952314,-4.534383971271208,3.538324120227875,-0.1679108063747159,-4.53049549475363,3.5391519899583703,-0.16708293664422058,-4.508158277958412
4,8,-0.05052658887301019,-0.1102440328062574,0.1654545932466577,-0.3841953035558883,-0.3336687146828781,660.3824285892256,-0.3841723458770815,-0.3336457570040713,660.336991762163,-0.38414460225487845,-0.33361801338186825,660.282082806657
4,9,-0.20013213594947216,-0.3030832343692938,0.1654545932466577,-0.14243108340213034,0.05770105254734181,-28.831477900135805,-0.14247160680859955,0.05766052914087261,-28.81122957455983,-0.14267905973993336,0.057453076209538795,-28.707571593621584
5,0,0.4259759513951925,0.0477607962808276,-1.0842274561905734,0.35578772105491646,-0.07018823034027605,-16.477040572452413,0.3560095125780255,-0.06996643881716702,-16.424973895358885,0.35404559469790103,-0.07193035669729148,-16.886013508907975
5,1,-0.8692932615461444,-0.8581089939412094,-1.0842274561905734,-0.662810849947836,0.20648241159830838,-23.752906036687108,-0.6628272097906039,0.20646605175554045,-23.751024066183984,-0.6611258576115144,0.20816740393462996,-23.946740777028314
5,2,5.522745339596313,2.2218338658382395,-1.0842274561905734,3.0280164739939948,-2.4947288656023185,-45.17189752922179,3.0283058713052347,-2.4944394682910787,-45.166657430440395,3.024413305755093,-2.4983320338412205,-45.23713986826408
5,3,1.1954731642905192,0.0218643752990064,0.558535663826417,0.992778461467948,-0.20269470282257118,-16.955186354422683,0.9929433950849902,-0.202529769205529,-16.94138984087735,0.9915892935184438,-0.20388387077207537,-17.054658930221567
5,4,0.9854709368668944,0.9018617894983512,2.201298783843407,1.0801636626472546,0.09469272578036025,9.608880611072776,1.0803665960221358,0.09489565915524145,9.629473138694786,1.078492390133462,0.09302145326656763,9.439289357665944
5,5,2.601108511352301,0.8242206164711453,1.653711077171077,1.794758812022251,-0.8063496993300499,-31.000233008765694,1.7949929400767273,-0.8061155712755737,-30.991231921211888,1.7926524351222195,-0.8084560762300814,-31.081212979068297
5,6,0.8597761730074983,-0.1592903467780979,0.0109479571540868,0.8024581793008474,-0.057317993706650916,-6.666618069462485,0.8026161898279165,-0.05715998317958182,-6.648239969204556,0.8015100818609786,-0.058266091146519705,-6.776890657798161
5,7,-1.068565448152504,-1.1169289340046484,0.558535663826417,-0.6907806866157723,0.3777847615367317,-35.354386779949,-0.6907853831019551,0.37778006505054884,-35.35394726675016,-0.689042773585075,0.37952267456742894,-35.51702661017204
5,8,0.18667764681448487,0.3324531123669593,-1.0842274561905734,0.4394964647300644,0.2528188179155795,135.4306861210994,0.439958318370116,0.25328067155563116,135.67809316095276,0.4358252924202499,0.24914764560576505,133.4641023482373
